model_name,ips
afm_basic_model_2_multimer_v3_pred_13.pdb,0.571
afm_basic_model_2_multimer_v3_pred_10.pdb,0.559
afm_dropout_full_model_1_multimer_v3_pred_6.pdb,0.548
afm_dropout_full_model_1_multimer_v3_pred_14.pdb,0.548
afm_basic_model_1_multimer_v3_pred_7.pdb,0.548
afm_dropout_full_model_1_multimer_v3_pred_13.pdb,0.545
afm_basic_model_1_multimer_v3_pred_11.pdb,0.543
afm_dropout_full_model_1_multimer_v3_pred_3.pdb,0.543
afm_dropout_full_model_1_multimer_v3_pred_10.pdb,0.523
afm_dropout_full_model_1_multimer_v3_pred_2.pdb,0.514
afm_basic_model_2_multimer_v3_pred_0.pdb,0.503
afm_basic_model_1_multimer_v3_pred_12.pdb,0.5
afm_basic_model_2_multimer_v3_pred_9.pdb,0.5
afm_dropout_full_model_1_multimer_v3_pred_9.pdb,0.497
afm_dropout_full_model_1_multimer_v3_pred_8.pdb,0.494
afm_basic_model_1_multimer_v3_pred_13.pdb,0.493
afm_basic_model_1_multimer_v3_pred_4.pdb,0.491
afm_basic_model_2_multimer_v3_pred_5.pdb,0.491
afm_dropout_full_model_1_multimer_v3_pred_4.pdb,0.49
afm_dropout_full_model_1_multimer_v3_pred_11.pdb,0.488
cf_woTemplates_model_2_multimer_v3_pred_14.pdb,0.475
cf_woTemplates_model_2_multimer_v3_pred_16.pdb,0.47
cf_woTemplates_model_2_multimer_v3_pred_9.pdb,0.469
afm_basic_model_1_multimer_v3_pred_14.pdb,0.465
cf_woTemplates_model_2_multimer_v3_pred_10.pdb,0.462
afm_basic_model_1_multimer_v3_pred_8.pdb,0.461
afm_basic_model_1_multimer_v3_pred_3.pdb,0.458
afm_basic_model_1_multimer_v3_pred_0.pdb,0.456
afm_dropout_full_model_1_multimer_v3_pred_16.pdb,0.454
afm_dropout_full_model_1_multimer_v3_pred_1.pdb,0.453
afm_basic_model_1_multimer_v3_pred_6.pdb,0.451
afm_woTemplates_model_1_multimer_v3_pred_11.pdb,0.448
afm_basic_model_1_multimer_v3_pred_5.pdb,0.448
cf_woTemplates_model_2_multimer_v3_pred_4.pdb,0.445
cf_woTemplates_model_2_multimer_v3_pred_7.pdb,0.44
afm_basic_model_1_multimer_v3_pred_9.pdb,0.438
afm_woTemplates_model_2_multimer_v3_pred_9.pdb,0.437
afm_woTemplates_model_2_multimer_v3_pred_3.pdb,0.435
afm_dropout_full_model_1_multimer_v3_pred_0.pdb,0.432
afm_woTemplates_model_2_multimer_v3_pred_0.pdb,0.431
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_4.pdb,0.427
afm_dropout_full_model_1_multimer_v3_pred_15.pdb,0.425
cf_woTemplates_model_2_multimer_v3_pred_13.pdb,0.425
afm_basic_model_2_multimer_v3_pred_11.pdb,0.423
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_13.pdb,0.422
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_2.pdb,0.42
afm_basic_model_1_multimer_v3_pred_10.pdb,0.416
afm_woTemplates_model_1_multimer_v3_pred_3.pdb,0.416
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_15.pdb,0.416
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_16.pdb,0.412
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_14.pdb,0.409
