model_name,lddt
afm_dropout_full_model_3_multimer_v2_pred_5.pdb,0.765
afm_dropout_full_model_1_multimer_v2_pred_5.pdb,0.762
afm_basic_model_5_multimer_v2_pred_1.pdb,0.762
afm_dropout_full_model_1_multimer_v2_pred_6.pdb,0.762
afm_dropout_full_model_3_multimer_v2_pred_16.pdb,0.762
afm_dropout_full_model_3_multimer_v2_pred_11.pdb,0.762
afm_dropout_full_model_3_multimer_v2_pred_2.pdb,0.762
afm_dropout_full_model_3_multimer_v2_pred_1.pdb,0.761
afm_dropout_full_model_1_multimer_v2_pred_13.pdb,0.761
afm_dropout_full_model_3_multimer_v2_pred_15.pdb,0.761
afm_dropout_full_model_3_multimer_v2_pred_3.pdb,0.761
afm_basic_model_3_multimer_v2_pred_15.pdb,0.76
afm_dropout_full_model_3_multimer_v2_pred_4.pdb,0.76
afm_basic_model_3_multimer_v2_pred_8.pdb,0.76
afm_basic_model_3_multimer_v2_pred_14.pdb,0.76
afm_dropout_full_model_3_multimer_v2_pred_6.pdb,0.76
afm_dropout_full_model_3_multimer_v2_pred_8.pdb,0.76
afm_dropout_full_model_3_multimer_v2_pred_13.pdb,0.759
afm_dropout_full_model_3_multimer_v2_pred_10.pdb,0.759
afm_dropout_full_model_1_multimer_v2_pred_0.pdb,0.758
afm_basic_model_1_multimer_v3_pred_11.pdb,0.758
afm_basic_model_3_multimer_v2_pred_7.pdb,0.758
afm_basic_model_3_multimer_v2_pred_16.pdb,0.758
afm_basic_model_3_multimer_v2_pred_1.pdb,0.758
afm_basic_model_3_multimer_v2_pred_13.pdb,0.758
afm_dropout_full_model_3_multimer_v2_pred_7.pdb,0.758
afm_basic_model_3_multimer_v2_pred_0.pdb,0.758
afm_basic_model_3_multimer_v2_pred_5.pdb,0.758
afm_basic_model_1_multimer_v3_pred_4.pdb,0.757
afm_dropout_full_model_1_multimer_v2_pred_7.pdb,0.757
afm_basic_model_3_multimer_v2_pred_4.pdb,0.757
afm_dropout_full_model_3_multimer_v2_pred_12.pdb,0.757
afm_dropout_full_model_3_multimer_v2_pred_0.pdb,0.757
afm_basic_model_3_multimer_v2_pred_9.pdb,0.757
afm_dropout_full_model_1_multimer_v2_pred_10.pdb,0.757
afm_basic_model_1_multimer_v2_pred_12.pdb,0.757
afm_basic_model_5_multimer_v2_pred_13.pdb,0.757
afm_dropout_full_model_3_multimer_v2_pred_14.pdb,0.757
afm_basic_model_5_multimer_v2_pred_16.pdb,0.757
afm_basic_model_5_multimer_v2_pred_3.pdb,0.756
afm_basic_model_1_multimer_v2_pred_10.pdb,0.756
afm_basic_model_1_multimer_v2_pred_13.pdb,0.756
afm_dropout_full_model_5_multimer_v2_pred_9.pdb,0.756
afm_basic_model_5_multimer_v2_pred_9.pdb,0.756
afm_basic_model_3_multimer_v2_pred_6.pdb,0.756
afm_basic_model_5_multimer_v2_pred_12.pdb,0.756
afm_dropout_full_model_2_multimer_v2_pred_1.pdb,0.756
afm_basic_model_1_multimer_v2_pred_14.pdb,0.756
afm_dropout_full_model_1_multimer_v2_pred_9.pdb,0.756
afm_basic_model_1_multimer_v2_pred_9.pdb,0.756
afm_dropout_full_model_1_multimer_v2_pred_11.pdb,0.755
afm_basic_model_1_multimer_v2_pred_11.pdb,0.755
afm_basic_model_3_multimer_v2_pred_2.pdb,0.755
afm_dropout_full_model_1_multimer_v2_pred_15.pdb,0.755
afm_basic_model_1_multimer_v2_pred_6.pdb,0.755
afm_basic_model_3_multimer_v2_pred_12.pdb,0.755
afm_basic_model_1_multimer_v2_pred_15.pdb,0.755
afm_basic_model_1_multimer_v2_pred_16.pdb,0.755
afm_dropout_full_model_1_multimer_v3_pred_14.pdb,0.755
afm_basic_model_1_multimer_v2_pred_1.pdb,0.755
afm_dropout_full_model_3_multimer_v2_pred_9.pdb,0.755
afm_dropout_full_model_5_multimer_v2_pred_12.pdb,0.755
afm_basic_model_1_multimer_v2_pred_8.pdb,0.755
afm_dropout_full_model_1_multimer_v2_pred_3.pdb,0.755
afm_dropout_full_model_1_multimer_v2_pred_16.pdb,0.755
afm_dropout_full_model_1_multimer_v2_pred_8.pdb,0.755
afm_basic_model_1_multimer_v3_pred_13.pdb,0.755
afm_basic_model_1_multimer_v2_pred_3.pdb,0.755
afm_dropout_full_model_5_multimer_v2_pred_11.pdb,0.755
afm_dropout_full_model_4_multimer_v2_pred_5.pdb,0.754
afm_dropout_full_model_1_multimer_v2_pred_4.pdb,0.754
afm_dropout_full_model_5_multimer_v2_pred_3.pdb,0.754
afm_dropout_full_model_5_multimer_v2_pred_2.pdb,0.754
afm_basic_model_5_multimer_v2_pred_11.pdb,0.754
afm_dropout_full_model_1_multimer_v3_pred_11.pdb,0.754
afm_basic_model_5_multimer_v2_pred_6.pdb,0.754
afm_basic_model_1_multimer_v2_pred_0.pdb,0.754
afm_basic_model_1_multimer_v2_pred_4.pdb,0.753
afm_basic_model_5_multimer_v2_pred_0.pdb,0.753
afm_dropout_full_model_5_multimer_v2_pred_15.pdb,0.753
afm_basic_model_3_multimer_v2_pred_3.pdb,0.753
afm_basic_model_1_multimer_v2_pred_5.pdb,0.753
afm_basic_model_5_multimer_v2_pred_10.pdb,0.753
afm_basic_model_5_multimer_v2_pred_15.pdb,0.752
