model_name,oligo_gdtha
afm_dropout_full_model_5_multimer_v2_pred_2.pdb,0.493
afm_dropout_full_model_1_multimer_v2_pred_0.pdb,0.492
afm_dropout_full_model_5_multimer_v2_pred_1.pdb,0.492
afm_dropout_full_model_5_multimer_v2_pred_12.pdb,0.491
afm_dropout_full_model_5_multimer_v2_pred_6.pdb,0.49
afm_dropout_full_model_1_multimer_v2_pred_10.pdb,0.49
afm_dropout_full_model_1_multimer_v2_pred_5.pdb,0.489
afm_dropout_full_model_1_multimer_v2_pred_16.pdb,0.489
afm_dropout_full_model_5_multimer_v2_pred_15.pdb,0.486
afm_dropout_full_model_5_multimer_v2_pred_3.pdb,0.484
afm_dropout_full_model_1_multimer_v2_pred_9.pdb,0.484
afm_basic_model_5_multimer_v2_pred_3.pdb,0.483
afm_dropout_full_model_5_multimer_v2_pred_7.pdb,0.483
afm_dropout_full_model_5_multimer_v2_pred_5.pdb,0.483
afm_dropout_full_model_3_multimer_v2_pred_7.pdb,0.483
afm_dropout_full_model_1_multimer_v2_pred_4.pdb,0.482
afm_dropout_full_model_1_multimer_v2_pred_6.pdb,0.482
afm_dropout_full_model_1_multimer_v2_pred_13.pdb,0.482
afm_dropout_full_model_5_multimer_v2_pred_13.pdb,0.482
afm_dropout_full_model_5_multimer_v2_pred_14.pdb,0.482
afm_dropout_full_model_1_multimer_v2_pred_3.pdb,0.482
afm_dropout_full_model_1_multimer_v2_pred_8.pdb,0.482
afm_dropout_full_model_5_multimer_v2_pred_0.pdb,0.481
afm_basic_model_5_multimer_v2_pred_5.pdb,0.481
afm_dropout_full_model_5_multimer_v2_pred_16.pdb,0.481
afm_dropout_full_model_5_multimer_v2_pred_9.pdb,0.48
afm_basic_model_5_multimer_v2_pred_1.pdb,0.48
afm_basic_model_5_multimer_v2_pred_0.pdb,0.48
afm_basic_model_5_multimer_v2_pred_9.pdb,0.479
afm_dropout_full_model_3_multimer_v2_pred_3.pdb,0.479
afm_dropout_full_model_5_multimer_v2_pred_4.pdb,0.479
afm_basic_model_1_multimer_v2_pred_13.pdb,0.478
afm_basic_model_5_multimer_v2_pred_11.pdb,0.478
afm_dropout_full_model_1_multimer_v2_pred_14.pdb,0.478
afm_dropout_full_model_5_multimer_v2_pred_8.pdb,0.478
afm_basic_model_5_multimer_v2_pred_6.pdb,0.478
afm_dropout_full_model_1_multimer_v2_pred_2.pdb,0.478
afm_dropout_full_model_1_multimer_v2_pred_7.pdb,0.477
afm_basic_model_1_multimer_v2_pred_6.pdb,0.477
afm_basic_model_1_multimer_v2_pred_16.pdb,0.477
afm_basic_model_5_multimer_v2_pred_12.pdb,0.477
afm_basic_model_5_multimer_v2_pred_10.pdb,0.477
afm_basic_model_1_multimer_v2_pred_2.pdb,0.477
afm_dropout_full_model_3_multimer_v2_pred_6.pdb,0.477
afm_dropout_full_model_5_multimer_v2_pred_11.pdb,0.477
afm_dropout_full_model_3_multimer_v2_pred_11.pdb,0.477
