model_name,rmsd
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_2.pdb,77.006
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_4.pdb,76.869
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_12.pdb,74.811
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_0.pdb,74.718
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_14.pdb,74.707
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_9.pdb,74.462
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_3.pdb,73.302
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_10.pdb,73.2
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_5.pdb,72.05
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_13.pdb,72.022
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_8.pdb,71.815
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_1.pdb,70.817
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_6.pdb,69.976
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_7.pdb,69.483
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_16.pdb,68.181
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_15.pdb,67.79
afm_dropout_full_woTemplates_r3_model_1_multimer_v2_pred_15.pdb,67.728
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_11.pdb,66.593
afm_dropout_full_woTemplates_r3_model_1_multimer_v2_pred_16.pdb,65.865
afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_1.pdb,65.781
afm_dropout_full_woTemplates_r3_model_1_multimer_v2_pred_2.pdb,65.435
afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_14.pdb,65.259
afm_dropout_full_woTemplates_r3_model_1_multimer_v2_pred_0.pdb,65.213
afm_dropout_full_woTemplates_r3_model_1_multimer_v2_pred_6.pdb,64.893
afm_dropout_full_woTemplates_r3_model_1_multimer_v2_pred_7.pdb,64.053
afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_11.pdb,64.022
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_14.pdb,63.516
cf_woTemplates_model_1_multimer_v2_pred_12.pdb,63.235
afm_dropout_full_woTemplates_r3_model_1_multimer_v2_pred_4.pdb,62.841
afm_dropout_full_woTemplates_r3_model_1_multimer_v2_pred_13.pdb,62.79
cf_woTemplates_model_1_multimer_v2_pred_13.pdb,62.776
cf_woTemplates_model_1_multimer_v2_pred_7.pdb,62.552
cf_woTemplates_model_1_multimer_v2_pred_15.pdb,62.506
afm_dropout_full_woTemplates_r3_model_1_multimer_v2_pred_8.pdb,62.264
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_5.pdb,62.226
afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_13.pdb,62.04
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_4.pdb,62.03
afm_dropout_full_woTemplates_r3_model_1_multimer_v2_pred_14.pdb,61.889
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_5.pdb,61.759
afm_dropout_full_woTemplates_r3_model_1_multimer_v2_pred_3.pdb,61.592
cf_woTemplates_model_1_multimer_v2_pred_11.pdb,61.513
afm_dropout_full_woTemplates_r3_model_1_multimer_v2_pred_11.pdb,61.316
cf_woTemplates_model_1_multimer_v2_pred_4.pdb,61.269
