model_name,lddt
cf_woTemplates_model_5_ptm_pred_123.pdb,0.858
cf_dropout_full_woTemplates_model_2_ptm_pred_198.pdb,0.857
cf_dropout_full_woTemplates_model_2_ptm_pred_71.pdb,0.856
cf_dropout_full_woTemplates_model_5_ptm_pred_52.pdb,0.856
cf_dropout_full_woTemplates_model_2_ptm_pred_186.pdb,0.856
cf_dropout_full_woTemplates_model_5_ptm_pred_3.pdb,0.856
cf_dropout_full_woTemplates_model_5_ptm_pred_122.pdb,0.856
cf_woTemplates_model_5_ptm_pred_77.pdb,0.856
cf_dropout_full_woTemplates_model_5_ptm_pred_74.pdb,0.855
cf_dropout_full_woTemplates_model_2_ptm_pred_113.pdb,0.855
cf_woTemplates_model_2_ptm_pred_147.pdb,0.855
cf_woTemplates_model_5_ptm_pred_30.pdb,0.855
cf_woTemplates_model_2_ptm_pred_178.pdb,0.855
cf_dropout_full_woTemplates_model_2_ptm_pred_183.pdb,0.855
cf_dropout_full_woTemplates_model_5_ptm_pred_115.pdb,0.855
cf_dropout_full_woTemplates_model_2_ptm_pred_24.pdb,0.855
cf_woTemplates_model_5_ptm_pred_84.pdb,0.855
cf_dropout_full_woTemplates_model_5_ptm_pred_116.pdb,0.855
cf_dropout_full_woTemplates_model_2_ptm_pred_163.pdb,0.855
cf_woTemplates_model_2_ptm_pred_116.pdb,0.855
cf_woTemplates_model_2_ptm_pred_124.pdb,0.855
cf_dropout_full_woTemplates_model_5_ptm_pred_47.pdb,0.855
cf_dropout_full_woTemplates_model_5_ptm_pred_172.pdb,0.855
cf_woTemplates_model_5_ptm_pred_174.pdb,0.855
cf_dropout_full_woTemplates_model_2_ptm_pred_170.pdb,0.855
cf_dropout_full_woTemplates_model_5_ptm_pred_92.pdb,0.855
cf_dropout_full_woTemplates_model_2_ptm_pred_149.pdb,0.854
cf_woTemplates_model_2_ptm_pred_180.pdb,0.854
cf_dropout_full_woTemplates_model_2_ptm_pred_191.pdb,0.854
cf_dropout_full_woTemplates_model_5_ptm_pred_61.pdb,0.854
cf_dropout_full_woTemplates_model_5_ptm_pred_41.pdb,0.854
cf_dropout_full_woTemplates_model_2_ptm_pred_128.pdb,0.854
cf_dropout_full_woTemplates_model_2_ptm_pred_125.pdb,0.854
cf_dropout_full_woTemplates_model_2_ptm_pred_178.pdb,0.854
cf_dropout_full_woTemplates_model_5_ptm_pred_198.pdb,0.854
cf_dropout_full_woTemplates_model_2_ptm_pred_53.pdb,0.854
cf_woTemplates_model_2_ptm_pred_35.pdb,0.854
cf_dropout_full_woTemplates_model_5_ptm_pred_121.pdb,0.854
cf_woTemplates_model_2_ptm_pred_164.pdb,0.854
cf_woTemplates_model_2_ptm_pred_108.pdb,0.854
cf_dropout_full_woTemplates_model_2_ptm_pred_82.pdb,0.854
cf_dropout_full_woTemplates_model_2_ptm_pred_141.pdb,0.854
cf_dropout_full_woTemplates_model_2_ptm_pred_167.pdb,0.854
