model_name,oligo_gdtts
afm_dropout_full_woTemplates_model_5_ptm_pred_191.pdb,0.925
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_155.pdb,0.923
afm_dropout_noSM_woTemplates_model_3_ptm_pred_15.pdb,0.919
cf_dropout_full_woTemplates_model_5_ptm_pred_3.pdb,0.919
afm_dropout_full_model_3_ptm_pred_118.pdb,0.919
afm_dropout_noSM_woTemplates_model_4_ptm_pred_106.pdb,0.918
afm_dropout_full_model_3_ptm_pred_125.pdb,0.915
cf_dropout_full_woTemplates_model_5_ptm_pred_115.pdb,0.915
afm_dropout_full_woTemplates_model_4_ptm_pred_68.pdb,0.915
afm_dropout_full_woTemplates_model_3_ptm_pred_147.pdb,0.915
cf_dropout_full_woTemplates_model_5_ptm_pred_47.pdb,0.915
afm_dropout_full_model_4_ptm_pred_151.pdb,0.914
afm_basic_model_5_ptm_pred_159.pdb,0.914
afm_dropout_noSM_woTemplates_model_4_ptm_pred_45.pdb,0.914
afm_dropout_full_woTemplates_model_3_ptm_pred_84.pdb,0.913
afm_dropout_full_model_4_ptm_pred_183.pdb,0.913
afm_dropout_noSM_woTemplates_model_3_ptm_pred_200.pdb,0.913
afm_dropout_full_model_4_ptm_pred_187.pdb,0.913
afm_dropout_noSM_woTemplates_model_4_ptm_pred_22.pdb,0.913
afm_dropout_full_model_4_ptm_pred_99.pdb,0.913
cf_dropout_full_woTemplates_model_5_ptm_pred_74.pdb,0.912
afm_basic_model_5_ptm_pred_83.pdb,0.912
afm_dropout_full_woTemplates_model_4_ptm_pred_51.pdb,0.912
afm_dropout_full_woTemplates_model_5_ptm_pred_158.pdb,0.912
cf_dropout_full_woTemplates_model_2_ptm_pred_163.pdb,0.912
cf_dropout_full_woTemplates_model_2_ptm_pred_198.pdb,0.912
afm_dropout_full_model_4_ptm_pred_121.pdb,0.912
afm_dropout_noSM_woTemplates_model_4_ptm_pred_48.pdb,0.912
afm_dropout_noSM_woTemplates_model_3_ptm_pred_5.pdb,0.911
afm_dropout_noSM_woTemplates_model_4_ptm_pred_49.pdb,0.911
afm_dropout_full_model_4_ptm_pred_161.pdb,0.911
afm_dropout_full_model_4_ptm_pred_56.pdb,0.911
cf_dropout_full_woTemplates_model_5_ptm_pred_172.pdb,0.911
afm_dropout_full_model_3_ptm_pred_9.pdb,0.91
afm_dropout_noSM_woTemplates_model_4_ptm_pred_89.pdb,0.91
afm_dropout_full_woTemplates_model_3_ptm_pred_108.pdb,0.91
afm_dropout_full_model_3_ptm_pred_192.pdb,0.91
afm_dropout_full_model_5_ptm_pred_39.pdb,0.909
afm_dropout_full_woTemplates_model_4_ptm_pred_54.pdb,0.909
afm_dropout_full_woTemplates_model_3_ptm_pred_161.pdb,0.909
afm_dropout_full_model_3_ptm_pred_167.pdb,0.909
afm_dropout_full_model_5_ptm_pred_184.pdb,0.909
afm_dropout_noSM_woTemplates_model_4_ptm_pred_96.pdb,0.909
afm_dropout_full_woTemplates_model_4_ptm_pred_31.pdb,0.909
afm_dropout_noSM_woTemplates_model_3_ptm_pred_12.pdb,0.909
afm_dropout_full_woTemplates_model_4_ptm_pred_80.pdb,0.909
afm_dropout_noSM_woTemplates_model_4_ptm_pred_200.pdb,0.908
afm_dropout_full_model_4_ptm_pred_181.pdb,0.908
afm_dropout_full_woTemplates_model_4_ptm_pred_99.pdb,0.908
afm_dropout_full_woTemplates_model_3_ptm_pred_28.pdb,0.908
afm_dropout_full_woTemplates_model_5_ptm_pred_128.pdb,0.908
afm_dropout_full_model_3_ptm_pred_98.pdb,0.908
afm_dropout_noSM_woTemplates_model_4_ptm_pred_23.pdb,0.908
cf_dropout_full_woTemplates_model_5_ptm_pred_168.pdb,0.908
afm_dropout_noSM_woTemplates_model_4_ptm_pred_99.pdb,0.908
