model_name,oligo_gdtha
afm_dropout_full_woTemplates_model_5_ptm_pred_191.pdb,0.747
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_155.pdb,0.747
cf_dropout_full_woTemplates_model_5_ptm_pred_3.pdb,0.738
afm_dropout_full_woTemplates_model_4_ptm_pred_68.pdb,0.734
afm_dropout_noSM_woTemplates_model_4_ptm_pred_106.pdb,0.734
cf_dropout_full_woTemplates_model_5_ptm_pred_47.pdb,0.734
afm_dropout_noSM_woTemplates_model_3_ptm_pred_15.pdb,0.733
afm_dropout_full_model_3_ptm_pred_125.pdb,0.733
afm_basic_model_5_ptm_pred_159.pdb,0.733
afm_dropout_full_model_4_ptm_pred_151.pdb,0.732
afm_dropout_full_model_4_ptm_pred_183.pdb,0.732
afm_dropout_noSM_woTemplates_model_4_ptm_pred_45.pdb,0.732
afm_dropout_full_model_4_ptm_pred_181.pdb,0.731
afm_dropout_full_woTemplates_model_5_ptm_pred_128.pdb,0.731
cf_dropout_full_woTemplates_model_5_ptm_pred_115.pdb,0.731
afm_dropout_full_model_3_ptm_pred_118.pdb,0.731
afm_dropout_full_model_4_ptm_pred_187.pdb,0.731
afm_dropout_noSM_woTemplates_model_4_ptm_pred_22.pdb,0.731
cf_dropout_full_woTemplates_model_5_ptm_pred_122.pdb,0.731
afm_dropout_full_model_5_ptm_pred_184.pdb,0.73
cf_dropout_full_woTemplates_model_5_ptm_pred_172.pdb,0.73
cf_dropout_full_woTemplates_model_5_ptm_pred_74.pdb,0.729
afm_dropout_full_woTemplates_model_3_ptm_pred_84.pdb,0.729
afm_dropout_full_woTemplates_model_4_ptm_pred_51.pdb,0.729
cf_dropout_full_woTemplates_model_5_ptm_pred_200.pdb,0.729
afm_dropout_full_woTemplates_model_5_ptm_pred_48.pdb,0.729
cf_dropout_full_woTemplates_model_2_ptm_pred_163.pdb,0.729
afm_basic_model_5_ptm_pred_83.pdb,0.728
afm_dropout_noSM_woTemplates_model_4_ptm_pred_89.pdb,0.728
afm_dropout_noSM_woTemplates_model_3_ptm_pred_200.pdb,0.728
afm_dropout_full_model_3_ptm_pred_167.pdb,0.728
afm_dropout_noSM_woTemplates_model_4_ptm_pred_49.pdb,0.728
cf_dropout_full_woTemplates_model_5_ptm_pred_116.pdb,0.728
afm_dropout_noSM_woTemplates_model_4_ptm_pred_48.pdb,0.728
cf_dropout_full_woTemplates_model_5_ptm_pred_52.pdb,0.727
afm_dropout_full_woTemplates_model_4_ptm_pred_54.pdb,0.727
afm_dropout_full_woTemplates_model_5_ptm_pred_158.pdb,0.727
afm_dropout_noSM_woTemplates_model_4_ptm_pred_99.pdb,0.727
afm_dropout_full_model_4_ptm_pred_161.pdb,0.727
afm_dropout_noSM_woTemplates_model_4_ptm_pred_51.pdb,0.727
afm_dropout_full_model_4_ptm_pred_121.pdb,0.727
afm_dropout_full_model_4_ptm_pred_99.pdb,0.727
afm_dropout_full_woTemplates_model_3_ptm_pred_147.pdb,0.726
afm_dropout_full_model_3_ptm_pred_192.pdb,0.726
afm_dropout_noSM_woTemplates_model_4_ptm_pred_96.pdb,0.726
afm_dropout_full_woTemplates_model_4_ptm_pred_80.pdb,0.726
afm_dropout_full_woTemplates_model_4_ptm_pred_0.pdb,0.725
afm_dropout_full_woTemplates_model_4_ptm_pred_99.pdb,0.725
afm_dropout_noSM_woTemplates_model_4_ptm_pred_163.pdb,0.725
afm_dropout_noSM_woTemplates_model_4_ptm_pred_111.pdb,0.725
afm_woTemplates_model_5_ptm_pred_11.pdb,0.725
afm_dropout_noSM_woTemplates_model_4_ptm_pred_157.pdb,0.725
cf_dropout_full_woTemplates_model_2_ptm_pred_198.pdb,0.725
afm_dropout_full_woTemplates_model_4_ptm_pred_31.pdb,0.725
afm_basic_model_5_ptm_pred_70.pdb,0.725
afm_woTemplates_model_4_ptm_pred_10.pdb,0.725
afm_dropout_noSM_woTemplates_model_4_ptm_pred_200.pdb,0.724
afm_dropout_full_model_5_ptm_pred_131.pdb,0.724
afm_dropout_full_model_3_ptm_pred_9.pdb,0.724
afm_dropout_full_model_5_ptm_pred_39.pdb,0.724
afm_basic_model_5_ptm_pred_132.pdb,0.724
afm_dropout_full_woTemplates_model_3_ptm_pred_161.pdb,0.724
afm_dropout_noSM_woTemplates_model_4_ptm_pred_23.pdb,0.724
afm_woTemplates_model_4_ptm_pred_39.pdb,0.724
afm_dropout_full_woTemplates_model_4_ptm_pred_126.pdb,0.723
afm_dropout_full_model_4_ptm_pred_72.pdb,0.723
afm_dropout_noSM_woTemplates_model_4_ptm_pred_134.pdb,0.723
afm_dropout_full_woTemplates_model_4_ptm_pred_138.pdb,0.723
cf_dropout_full_woTemplates_model_5_ptm_pred_41.pdb,0.723
afm_dropout_full_woTemplates_model_3_ptm_pred_28.pdb,0.723
afm_dropout_full_model_3_ptm_pred_129.pdb,0.723
afm_dropout_noSM_woTemplates_model_3_ptm_pred_5.pdb,0.723
afm_dropout_noSM_woTemplates_model_4_ptm_pred_102.pdb,0.723
afm_dropout_full_woTemplates_model_4_ptm_pred_87.pdb,0.723
afm_dropout_full_model_4_ptm_pred_55.pdb,0.723
cf_dropout_full_woTemplates_model_5_ptm_pred_168.pdb,0.723
afm_dropout_noSM_woTemplates_model_3_ptm_pred_12.pdb,0.723
afm_dropout_full_model_4_ptm_pred_56.pdb,0.723
afm_dropout_full_woTemplates_model_4_ptm_pred_198.pdb,0.723
cf_dropout_full_woTemplates_model_5_ptm_pred_30.pdb,0.722
afm_woTemplates_model_2_ptm_pred_77.pdb,0.722
afm_dropout_full_model_4_ptm_pred_126.pdb,0.722
cf_dropout_full_woTemplates_model_5_ptm_pred_62.pdb,0.722
afm_dropout_full_model_3_ptm_pred_98.pdb,0.722
cf_dropout_full_woTemplates_model_5_ptm_pred_82.pdb,0.722
afm_dropout_noSM_woTemplates_model_4_ptm_pred_74.pdb,0.722
afm_dropout_full_woTemplates_model_3_ptm_pred_176.pdb,0.722
afm_dropout_noSM_woTemplates_model_4_ptm_pred_133.pdb,0.722
afm_dropout_full_woTemplates_model_2_ptm_pred_76.pdb,0.722
cf_dropout_full_woTemplates_model_5_ptm_pred_46.pdb,0.722
afm_dropout_noSM_woTemplates_model_4_ptm_pred_135.pdb,0.722
afm_dropout_full_woTemplates_model_3_ptm_pred_108.pdb,0.722
afm_dropout_full_model_4_ptm_pred_65.pdb,0.722
afm_woTemplates_model_4_ptm_pred_197.pdb,0.722
afm_dropout_full_woTemplates_model_4_ptm_pred_59.pdb,0.722
afm_dropout_full_woTemplates_model_4_ptm_pred_57.pdb,0.722
afm_dropout_noSM_woTemplates_model_4_ptm_pred_122.pdb,0.721
afm_dropout_full_woTemplates_model_4_ptm_pred_95.pdb,0.721
afm_dropout_noSM_woTemplates_model_4_ptm_pred_69.pdb,0.721
afm_dropout_full_model_4_ptm_pred_9.pdb,0.721
cf_dropout_full_woTemplates_model_5_ptm_pred_61.pdb,0.721
afm_dropout_full_model_3_ptm_pred_90.pdb,0.721
afm_dropout_full_model_4_ptm_pred_94.pdb,0.721
afm_basic_model_4_ptm_pred_118.pdb,0.721
afm_dropout_full_model_4_ptm_pred_194.pdb,0.721
afm_basic_model_5_ptm_pred_99.pdb,0.721
afm_dropout_noSM_woTemplates_model_3_ptm_pred_130.pdb,0.721
afm_dropout_full_model_4_ptm_pred_44.pdb,0.721
afm_dropout_noSM_woTemplates_model_4_ptm_pred_128.pdb,0.721
afm_dropout_noSM_woTemplates_model_4_ptm_pred_88.pdb,0.721
afm_woTemplates_model_4_ptm_pred_64.pdb,0.721
afm_dropout_noSM_woTemplates_model_4_ptm_pred_189.pdb,0.721
afm_dropout_full_woTemplates_model_4_ptm_pred_65.pdb,0.721
afm_dropout_full_model_4_ptm_pred_33.pdb,0.721
afm_dropout_full_model_3_ptm_pred_137.pdb,0.72
afm_dropout_full_model_4_ptm_pred_173.pdb,0.72
afm_woTemplates_model_4_ptm_pred_37.pdb,0.72
afm_dropout_full_model_3_ptm_pred_182.pdb,0.72
afm_dropout_full_model_4_ptm_pred_109.pdb,0.72
afm_dropout_full_model_4_ptm_pred_179.pdb,0.72
cf_dropout_full_woTemplates_model_3_ptm_pred_81.pdb,0.72
cf_woTemplates_model_4_ptm_pred_88.pdb,0.72
afm_woTemplates_model_2_ptm_pred_138.pdb,0.72
afm_dropout_noSM_woTemplates_model_4_ptm_pred_30.pdb,0.72
afm_dropout_full_model_4_ptm_pred_68.pdb,0.72
afm_dropout_noSM_woTemplates_model_4_ptm_pred_196.pdb,0.72
afm_dropout_full_woTemplates_model_4_ptm_pred_64.pdb,0.72
afm_dropout_full_woTemplates_model_4_ptm_pred_25.pdb,0.72
afm_dropout_noSM_woTemplates_model_4_ptm_pred_42.pdb,0.72
cf_woTemplates_model_5_ptm_pred_84.pdb,0.72
afm_woTemplates_model_2_ptm_pred_67.pdb,0.72
afm_basic_model_5_ptm_pred_195.pdb,0.72
cf_dropout_full_woTemplates_model_5_ptm_pred_56.pdb,0.72
afm_dropout_noSM_woTemplates_model_3_ptm_pred_92.pdb,0.72
afm_basic_model_4_ptm_pred_23.pdb,0.72
afm_dropout_noSM_woTemplates_model_3_ptm_pred_182.pdb,0.72
afm_woTemplates_model_4_ptm_pred_1.pdb,0.72
afm_dropout_full_model_3_ptm_pred_147.pdb,0.72
afm_dropout_noSM_woTemplates_model_5_ptm_pred_184.pdb,0.72
afm_dropout_full_model_4_ptm_pred_0.pdb,0.719
afm_dropout_full_model_4_ptm_pred_23.pdb,0.719
afm_woTemplates_model_4_ptm_pred_152.pdb,0.719
afm_dropout_full_model_4_ptm_pred_26.pdb,0.719
