model_name,tm_score
cf_dropout_full_woTemplates_model_5_ptm_pred_3.pdb,0.978
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_155.pdb,0.977
cf_dropout_full_woTemplates_model_5_ptm_pred_74.pdb,0.976
cf_dropout_full_woTemplates_model_5_ptm_pred_115.pdb,0.976
cf_dropout_full_woTemplates_model_5_ptm_pred_168.pdb,0.976
cf_dropout_full_woTemplates_model_5_ptm_pred_122.pdb,0.976
cf_dropout_full_woTemplates_model_5_ptm_pred_30.pdb,0.975
afm_dropout_full_woTemplates_model_5_ptm_pred_191.pdb,0.975
cf_dropout_full_woTemplates_model_5_ptm_pred_41.pdb,0.975
cf_dropout_full_woTemplates_model_5_ptm_pred_62.pdb,0.975
cf_dropout_full_woTemplates_model_5_ptm_pred_200.pdb,0.975
afm_dropout_full_woTemplates_model_2_ptm_pred_76.pdb,0.975
cf_dropout_full_woTemplates_model_5_ptm_pred_46.pdb,0.975
cf_dropout_full_woTemplates_model_2_ptm_pred_163.pdb,0.975
cf_dropout_full_woTemplates_model_2_ptm_pred_198.pdb,0.975
cf_dropout_full_woTemplates_model_5_ptm_pred_47.pdb,0.975
cf_dropout_full_woTemplates_model_5_ptm_pred_172.pdb,0.975
cf_dropout_full_woTemplates_model_5_ptm_pred_12.pdb,0.974
cf_dropout_full_woTemplates_model_5_ptm_pred_173.pdb,0.974
afm_dropout_noSM_woTemplates_model_4_ptm_pred_89.pdb,0.974
cf_dropout_full_woTemplates_model_5_ptm_pred_82.pdb,0.974
afm_dropout_full_model_4_ptm_pred_183.pdb,0.974
afm_dropout_full_model_5_ptm_pred_80.pdb,0.974
cf_dropout_full_woTemplates_model_5_ptm_pred_56.pdb,0.974
afm_dropout_noSM_woTemplates_model_4_ptm_pred_22.pdb,0.974
afm_dropout_noSM_woTemplates_model_4_ptm_pred_106.pdb,0.974
cf_dropout_full_woTemplates_model_5_ptm_pred_116.pdb,0.974
afm_basic_model_5_ptm_pred_70.pdb,0.974
afm_dropout_full_model_4_ptm_pred_99.pdb,0.974
afm_dropout_noSM_woTemplates_model_4_ptm_pred_200.pdb,0.973
afm_dropout_full_woTemplates_model_4_ptm_pred_0.pdb,0.973
afm_woTemplates_model_4_ptm_pred_4.pdb,0.973
afm_dropout_full_woTemplates_model_4_ptm_pred_95.pdb,0.973
cf_dropout_full_woTemplates_model_5_ptm_pred_163.pdb,0.973
afm_basic_model_5_ptm_pred_83.pdb,0.973
