model_name,oligo_gdtha
cf_dropout_full_woTemplates_model_2_ptm_pred_30.pdb,0.784
cf_dropout_full_woTemplates_model_3_ptm_pred_20.pdb,0.783
cf_dropout_full_woTemplates_model_3_ptm_pred_178.pdb,0.777
cf_dropout_full_woTemplates_model_1_ptm_pred_28.pdb,0.776
cf_dropout_full_woTemplates_model_3_ptm_pred_136.pdb,0.776
cf_dropout_full_woTemplates_model_3_ptm_pred_71.pdb,0.776
cf_dropout_full_woTemplates_model_3_ptm_pred_177.pdb,0.776
cf_dropout_full_woTemplates_model_3_ptm_pred_112.pdb,0.775
cf_dropout_full_woTemplates_model_3_ptm_pred_102.pdb,0.775
cf_dropout_full_woTemplates_model_1_ptm_pred_182.pdb,0.775
cf_dropout_full_woTemplates_model_3_ptm_pred_84.pdb,0.775
cf_dropout_full_woTemplates_model_3_ptm_pred_156.pdb,0.774
cf_dropout_full_woTemplates_model_3_ptm_pred_107.pdb,0.774
cf_woTemplates_model_3_ptm_pred_80.pdb,0.774
cf_dropout_full_woTemplates_model_3_ptm_pred_94.pdb,0.774
cf_dropout_full_woTemplates_model_4_ptm_pred_196.pdb,0.774
cf_dropout_full_woTemplates_model_3_ptm_pred_23.pdb,0.774
cf_dropout_full_woTemplates_model_3_ptm_pred_33.pdb,0.774
cf_dropout_full_woTemplates_model_4_ptm_pred_26.pdb,0.773
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_140.pdb,0.773
cf_woTemplates_model_3_ptm_pred_199.pdb,0.773
cf_dropout_full_woTemplates_model_3_ptm_pred_123.pdb,0.773
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_13.pdb,0.773
cf_dropout_full_woTemplates_model_3_ptm_pred_172.pdb,0.773
cf_dropout_full_woTemplates_model_1_ptm_pred_145.pdb,0.773
cf_dropout_full_woTemplates_model_3_ptm_pred_188.pdb,0.773
cf_dropout_full_woTemplates_model_1_ptm_pred_105.pdb,0.773
cf_woTemplates_model_3_ptm_pred_51.pdb,0.773
cf_dropout_full_woTemplates_model_3_ptm_pred_184.pdb,0.773
cf_dropout_full_woTemplates_model_3_ptm_pred_183.pdb,0.773
cf_dropout_full_woTemplates_model_3_ptm_pred_30.pdb,0.773
cf_dropout_full_woTemplates_model_3_ptm_pred_189.pdb,0.773
cf_dropout_full_woTemplates_model_3_ptm_pred_117.pdb,0.773
cf_woTemplates_model_3_ptm_pred_23.pdb,0.773
afm_dropout_full_model_1_ptm_pred_94.pdb,0.773
afm_dropout_full_model_1_ptm_pred_57.pdb,0.773
cf_dropout_full_woTemplates_model_3_ptm_pred_181.pdb,0.773
cf_dropout_full_woTemplates_model_3_ptm_pred_21.pdb,0.773
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_173.pdb,0.773
cf_woTemplates_model_3_ptm_pred_66.pdb,0.773
cf_dropout_full_woTemplates_model_3_ptm_pred_0.pdb,0.772
cf_woTemplates_model_3_ptm_pred_85.pdb,0.772
cf_dropout_full_woTemplates_model_3_ptm_pred_132.pdb,0.772
cf_woTemplates_model_3_ptm_pred_128.pdb,0.772
cf_dropout_full_woTemplates_model_2_ptm_pred_41.pdb,0.772
cf_woTemplates_model_3_ptm_pred_14.pdb,0.772
cf_dropout_full_woTemplates_model_3_ptm_pred_169.pdb,0.772
cf_dropout_full_woTemplates_model_2_ptm_pred_76.pdb,0.772
