group,weighted_penalty
QA188_2,0.43560318285089483
QAptm_2,0.0022431642977404588
QA331_2,0.5596088690289288
QA425_2,0.0020933037821567334
QA110_2,0.0011758956720404445
QA314_2,0.00031449913703078167
QA050_2,1.0
QAmean_plddt_2,0.0014595980671447447
QA122_2,0.6936140176870547
QA476_2,0.6363256783166729
QA443_2,0.6342221416354417
QA319_2,0.6284198915259493
QA148_2,0.5918909773890857
QA029_2,0.8174811012572828
QAiptm+ptm_2,0.21278243343862518
QA212_2,0.9211227894211105
QA273_2,0.8004542320166053
QAiptm_2,0.21278243343862518
QA312_2,0.9223973562837319
QA164_2,0.0
QA345_2,0.0009765533199125674
QA264_2,0.0015067176421907282
QA393_2,0.9694026423375542
QA051_2,0.1474144190318481
