group,weighted_penalty
QA051_2,0.6417228815108823
QA393_2,0.8972538768162264
QA264_2,0.11671690259878445
QA345_2,0.6503076054467231
QA164_2,0.9256099291703188
QA312_2,0.50766701088503
QA212_2,0.8840527282878874
QA273_2,0.9852859016012172
QAmean_plddt_2,0.655962356889266
QAiptm_2,0.49873700613993255
QAiptm+ptm_2,0.49873700613993255
QA029_2,0.9664547908694013
QA148_2,0.006645609804446183
QA319_2,0.9658594998383652
QA443_2,0.7056511720208204
QA476_2,0.6834272778972122
QA122_2,0.7748360357950317
QA050_2,0.8735625237110153
QA110_2,0.0
QA314_2,1.0
QA331_2,0.4716522661557066
QA425_2,0.4535112825153896
QA188_2,0.5787787950476388
QAptm_2,0.47271958858956215
