group,weighted_penalty
QA443_2,0.00737388681447947
QA319_2,0.037762080930133765
QA122_2,0.022716955331372073
QA476_2,0.00928425130780069
QA425_2,0.2254719286638615
QA331_2,0.23288738465615721
QA314_2,0.0477321698327106
QA110_2,0.1977724617673671
QA050_2,0.005640127115824942
QAiptm_2,0.1250549650844966
QA188_2,0.02640716592011311
QAptm_2,0.11727116520723078
QA393_2,0.055022613158499475
QA051_2,0.1494223061420276
QA164_2,0.0
QA345_2,0.040038324944434496
QA264_2,0.048524901427688456
QAmean_plddt_2,0.10919556731071756
QAiptm+ptm_2,0.12291989958301755
QA212_2,1.0
QA273_2,0.22602177429813095
QA312_2,0.021839289577968244
QA148_2,0.04236742586300566
QA029_2,0.021894724803050557
