group,weighted_penalty
QA050_2,0.03410647351188509
QA425_2,0.03249986076689085
QA331_2,0.9011467306013405
QA314_2,0.007156666613756786
QA110_2,0.49241888672272177
QAptm_2,0.0
QA188_2,0.013478362919620705
QA443_2,1.0
QA319_2,0.03249986076689085
QAiptm+ptm_2,0.015428604392075823
QA122_2,1.0
QA476_2,0.01993904381064382
QA273_2,1.0
QA212_2,0.001630071108641432
QA312_2,0.01024670110976887
QA148_2,0.006581645169231706
QA051_2,0.03249986076689085
QA393_2,0.007252457442687431
QAiptm_2,0.015428604392075823
QAmean_plddt_2,0.0018822310908618762
QA264_2,0.008198230998553085
QA164_2,0.01638276742366258
QA345_2,0.03249986076689085
