group,weighted_penalty
QA212_2,0.788380804546187
QA273_2,1.0
QA312_2,0.8069087391526996
QA148_2,0.8084775756497459
QA029_2,0.46381701521396385
QA393_2,0.7839400716397219
QA051_2,0.6663455818587621
QA164_2,0.0030816594186900857
QA345_2,0.7780331932395921
QAiptm+ptm_2,0.00562617614020029
QA264_2,0.7555183108802346
QA331_2,0.6663455818587621
QA425_2,0.817901134949076
QA110_2,0.0
QA314_2,0.9043125125220084
QA050_2,0.5918763074746936
QAmean_plddt_2,0.6583165401174897
QA188_2,0.7034881214812251
QAptm_2,0.6319117814127805
QA443_2,0.7808280643820812
QA319_2,0.7642759222477195
QA122_2,0.783468891844502
QA476_2,0.7758291520038372
QAiptm_2,0.00562617614020029
