group,weighted_penalty
QA476_2,0.0
QAmean_plddt_2,0.4471478854100736
QA319_2,0.7304979332623363
QAptm_2,0.6191867973376847
QA188_2,0.06710681431531978
QA050_2,1.0
QA425_2,0.24306125256977765
QA331_2,0.6423118783201361
QA314_2,0.7504455640423193
QA110_2,0.11998528283642718
QA264_2,0.10012914273108277
QA164_2,0.47519551152806755
QA345_2,0.47687402111017013
QA051_2,0.5241966023483623
QAiptm_2,0.004420503858060368
QA393_2,0.10012914273108277
QAiptm+ptm_2,0.004715305942970784
QA148_2,0.4297716674280661
QA029_2,0.5956294904981035
QA212_2,0.3962492906354327
QA312_2,0.46786294490059693
