group,weighted_penalty
QA029_2,0.31919004912107574
QA148_2,0.11331031010417872
QA312_2,0.1340005538319861
QA273_2,0.07515080909918463
QA212_2,1.0
QAmean_plddt_2,0.0
QA264_2,0.11838116761372872
QA345_2,0.06150827087814019
QA164_2,0.08983784642260963
QA051_2,0.29241542087563016
QA393_2,0.11331031010417872
QAiptm+ptm_2,0.07515080909918463
QAptm_2,0.07515080909918463
QA188_2,0.05367426386009872
QA050_2,0.010978099640051251
QA110_2,0.25262556419332505
QA314_2,0.06677208548757799
QA331_2,0.29241542087563016
QA425_2,0.0651833213989723
QA476_2,0.07717339766113646
QAiptm_2,0.07515080909918463
QA122_2,0.07515080909918463
QA319_2,0.05677162841002542
QA443_2,0.07515080909918463
