group,weighted_penalty
QAiptm_2,0.1977716534216447
QA122_2,0.46551189134014215
QA476_2,0.16115845673637752
QA443_2,0.4361576546628633
QA319_2,0.6464766466102628
QAptm_2,0.3251805039885606
QA188_2,0.34330228441012184
QAiptm+ptm_2,0.1966106049330816
QA050_2,0.3757685756801405
QA425_2,0.23554141313426183
QAmean_plddt_2,0.3553138223684752
QA331_2,0.5238578970069527
QA314_2,0.15541667303357873
QA110_2,1.0
QA264_2,0.6584285319884329
QA345_2,0.5942528803714373
QA051_2,0.12961160378913708
QA393_2,0.5610389431257379
QA148_2,0.6205974196439547
QA029_2,0.0
QA273_2,0.1955011084768429
QA212_2,0.5983770872853392
QA312_2,0.7598971934614909
