group,weighted_penalty
QA312_2,0.7920047846743327
QA212_2,1.0
QA273_2,0.011273626385802711
QA029_2,0.8320778778774646
QA148_2,0.7913454679571218
QA393_2,0.7907002122728177
QAiptm+ptm_2,2.030856159344665e-05
QA051_2,0.7958508968822823
QA345_2,0.7940202335645248
QA164_2,0.7895278752722882
QA264_2,0.7949862977050564
QA314_2,0.7939443317602487
QA110_2,0.7926851353571266
QA425_2,0.7960401735667827
QA331_2,0.7928629306526769
QA050_2,0.7890448279054644
QA188_2,0.6388713282473875
QAptm_2,0.0
QAiptm_2,2.030856159344665e-05
QA319_2,0.7938162350161694
QA443_2,0.7916638339786349
QA476_2,0.4819583382395726
QA122_2,0.7939338728904006
QAmean_plddt_2,0.7919262008242903
