group,weighted_penalty
QAiptm_2,0.10356789816442664
QA476_2,0.29718363477445214
QA122_2,0.5667191685542646
QA319_2,0.0
QA443_2,0.36973671191063795
QA188_2,0.2742331024700154
QAptm_2,0.300785495917176
QA050_2,0.4065320926926359
QA314_2,0.5549295228232581
QA110_2,0.010821935113444786
QA425_2,0.20874811254377112
QA331_2,1.0
QA264_2,0.7470990250243671
QA345_2,0.3024473841171204
QA164_2,0.4082145660774458
QA051_2,0.30457999386934426
QA393_2,0.5415439132667613
QA029_2,0.339927959782787
QA148_2,0.25363997205257144
QAiptm+ptm_2,0.21151377635032503
QA312_2,0.5549295228232581
QA212_2,0.8138564949886893
QAmean_plddt_2,0.4369296805391159
QA273_2,0.40887127748002866
