model_name,qs_best
cf_woTemplates_model_5_multimer_v3_pred_8.pdb,0.87
cf_woTemplates_model_5_multimer_v3_pred_22.pdb,0.867
cf_woTemplates_model_5_multimer_v3_pred_10.pdb,0.867
cf_woTemplates_model_3_multimer_v3_pred_35.pdb,0.866
cf_woTemplates_model_5_multimer_v3_pred_25.pdb,0.866
cf_woTemplates_model_5_multimer_v3_pred_44.pdb,0.866
cf_woTemplates_model_5_multimer_v3_pred_12.pdb,0.866
cf_woTemplates_model_5_multimer_v3_pred_41.pdb,0.866
cf_woTemplates_model_5_multimer_v3_pred_9.pdb,0.865
cf_woTemplates_model_5_multimer_v3_pred_56.pdb,0.864
cf_woTemplates_model_5_multimer_v3_pred_27.pdb,0.856
cf_woTemplates_model_5_multimer_v3_pred_5.pdb,0.855
cf_woTemplates_model_5_multimer_v3_pred_4.pdb,0.854
cf_woTemplates_model_5_multimer_v3_pred_60.pdb,0.837
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_27.pdb,0.683
afm_basic_model_3_multimer_v3_pred_26.pdb,0.657
cf_woTemplates_model_5_multimer_v3_pred_55.pdb,0.64
afm_woTemplates_model_2_multimer_v3_pred_54.pdb,0.624
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_24.pdb,0.623
afm_woTemplates_model_2_multimer_v3_pred_42.pdb,0.623
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_14.pdb,0.623
afm_dropout_full_model_2_multimer_v3_pred_47.pdb,0.622
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_17.pdb,0.622
afm_dropout_full_model_2_multimer_v3_pred_45.pdb,0.622
afm_dropout_full_model_2_multimer_v3_pred_37.pdb,0.621
afm_woTemplates_model_2_multimer_v3_pred_30.pdb,0.621
afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_45.pdb,0.621
afm_woTemplates_model_2_multimer_v3_pred_8.pdb,0.621
afm_woTemplates_model_2_multimer_v3_pred_48.pdb,0.62
afm_woTemplates_model_2_multimer_v3_pred_52.pdb,0.62
afm_woTemplates_model_2_multimer_v3_pred_15.pdb,0.62
