model_name,rmsd
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_17.pdb,44.261
afm_dropout_full_model_1_multimer_v2_pred_2.pdb,35.16
cf_woTemplates_model_2_multimer_v2_pred_50.pdb,35.097
afm_dropout_full_model_1_multimer_v2_pred_43.pdb,35.085
afm_dropout_full_model_1_multimer_v2_pred_22.pdb,34.769
afm_dropout_full_model_1_multimer_v2_pred_49.pdb,34.643
afm_dropout_full_model_1_multimer_v2_pred_14.pdb,34.285
afm_dropout_full_model_1_multimer_v2_pred_62.pdb,34.26
afm_dropout_full_model_1_multimer_v2_pred_13.pdb,34.147
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_26.pdb,34.075
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_57.pdb,33.934
afm_dropout_full_model_1_multimer_v2_pred_30.pdb,33.904
cf_woTemplates_model_2_multimer_v2_pred_0.pdb,33.564
afm_dropout_full_model_1_multimer_v2_pred_31.pdb,33.449
cf_dropout_full_woTemplates_model_2_multimer_v2_pred_27.pdb,33.339
afm_dropout_full_model_1_multimer_v2_pred_1.pdb,33.27
afm_dropout_full_model_1_multimer_v2_pred_47.pdb,33.01
afm_dropout_full_model_1_multimer_v2_pred_16.pdb,32.85
afm_dropout_full_model_1_multimer_v2_pred_25.pdb,32.724
afm_dropout_full_model_1_multimer_v2_pred_37.pdb,32.633
afm_dropout_full_model_1_multimer_v2_pred_26.pdb,32.599
afm_dropout_full_model_1_multimer_v2_pred_54.pdb,32.588
afm_dropout_full_model_1_multimer_v2_pred_18.pdb,32.577
cf_woTemplates_model_2_multimer_v2_pred_10.pdb,32.539
afm_dropout_full_model_1_multimer_v2_pred_64.pdb,32.525
afm_dropout_full_model_1_multimer_v2_pred_28.pdb,32.409
afm_basic_model_1_multimer_v2_pred_55.pdb,32.389
afm_dropout_full_model_1_multimer_v2_pred_32.pdb,32.077
afm_basic_model_1_multimer_v2_pred_62.pdb,32.03
afm_dropout_full_model_1_multimer_v2_pred_0.pdb,31.989
afm_dropout_full_model_1_multimer_v2_pred_20.pdb,31.856
afm_dropout_full_model_1_multimer_v2_pred_65.pdb,31.839
afm_dropout_full_model_1_multimer_v2_pred_44.pdb,31.782
afm_dropout_full_model_1_multimer_v2_pred_8.pdb,31.66
afm_dropout_full_model_1_multimer_v2_pred_36.pdb,31.518
afm_dropout_full_model_1_multimer_v2_pred_63.pdb,31.516
afm_basic_model_1_multimer_v2_pred_54.pdb,31.507
afm_dropout_full_model_1_multimer_v2_pred_40.pdb,31.482
afm_dropout_full_model_1_multimer_v2_pred_12.pdb,31.456
afm_dropout_full_model_1_multimer_v2_pred_38.pdb,31.453
afm_dropout_full_model_1_multimer_v2_pred_11.pdb,31.446
cf_woTemplates_model_2_multimer_v2_pred_31.pdb,31.341
afm_basic_model_5_multimer_v2_pred_28.pdb,31.177
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_33.pdb,31.031
afm_dropout_full_model_1_multimer_v2_pred_4.pdb,30.909
afm_dropout_full_model_1_multimer_v2_pred_48.pdb,30.894
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_10.pdb,30.872
afm_dropout_full_model_1_multimer_v2_pred_27.pdb,30.848
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_18.pdb,30.788
afm_basic_model_5_multimer_v2_pred_39.pdb,30.719
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_0.pdb,30.667
cf_dropout_full_woTemplates_model_2_multimer_v2_pred_37.pdb,30.617
afm_dropout_full_model_1_multimer_v2_pred_53.pdb,30.434
afm_basic_model_5_multimer_v2_pred_18.pdb,30.433
afm_dropout_full_model_5_multimer_v2_pred_13.pdb,30.409
afm_dropout_full_model_1_multimer_v2_pred_55.pdb,30.396
afm_dropout_full_model_1_multimer_v2_pred_3.pdb,30.32
afm_dropout_full_model_5_multimer_v2_pred_25.pdb,30.297
afm_dropout_full_model_4_multimer_v2_pred_53.pdb,30.262
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_20.pdb,30.255
cf_woTemplates_model_3_multimer_v2_pred_0.pdb,30.113
afm_dropout_full_model_5_multimer_v2_pred_35.pdb,29.978
cf_woTemplates_model_2_multimer_v2_pred_62.pdb,29.881
afm_dropout_full_model_3_multimer_v2_pred_32.pdb,29.778
afm_dropout_full_model_3_multimer_v2_pred_0.pdb,29.771
afm_dropout_full_model_5_multimer_v2_pred_49.pdb,29.768
cf_dropout_full_woTemplates_model_2_multimer_v2_pred_11.pdb,29.731
cf_woTemplates_model_3_multimer_v2_pred_52.pdb,29.61
cf_woTemplates_model_3_multimer_v2_pred_59.pdb,29.563
afm_dropout_full_model_2_multimer_v2_pred_31.pdb,29.548
cf_woTemplates_model_2_multimer_v2_pred_41.pdb,29.447
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_39.pdb,29.433
afm_basic_model_5_multimer_v2_pred_47.pdb,29.407
afm_dropout_full_model_5_multimer_v2_pred_36.pdb,29.379
afm_basic_model_1_multimer_v2_pred_49.pdb,29.364
cf_woTemplates_model_3_multimer_v2_pred_13.pdb,29.249
cf_dropout_full_woTemplates_model_2_multimer_v2_pred_18.pdb,29.201
cf_dropout_full_woTemplates_model_2_multimer_v2_pred_6.pdb,29.192
afm_dropout_full_model_1_multimer_v2_pred_51.pdb,29.19
cf_dropout_full_woTemplates_model_4_multimer_v2_pred_20.pdb,29.133
afm_dropout_full_model_3_multimer_v2_pred_4.pdb,29.132
afm_dropout_full_model_1_multimer_v2_pred_7.pdb,29.13
afm_dropout_full_model_1_multimer_v2_pred_6.pdb,29.098
cf_dropout_full_woTemplates_model_2_multimer_v2_pred_32.pdb,29.072
afm_dropout_full_model_3_multimer_v2_pred_9.pdb,29.045
afm_dropout_full_model_5_multimer_v2_pred_4.pdb,28.998
afm_dropout_full_model_5_multimer_v2_pred_31.pdb,28.868
afm_basic_model_5_multimer_v2_pred_40.pdb,28.867
cf_dropout_full_woTemplates_model_4_multimer_v2_pred_21.pdb,28.816
cf_dropout_full_woTemplates_model_2_multimer_v2_pred_2.pdb,28.802
afm_basic_model_5_multimer_v2_pred_38.pdb,28.799
cf_dropout_full_woTemplates_model_2_multimer_v2_pred_3.pdb,28.675
afm_basic_model_5_multimer_v2_pred_63.pdb,28.668
afm_basic_model_3_multimer_v2_pred_11.pdb,28.667
afm_dropout_full_model_5_multimer_v2_pred_59.pdb,28.664
cf_dropout_full_woTemplates_model_4_multimer_v2_pred_16.pdb,28.642
cf_woTemplates_model_3_multimer_v2_pred_46.pdb,28.627
