model_name,tm_score
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_60.pdb,0.961
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_43.pdb,0.959
afm_dropout_full_model_1_multimer_v1_pred_5.pdb,0.958
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_65.pdb,0.955
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_9.pdb,0.955
afm_woTemplates_model_1_multimer_v1_pred_53.pdb,0.955
afm_woTemplates_model_1_multimer_v1_pred_56.pdb,0.952
cf_woTemplates_model_1_multimer_v1_pred_40.pdb,0.951
afm_woTemplates_model_1_multimer_v1_pred_36.pdb,0.951
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_55.pdb,0.949
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_64.pdb,0.948
afm_woTemplates_model_1_multimer_v1_pred_23.pdb,0.948
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_13.pdb,0.948
afm_woTemplates_model_1_multimer_v1_pred_45.pdb,0.947
afm_woTemplates_model_1_multimer_v1_pred_54.pdb,0.945
afm_woTemplates_model_1_multimer_v1_pred_3.pdb,0.944
afm_basic_model_1_multimer_v1_pred_41.pdb,0.944
afm_dropout_full_model_1_multimer_v1_pred_31.pdb,0.942
afm_woTemplates_model_1_multimer_v1_pred_49.pdb,0.941
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_15.pdb,0.94
afm_woTemplates_model_1_multimer_v1_pred_20.pdb,0.94
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_22.pdb,0.939
afm_woTemplates_model_1_multimer_v1_pred_35.pdb,0.937
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_15.pdb,0.936
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_49.pdb,0.936
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_42.pdb,0.935
afm_dropout_full_model_1_multimer_v1_pred_35.pdb,0.933
cf_woTemplates_model_1_multimer_v1_pred_28.pdb,0.933
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_31.pdb,0.933
afm_basic_model_1_multimer_v1_pred_63.pdb,0.932
cf_woTemplates_model_1_multimer_v1_pred_33.pdb,0.931
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_6.pdb,0.93
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_42.pdb,0.93
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_56.pdb,0.929
afm_dropout_full_model_1_multimer_v1_pred_22.pdb,0.928
afm_basic_model_1_multimer_v1_pred_51.pdb,0.928
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_24.pdb,0.927
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_64.pdb,0.926
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_43.pdb,0.926
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_14.pdb,0.925
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_42.pdb,0.925
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_5.pdb,0.925
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_7.pdb,0.924
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_25.pdb,0.924
afm_dropout_full_model_1_multimer_v1_pred_34.pdb,0.923
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_44.pdb,0.923
afm_woTemplates_model_1_multimer_v1_pred_27.pdb,0.922
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_29.pdb,0.922
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_56.pdb,0.922
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_60.pdb,0.921
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_20.pdb,0.921
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_1.pdb,0.921
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_6.pdb,0.92
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_27.pdb,0.918
afm_dropout_full_model_1_multimer_v1_pred_8.pdb,0.918
afm_dropout_full_model_1_multimer_v1_pred_43.pdb,0.917
afm_woTemplates_model_1_multimer_v1_pred_66.pdb,0.917
afm_woTemplates_model_1_multimer_v1_pred_7.pdb,0.917
afm_woTemplates_model_3_multimer_v1_pred_2.pdb,0.916
afm_dropout_full_model_1_multimer_v1_pred_55.pdb,0.916
afm_dropout_full_model_1_multimer_v1_pred_9.pdb,0.915
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_4.pdb,0.913
