model_name,ilddt
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_16.pdb,0.702
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_55.pdb,0.691
afm_woTemplates_model_5_multimer_v2_pred_16.pdb,0.686
afm_basic_model_4_multimer_v2_pred_32.pdb,0.686
afm_woTemplates_model_5_multimer_v2_pred_5.pdb,0.685
afm_woTemplates_model_5_multimer_v2_pred_37.pdb,0.684
afm_dropout_full_woTemplates_model_5_multimer_v2_pred_37.pdb,0.684
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_10.pdb,0.683
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_56.pdb,0.683
afm_woTemplates_model_5_multimer_v2_pred_53.pdb,0.683
afm_woTemplates_model_5_multimer_v2_pred_55.pdb,0.683
afm_basic_model_4_multimer_v2_pred_54.pdb,0.682
afm_woTemplates_model_5_multimer_v2_pred_56.pdb,0.682
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_66.pdb,0.682
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_30.pdb,0.682
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_13.pdb,0.682
afm_woTemplates_model_5_multimer_v2_pred_2.pdb,0.682
afm_woTemplates_model_5_multimer_v2_pred_47.pdb,0.681
afm_woTemplates_model_5_multimer_v2_pred_48.pdb,0.681
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_45.pdb,0.681
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_21.pdb,0.681
afm_woTemplates_model_5_multimer_v2_pred_17.pdb,0.68
afm_woTemplates_model_5_multimer_v2_pred_7.pdb,0.68
afm_woTemplates_model_5_multimer_v2_pred_3.pdb,0.68
afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_44.pdb,0.68
afm_basic_model_4_multimer_v2_pred_59.pdb,0.68
afm_woTemplates_model_5_multimer_v2_pred_62.pdb,0.68
afm_woTemplates_model_5_multimer_v2_pred_23.pdb,0.679
afm_woTemplates_model_5_multimer_v2_pred_45.pdb,0.679
afm_woTemplates_model_5_multimer_v2_pred_22.pdb,0.679
afm_woTemplates_model_5_multimer_v2_pred_65.pdb,0.679
afm_woTemplates_model_4_multimer_v2_pred_45.pdb,0.679
afm_woTemplates_model_5_multimer_v2_pred_38.pdb,0.679
afm_woTemplates_model_5_multimer_v2_pred_4.pdb,0.679
afm_basic_model_4_multimer_v2_pred_62.pdb,0.678
