model_name,oligo_gdtha
cf_dropout_full_woTemplates_model_5_ptm_pred_20.pdb,0.494
cf_dropout_full_woTemplates_model_5_ptm_pred_49.pdb,0.491
cf_dropout_full_woTemplates_model_5_ptm_pred_63.pdb,0.487
cf_woTemplates_model_5_ptm_pred_23.pdb,0.486
cf_dropout_full_woTemplates_model_5_ptm_pred_24.pdb,0.485
cf_dropout_full_woTemplates_model_5_ptm_pred_15.pdb,0.485
cf_dropout_full_woTemplates_model_5_ptm_pred_14.pdb,0.484
cf_dropout_full_woTemplates_model_5_ptm_pred_10.pdb,0.484
cf_dropout_full_woTemplates_model_5_ptm_pred_60.pdb,0.481
cf_dropout_full_woTemplates_model_5_ptm_pred_5.pdb,0.481
cf_woTemplates_model_5_ptm_pred_48.pdb,0.48
cf_woTemplates_model_5_ptm_pred_0.pdb,0.48
cf_dropout_full_woTemplates_model_5_ptm_pred_56.pdb,0.48
cf_dropout_full_woTemplates_model_5_ptm_pred_8.pdb,0.48
cf_woTemplates_model_5_ptm_pred_6.pdb,0.479
cf_woTemplates_model_5_ptm_pred_16.pdb,0.479
cf_dropout_full_woTemplates_model_5_ptm_pred_35.pdb,0.479
cf_dropout_full_woTemplates_model_5_ptm_pred_59.pdb,0.478
cf_woTemplates_model_5_ptm_pred_12.pdb,0.477
cf_dropout_full_woTemplates_model_5_ptm_pred_36.pdb,0.477
cf_woTemplates_model_5_ptm_pred_26.pdb,0.477
cf_woTemplates_model_5_ptm_pred_31.pdb,0.477
cf_dropout_full_woTemplates_model_5_ptm_pred_18.pdb,0.477
cf_woTemplates_model_5_ptm_pred_41.pdb,0.477
cf_dropout_full_woTemplates_model_5_ptm_pred_4.pdb,0.477
cf_dropout_full_woTemplates_model_5_ptm_pred_16.pdb,0.477
afm_basic_model_5_ptm_pred_16.pdb,0.477
cf_woTemplates_model_5_ptm_pred_34.pdb,0.477
cf_woTemplates_model_5_ptm_pred_43.pdb,0.476
afm_dropout_full_model_2_ptm_pred_37.pdb,0.476
cf_woTemplates_model_5_ptm_pred_57.pdb,0.476
cf_dropout_full_woTemplates_model_5_ptm_pred_27.pdb,0.476
cf_woTemplates_model_5_ptm_pred_54.pdb,0.475
cf_woTemplates_model_5_ptm_pred_46.pdb,0.475
afm_dropout_full_woTemplates_model_2_ptm_pred_58.pdb,0.475
afm_dropout_noSM_woTemplates_model_3_ptm_pred_39.pdb,0.475
cf_dropout_full_woTemplates_model_5_ptm_pred_42.pdb,0.475
afm_basic_model_2_ptm_pred_54.pdb,0.475
afm_dropout_full_woTemplates_model_2_ptm_pred_66.pdb,0.475
cf_dropout_full_woTemplates_model_5_ptm_pred_29.pdb,0.475
cf_woTemplates_model_5_ptm_pred_59.pdb,0.475
cf_dropout_full_woTemplates_model_5_ptm_pred_38.pdb,0.475
cf_dropout_full_woTemplates_model_5_ptm_pred_45.pdb,0.475
cf_woTemplates_model_5_ptm_pred_52.pdb,0.475
