model_name,dockq_wave
cf_woTemplates_model_4_multimer_v3_pred_7.pdb,0.945
cf_woTemplates_model_4_multimer_v3_pred_25.pdb,0.945
cf_woTemplates_model_4_multimer_v3_pred_44.pdb,0.942
cf_woTemplates_model_4_multimer_v3_pred_48.pdb,0.942
cf_woTemplates_model_4_multimer_v3_pred_33.pdb,0.939
cf_woTemplates_model_4_multimer_v3_pred_45.pdb,0.938
afm_basic_model_2_multimer_v2_pred_23.pdb,0.911
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_17.pdb,0.816
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_62.pdb,0.811
afm_basic_model_4_multimer_v3_pred_11.pdb,0.806
afm_dropout_full_model_2_multimer_v1_pred_62.pdb,0.805
afm_woTemplates_model_2_multimer_v2_pred_25.pdb,0.804
afm_woTemplates_model_2_multimer_v2_pred_32.pdb,0.803
afm_basic_model_2_multimer_v2_pred_5.pdb,0.8
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_43.pdb,0.799
cf_woTemplates_model_4_multimer_v3_pred_61.pdb,0.797
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_7.pdb,0.797
afm_basic_model_4_multimer_v3_pred_34.pdb,0.796
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_19.pdb,0.795
cf_woTemplates_model_4_multimer_v3_pred_10.pdb,0.793
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_2.pdb,0.79
cf_woTemplates_model_4_multimer_v3_pred_17.pdb,0.79
cf_woTemplates_model_2_multimer_v2_pred_10.pdb,0.789
cf_woTemplates_model_2_multimer_v2_pred_55.pdb,0.789
afm_basic_model_2_multimer_v1_pred_55.pdb,0.786
afm_basic_model_2_multimer_v2_pred_36.pdb,0.785
cf_woTemplates_model_1_multimer_v2_pred_35.pdb,0.785
afm_basic_model_2_multimer_v2_pred_4.pdb,0.784
afm_dropout_full_model_2_multimer_v1_pred_33.pdb,0.782
afm_dropout_full_model_3_multimer_v1_pred_0.pdb,0.781
afm_woTemplates_model_2_multimer_v2_pred_23.pdb,0.781
afm_dropout_full_model_2_multimer_v1_pred_6.pdb,0.779
afm_basic_model_2_multimer_v1_pred_28.pdb,0.778
afm_dropout_full_model_2_multimer_v1_pred_13.pdb,0.777
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_36.pdb,0.777
cf_woTemplates_model_2_multimer_v2_pred_37.pdb,0.776
afm_woTemplates_model_2_multimer_v2_pred_57.pdb,0.775
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_23.pdb,0.775
cf_woTemplates_model_2_multimer_v2_pred_25.pdb,0.774
cf_woTemplates_model_2_multimer_v2_pred_46.pdb,0.774
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_4.pdb,0.774
cf_woTemplates_model_4_multimer_v3_pred_57.pdb,0.774
cf_woTemplates_model_2_multimer_v1_pred_39.pdb,0.773
afm_dropout_full_model_2_multimer_v1_pred_52.pdb,0.773
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_54.pdb,0.773
cf_woTemplates_model_2_multimer_v1_pred_31.pdb,0.773
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_34.pdb,0.773
cf_woTemplates_model_1_multimer_v1_pred_32.pdb,0.773
afm_woTemplates_model_2_multimer_v1_pred_8.pdb,0.772
afm_dropout_full_model_2_multimer_v1_pred_39.pdb,0.772
cf_woTemplates_model_2_multimer_v1_pred_20.pdb,0.772
cf_woTemplates_model_2_multimer_v1_pred_14.pdb,0.771
cf_woTemplates_model_2_multimer_v1_pred_63.pdb,0.771
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_22.pdb,0.771
afm_dropout_full_model_2_multimer_v1_pred_48.pdb,0.771
cf_dropout_full_woTemplates_model_3_multimer_v1_pred_52.pdb,0.77
afm_dropout_full_model_2_multimer_v1_pred_0.pdb,0.77
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_16.pdb,0.77
cf_woTemplates_model_2_multimer_v2_pred_53.pdb,0.769
afm_dropout_full_model_2_multimer_v1_pred_8.pdb,0.769
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_35.pdb,0.768
afm_woTemplates_model_2_multimer_v1_pred_38.pdb,0.768
afm_basic_model_3_multimer_v1_pred_25.pdb,0.768
cf_dropout_full_woTemplates_model_3_multimer_v1_pred_3.pdb,0.768
afm_basic_model_1_multimer_v1_pred_23.pdb,0.768
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_17.pdb,0.767
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_64.pdb,0.767
afm_dropout_full_model_2_multimer_v1_pred_27.pdb,0.767
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_16.pdb,0.767
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_43.pdb,0.766
afm_woTemplates_model_1_multimer_v1_pred_33.pdb,0.766
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_4.pdb,0.766
afm_basic_model_2_multimer_v1_pred_46.pdb,0.766
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_34.pdb,0.766
afm_basic_model_1_multimer_v1_pred_33.pdb,0.766
afm_woTemplates_model_1_multimer_v1_pred_1.pdb,0.766
afm_dropout_full_model_2_multimer_v1_pred_60.pdb,0.765
afm_woTemplates_model_1_multimer_v1_pred_23.pdb,0.765
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_20.pdb,0.765
afm_dropout_full_model_2_multimer_v1_pred_63.pdb,0.765
afm_dropout_full_model_2_multimer_v1_pred_10.pdb,0.765
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_6.pdb,0.765
cf_woTemplates_model_2_multimer_v1_pred_46.pdb,0.764
afm_woTemplates_model_1_multimer_v1_pred_28.pdb,0.764
cf_woTemplates_model_2_multimer_v1_pred_48.pdb,0.764
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_59.pdb,0.764
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_50.pdb,0.763
afm_basic_model_2_multimer_v1_pred_14.pdb,0.763
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_1.pdb,0.763
afm_basic_model_3_multimer_v1_pred_47.pdb,0.762
cf_dropout_full_woTemplates_model_3_multimer_v1_pred_56.pdb,0.762
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_49.pdb,0.762
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_24.pdb,0.762
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_50.pdb,0.762
afm_woTemplates_model_2_multimer_v1_pred_9.pdb,0.762
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_11.pdb,0.762
cf_dropout_full_woTemplates_model_3_multimer_v1_pred_2.pdb,0.761
afm_basic_model_3_multimer_v1_pred_31.pdb,0.761
afm_dropout_full_model_3_multimer_v1_pred_54.pdb,0.76
afm_basic_model_3_multimer_v1_pred_2.pdb,0.76
afm_basic_model_2_multimer_v1_pred_31.pdb,0.76
afm_woTemplates_model_2_multimer_v1_pred_7.pdb,0.759
afm_dropout_full_model_2_multimer_v1_pred_47.pdb,0.759
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_42.pdb,0.759
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_19.pdb,0.758
afm_dropout_full_model_2_multimer_v1_pred_19.pdb,0.758
afm_woTemplates_model_2_multimer_v1_pred_32.pdb,0.758
cf_woTemplates_model_2_multimer_v1_pred_30.pdb,0.758
afm_dropout_full_model_2_multimer_v1_pred_50.pdb,0.758
afm_basic_model_2_multimer_v1_pred_57.pdb,0.758
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_38.pdb,0.758
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_64.pdb,0.757
afm_dropout_full_model_3_multimer_v1_pred_20.pdb,0.756
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_40.pdb,0.756
