model_name,qs_best
cf_woTemplates_model_4_multimer_v3_pred_44.pdb,0.972
cf_woTemplates_model_4_multimer_v3_pred_25.pdb,0.972
cf_woTemplates_model_4_multimer_v3_pred_7.pdb,0.971
cf_woTemplates_model_4_multimer_v3_pred_33.pdb,0.967
cf_woTemplates_model_4_multimer_v3_pred_45.pdb,0.966
cf_woTemplates_model_4_multimer_v3_pred_48.pdb,0.966
afm_basic_model_2_multimer_v2_pred_23.pdb,0.963
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_17.pdb,0.921
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_62.pdb,0.909
afm_dropout_full_model_2_multimer_v1_pred_62.pdb,0.908
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_43.pdb,0.905
afm_basic_model_2_multimer_v1_pred_55.pdb,0.899
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_7.pdb,0.898
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_19.pdb,0.898
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_2.pdb,0.896
afm_basic_model_2_multimer_v1_pred_57.pdb,0.883
afm_basic_model_3_multimer_v1_pred_9.pdb,0.883
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_0.pdb,0.882
afm_basic_model_2_multimer_v1_pred_28.pdb,0.878
afm_dropout_full_model_2_multimer_v1_pred_50.pdb,0.878
cf_woTemplates_model_3_multimer_v1_pred_66.pdb,0.876
cf_woTemplates_model_4_multimer_v3_pred_62.pdb,0.873
cf_woTemplates_model_4_multimer_v3_pred_11.pdb,0.87
afm_basic_model_1_multimer_v3_pred_45.pdb,0.87
cf_woTemplates_model_1_multimer_v3_pred_20.pdb,0.87
afm_woTemplates_model_2_multimer_v2_pred_35.pdb,0.87
afm_basic_model_1_multimer_v3_pred_52.pdb,0.869
cf_woTemplates_model_1_multimer_v3_pred_64.pdb,0.869
afm_dropout_full_model_4_multimer_v3_pred_60.pdb,0.869
afm_basic_model_4_multimer_v3_pred_39.pdb,0.869
afm_basic_model_2_multimer_v2_pred_12.pdb,0.869
afm_basic_model_1_multimer_v3_pred_44.pdb,0.869
afm_basic_model_1_multimer_v3_pred_65.pdb,0.868
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_43.pdb,0.868
afm_basic_model_2_multimer_v2_pred_0.pdb,0.868
afm_basic_model_2_multimer_v1_pred_8.pdb,0.868
afm_basic_model_1_multimer_v3_pred_60.pdb,0.868
cf_woTemplates_model_1_multimer_v3_pred_39.pdb,0.868
afm_woTemplates_model_5_multimer_v1_pred_6.pdb,0.867
afm_basic_model_1_multimer_v3_pred_18.pdb,0.867
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_39.pdb,0.867
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_62.pdb,0.867
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_29.pdb,0.867
afm_woTemplates_model_1_multimer_v3_pred_45.pdb,0.867
afm_basic_model_1_multimer_v3_pred_10.pdb,0.867
afm_woTemplates_model_1_multimer_v3_pred_15.pdb,0.867
afm_basic_model_1_multimer_v3_pred_2.pdb,0.867
afm_dropout_full_model_4_multimer_v3_pred_8.pdb,0.867
afm_woTemplates_model_1_multimer_v3_pred_19.pdb,0.866
afm_woTemplates_model_1_multimer_v3_pred_27.pdb,0.866
afm_basic_model_1_multimer_v3_pred_9.pdb,0.866
afm_woTemplates_model_4_multimer_v3_pred_15.pdb,0.866
cf_woTemplates_model_1_multimer_v3_pred_57.pdb,0.866
afm_basic_model_1_multimer_v3_pred_46.pdb,0.866
afm_basic_model_2_multimer_v2_pred_32.pdb,0.866
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_38.pdb,0.866
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_27.pdb,0.866
cf_woTemplates_model_1_multimer_v3_pred_15.pdb,0.866
afm_basic_model_1_multimer_v3_pred_57.pdb,0.866
afm_basic_model_1_multimer_v3_pred_6.pdb,0.866
cf_woTemplates_model_1_multimer_v3_pred_29.pdb,0.866
cf_woTemplates_model_1_multimer_v3_pred_61.pdb,0.866
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_27.pdb,0.865
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_64.pdb,0.865
afm_basic_model_1_multimer_v3_pred_17.pdb,0.865
afm_basic_model_2_multimer_v2_pred_63.pdb,0.865
afm_basic_model_1_multimer_v3_pred_51.pdb,0.865
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_17.pdb,0.865
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_45.pdb,0.865
afm_basic_model_4_multimer_v3_pred_40.pdb,0.865
afm_woTemplates_model_4_multimer_v3_pred_22.pdb,0.865
afm_woTemplates_model_4_multimer_v3_pred_38.pdb,0.865
cf_woTemplates_model_4_multimer_v3_pred_14.pdb,0.865
afm_basic_model_1_multimer_v3_pred_21.pdb,0.865
afm_woTemplates_model_4_multimer_v3_pred_36.pdb,0.865
afm_dropout_full_model_4_multimer_v3_pred_4.pdb,0.864
afm_woTemplates_model_1_multimer_v3_pred_63.pdb,0.864
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_52.pdb,0.864
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_12.pdb,0.864
afm_basic_model_4_multimer_v3_pred_5.pdb,0.863
cf_woTemplates_model_4_multimer_v3_pred_54.pdb,0.863
