model_name,tm_score
cf_woTemplates_model_4_multimer_v3_pred_45.pdb,0.996
cf_woTemplates_model_4_multimer_v3_pred_7.pdb,0.996
cf_woTemplates_model_4_multimer_v3_pred_48.pdb,0.996
cf_woTemplates_model_4_multimer_v3_pred_25.pdb,0.996
cf_woTemplates_model_4_multimer_v3_pred_33.pdb,0.995
cf_woTemplates_model_4_multimer_v3_pred_44.pdb,0.994
afm_basic_model_2_multimer_v2_pred_23.pdb,0.993
afm_basic_model_2_multimer_v2_pred_5.pdb,0.99
afm_woTemplates_model_2_multimer_v2_pred_25.pdb,0.99
afm_basic_model_4_multimer_v3_pred_34.pdb,0.99
afm_basic_model_4_multimer_v3_pred_11.pdb,0.99
cf_woTemplates_model_2_multimer_v2_pred_10.pdb,0.99
cf_woTemplates_model_2_multimer_v2_pred_55.pdb,0.99
afm_basic_model_2_multimer_v2_pred_36.pdb,0.989
afm_woTemplates_model_2_multimer_v2_pred_57.pdb,0.989
afm_woTemplates_model_2_multimer_v2_pred_32.pdb,0.989
cf_woTemplates_model_4_multimer_v3_pred_10.pdb,0.989
cf_woTemplates_model_2_multimer_v2_pred_25.pdb,0.988
cf_woTemplates_model_2_multimer_v2_pred_53.pdb,0.988
cf_woTemplates_model_4_multimer_v3_pred_61.pdb,0.988
cf_woTemplates_model_2_multimer_v2_pred_37.pdb,0.988
afm_basic_model_2_multimer_v2_pred_4.pdb,0.988
cf_woTemplates_model_4_multimer_v3_pred_17.pdb,0.988
afm_woTemplates_model_2_multimer_v2_pred_23.pdb,0.988
cf_woTemplates_model_2_multimer_v2_pred_46.pdb,0.987
cf_woTemplates_model_1_multimer_v2_pred_46.pdb,0.986
cf_woTemplates_model_1_multimer_v2_pred_35.pdb,0.986
afm_woTemplates_model_5_multimer_v3_pred_66.pdb,0.985
afm_basic_model_2_multimer_v2_pred_54.pdb,0.985
afm_basic_model_1_multimer_v3_pred_63.pdb,0.984
afm_woTemplates_model_5_multimer_v3_pred_17.pdb,0.984
cf_woTemplates_model_2_multimer_v2_pred_34.pdb,0.983
cf_woTemplates_model_2_multimer_v2_pred_44.pdb,0.982
cf_woTemplates_model_1_multimer_v2_pred_32.pdb,0.981
afm_dropout_full_model_2_multimer_v2_pred_9.pdb,0.981
cf_woTemplates_model_2_multimer_v2_pred_50.pdb,0.98
cf_woTemplates_model_1_multimer_v2_pred_9.pdb,0.98
afm_basic_model_2_multimer_v2_pred_9.pdb,0.98
cf_woTemplates_model_2_multimer_v2_pred_39.pdb,0.98
afm_basic_model_1_multimer_v2_pred_58.pdb,0.98
cf_woTemplates_model_2_multimer_v2_pred_8.pdb,0.979
afm_basic_model_2_multimer_v2_pred_53.pdb,0.979
cf_woTemplates_model_4_multimer_v3_pred_57.pdb,0.979
cf_woTemplates_model_1_multimer_v2_pred_31.pdb,0.978
afm_woTemplates_model_1_multimer_v2_pred_27.pdb,0.978
afm_woTemplates_model_1_multimer_v2_pred_17.pdb,0.978
afm_dropout_full_woTemplates_model_2_multimer_v2_pred_55.pdb,0.978
afm_woTemplates_model_1_multimer_v2_pred_4.pdb,0.978
afm_woTemplates_model_1_multimer_v2_pred_10.pdb,0.977
