model_name,qs_global
afm_dropout_full_model_1_multimer_v3_pred_16.pdb,0.861
afm_dropout_full_model_1_multimer_v3_pred_4.pdb,0.846
afm_dropout_full_model_1_multimer_v3_pred_13.pdb,0.838
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_6.pdb,0.828
afm_dropout_full_model_1_multimer_v3_pred_12.pdb,0.814
cf_woTemplates_model_3_multimer_v3_pred_11.pdb,0.791
afm_basic_model_1_multimer_v3_pred_0.pdb,0.785
afm_dropout_full_model_5_multimer_v3_pred_0.pdb,0.785
afm_woTemplates_model_1_multimer_v3_pred_2.pdb,0.783
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_8.pdb,0.782
afm_basic_model_1_multimer_v3_pred_15.pdb,0.766
afm_dropout_full_model_1_multimer_v3_pred_10.pdb,0.761
afm_basic_model_1_multimer_v3_pred_4.pdb,0.76
cf_woTemplates_model_1_multimer_v3_pred_2.pdb,0.757
afm_dropout_full_model_1_multimer_v3_pred_1.pdb,0.753
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_13.pdb,0.753
afm_dropout_full_model_1_multimer_v3_pred_9.pdb,0.748
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_12.pdb,0.747
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_5.pdb,0.738
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_14.pdb,0.738
afm_basic_model_1_multimer_v3_pred_14.pdb,0.735
cf_woTemplates_model_1_multimer_v3_pred_14.pdb,0.73
afm_dropout_full_model_4_multimer_v3_pred_10.pdb,0.728
afm_basic_model_1_multimer_v3_pred_3.pdb,0.727
afm_basic_model_1_multimer_v3_pred_9.pdb,0.727
afm_woTemplates_model_1_multimer_v3_pred_5.pdb,0.721
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_2.pdb,0.721
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_5.pdb,0.719
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_5.pdb,0.719
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_6.pdb,0.719
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_1.pdb,0.719
afm_woTemplates_model_3_multimer_v3_pred_8.pdb,0.715
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_15.pdb,0.714
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_5.pdb,0.71
cf_woTemplates_model_1_multimer_v3_pred_11.pdb,0.71
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_8.pdb,0.705
afm_dropout_full_model_5_multimer_v3_pred_4.pdb,0.699
afm_dropout_full_model_5_multimer_v3_pred_1.pdb,0.698
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_13.pdb,0.696
afm_woTemplates_model_3_multimer_v3_pred_4.pdb,0.696
afm_dropout_full_model_5_multimer_v3_pred_2.pdb,0.691
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_16.pdb,0.691
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_0.pdb,0.69
cf_woTemplates_model_5_multimer_v3_pred_15.pdb,0.685
afm_dropout_full_model_1_multimer_v3_pred_8.pdb,0.684
afm_woTemplates_model_3_multimer_v3_pred_16.pdb,0.684
afm_basic_model_2_multimer_v3_pred_5.pdb,0.683
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_10.pdb,0.682
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_15.pdb,0.682
afm_basic_model_4_multimer_v3_pred_6.pdb,0.681
afm_woTemplates_model_3_multimer_v3_pred_9.pdb,0.678
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_3.pdb,0.677
afm_basic_model_1_multimer_v3_pred_13.pdb,0.677
afm_basic_model_4_multimer_v3_pred_16.pdb,0.677
afm_basic_model_1_multimer_v2_pred_7.pdb,0.676
afm_basic_model_1_multimer_v3_pred_7.pdb,0.676
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_4.pdb,0.676
afm_basic_model_1_multimer_v3_pred_6.pdb,0.675
cf_woTemplates_model_4_multimer_v3_pred_2.pdb,0.674
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_9.pdb,0.671
afm_basic_model_1_multimer_v3_pred_2.pdb,0.671
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_0.pdb,0.666
cf_woTemplates_model_1_multimer_v3_pred_9.pdb,0.665
afm_woTemplates_model_2_multimer_v2_pred_15.pdb,0.665
afm_dropout_full_model_2_multimer_v3_pred_14.pdb,0.665
cf_woTemplates_model_5_multimer_v3_pred_5.pdb,0.663
afm_basic_model_1_multimer_v3_pred_5.pdb,0.662
cf_woTemplates_model_3_multimer_v3_pred_6.pdb,0.661
afm_dropout_full_model_3_multimer_v3_pred_5.pdb,0.661
afm_dropout_full_model_1_multimer_v3_pred_3.pdb,0.66
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_3.pdb,0.659
afm_basic_model_1_multimer_v3_pred_11.pdb,0.656
afm_woTemplates_model_1_multimer_v3_pred_13.pdb,0.655
afm_woTemplates_model_1_multimer_v3_pred_9.pdb,0.653
afm_woTemplates_model_5_multimer_v3_pred_13.pdb,0.653
afm_dropout_full_model_3_multimer_v3_pred_9.pdb,0.652
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_2.pdb,0.651
afm_basic_model_5_multimer_v3_pred_6.pdb,0.65
afm_basic_model_1_multimer_v3_pred_10.pdb,0.65
afm_dropout_full_model_1_multimer_v3_pred_11.pdb,0.65
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_6.pdb,0.649
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_13.pdb,0.649
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_0.pdb,0.648
afm_basic_model_5_multimer_v3_pred_16.pdb,0.647
afm_dropout_full_model_5_multimer_v3_pred_14.pdb,0.646
afm_dropout_full_model_1_multimer_v3_pred_14.pdb,0.644
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_5.pdb,0.643
afm_dropout_full_model_5_multimer_v3_pred_12.pdb,0.643
afm_woTemplates_model_1_multimer_v3_pred_6.pdb,0.64
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_16.pdb,0.639
afm_dropout_full_model_3_multimer_v3_pred_6.pdb,0.639
cf_woTemplates_model_2_multimer_v3_pred_0.pdb,0.637
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_6.pdb,0.635
afm_woTemplates_model_3_multimer_v3_pred_13.pdb,0.635
afm_dropout_full_model_3_multimer_v3_pred_2.pdb,0.634
