model_name,ilddt
afm_dropout_full_model_1_multimer_v3_pred_4.pdb,0.769
afm_dropout_full_model_1_multimer_v3_pred_16.pdb,0.765
afm_basic_model_1_multimer_v3_pred_15.pdb,0.759
afm_dropout_full_model_4_multimer_v3_pred_10.pdb,0.758
afm_dropout_full_model_5_multimer_v3_pred_0.pdb,0.757
afm_dropout_full_model_1_multimer_v3_pred_10.pdb,0.754
cf_woTemplates_model_3_multimer_v3_pred_11.pdb,0.74
afm_basic_model_1_multimer_v3_pred_9.pdb,0.736
afm_dropout_full_model_1_multimer_v3_pred_12.pdb,0.735
afm_woTemplates_model_3_multimer_v3_pred_4.pdb,0.735
afm_basic_model_4_multimer_v3_pred_16.pdb,0.733
afm_woTemplates_model_3_multimer_v3_pred_10.pdb,0.73
afm_basic_model_1_multimer_v3_pred_0.pdb,0.727
afm_woTemplates_model_1_multimer_v3_pred_2.pdb,0.727
afm_basic_model_1_multimer_v3_pred_3.pdb,0.715
afm_basic_model_1_multimer_v3_pred_14.pdb,0.707
cf_woTemplates_model_4_multimer_v3_pred_2.pdb,0.705
afm_dropout_full_model_1_multimer_v3_pred_9.pdb,0.705
afm_basic_model_1_multimer_v3_pred_7.pdb,0.7
afm_basic_model_1_multimer_v3_pred_4.pdb,0.697
afm_woTemplates_model_1_multimer_v3_pred_5.pdb,0.697
afm_dropout_full_model_5_multimer_v3_pred_2.pdb,0.697
afm_woTemplates_model_3_multimer_v3_pred_13.pdb,0.696
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_13.pdb,0.695
afm_basic_model_1_multimer_v3_pred_6.pdb,0.693
afm_woTemplates_model_3_multimer_v3_pred_8.pdb,0.692
afm_woTemplates_model_3_multimer_v3_pred_9.pdb,0.69
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_6.pdb,0.686
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_6.pdb,0.685
afm_dropout_full_model_3_multimer_v3_pred_2.pdb,0.682
cf_woTemplates_model_1_multimer_v3_pred_9.pdb,0.68
afm_dropout_full_model_5_multimer_v3_pred_14.pdb,0.678
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_5.pdb,0.677
afm_dropout_full_model_1_multimer_v3_pred_13.pdb,0.677
afm_dropout_full_model_1_multimer_v3_pred_1.pdb,0.674
afm_dropout_full_model_4_multimer_v3_pred_1.pdb,0.671
afm_woTemplates_model_1_multimer_v3_pred_9.pdb,0.668
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_6.pdb,0.667
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_5.pdb,0.665
cf_woTemplates_model_4_multimer_v3_pred_14.pdb,0.665
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_8.pdb,0.662
afm_dropout_full_model_5_multimer_v3_pred_4.pdb,0.66
afm_basic_model_1_multimer_v3_pred_5.pdb,0.659
afm_dropout_full_model_1_multimer_v3_pred_11.pdb,0.653
afm_woTemplates_model_5_multimer_v3_pred_3.pdb,0.652
afm_basic_model_1_multimer_v3_pred_1.pdb,0.652
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_13.pdb,0.652
afm_woTemplates_model_5_multimer_v3_pred_6.pdb,0.65
cf_woTemplates_model_5_multimer_v3_pred_15.pdb,0.649
afm_dropout_full_model_5_multimer_v3_pred_6.pdb,0.645
afm_woTemplates_model_4_multimer_v3_pred_5.pdb,0.645
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_5.pdb,0.643
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_2.pdb,0.643
cf_woTemplates_model_1_multimer_v3_pred_2.pdb,0.642
afm_dropout_full_model_1_multimer_v3_pred_3.pdb,0.642
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_8.pdb,0.641
afm_dropout_full_model_1_multimer_v3_pred_8.pdb,0.64
afm_dropout_full_model_5_multimer_v3_pred_1.pdb,0.64
cf_woTemplates_model_5_multimer_v3_pred_5.pdb,0.64
afm_dropout_full_model_3_multimer_v3_pred_9.pdb,0.639
afm_basic_model_2_multimer_v3_pred_5.pdb,0.639
afm_woTemplates_model_3_multimer_v3_pred_16.pdb,0.639
afm_basic_model_2_multimer_v3_pred_2.pdb,0.638
afm_basic_model_1_multimer_v3_pred_11.pdb,0.637
afm_woTemplates_model_5_multimer_v3_pred_15.pdb,0.637
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_2.pdb,0.637
afm_basic_model_2_multimer_v3_pred_10.pdb,0.637
afm_dropout_full_model_5_multimer_v3_pred_3.pdb,0.635
afm_basic_model_2_multimer_v3_pred_6.pdb,0.634
afm_basic_model_2_multimer_v3_pred_7.pdb,0.63
cf_woTemplates_model_4_multimer_v3_pred_12.pdb,0.629
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_15.pdb,0.629
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_9.pdb,0.628
afm_basic_model_4_multimer_v3_pred_6.pdb,0.627
cf_woTemplates_model_1_multimer_v3_pred_14.pdb,0.626
cf_woTemplates_model_1_multimer_v3_pred_3.pdb,0.625
afm_dropout_full_model_3_multimer_v3_pred_5.pdb,0.624
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_14.pdb,0.624
cf_woTemplates_model_5_multimer_v3_pred_14.pdb,0.622
afm_dropout_full_model_5_multimer_v3_pred_12.pdb,0.621
afm_woTemplates_model_2_multimer_v3_pred_15.pdb,0.619
cf_woTemplates_model_4_multimer_v3_pred_3.pdb,0.618
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_5.pdb,0.617
afm_woTemplates_model_1_multimer_v3_pred_16.pdb,0.617
afm_woTemplates_model_2_multimer_v3_pred_4.pdb,0.616
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_6.pdb,0.615
afm_dropout_full_model_5_multimer_v3_pred_10.pdb,0.614
afm_basic_model_1_multimer_v3_pred_13.pdb,0.614
afm_basic_model_2_multimer_v3_pred_1.pdb,0.614
afm_dropout_full_model_5_multimer_v3_pred_15.pdb,0.613
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_15.pdb,0.613
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_5.pdb,0.61
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_8.pdb,0.61
afm_woTemplates_model_4_multimer_v3_pred_16.pdb,0.61
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_5.pdb,0.609
afm_woTemplates_model_4_multimer_v3_pred_9.pdb,0.608
afm_basic_model_5_multimer_v3_pred_13.pdb,0.607
afm_woTemplates_model_5_multimer_v3_pred_8.pdb,0.606
afm_basic_model_2_multimer_v3_pred_15.pdb,0.606
afm_basic_model_2_multimer_v3_pred_14.pdb,0.606
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_11.pdb,0.605
afm_basic_model_5_multimer_v3_pred_16.pdb,0.604
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_1.pdb,0.604
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_3.pdb,0.603
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_6.pdb,0.601
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_3.pdb,0.6
afm_dropout_full_model_2_multimer_v3_pred_4.pdb,0.599
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_0.pdb,0.599
cf_woTemplates_model_2_multimer_v3_pred_0.pdb,0.599
afm_basic_model_2_multimer_v3_pred_9.pdb,0.599
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_8.pdb,0.597
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_3.pdb,0.597
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_0.pdb,0.596
afm_woTemplates_model_1_multimer_v3_pred_13.pdb,0.596
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_6.pdb,0.595
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_7.pdb,0.595
afm_woTemplates_model_5_multimer_v3_pred_13.pdb,0.595
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_10.pdb,0.595
afm_basic_model_1_multimer_v3_pred_2.pdb,0.594
afm_woTemplates_model_5_multimer_v3_pred_11.pdb,0.592
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_9.pdb,0.592
afm_dropout_full_model_4_multimer_v3_pred_4.pdb,0.589
afm_woTemplates_model_4_multimer_v3_pred_4.pdb,0.589
afm_woTemplates_model_2_multimer_v3_pred_1.pdb,0.587
afm_woTemplates_model_5_multimer_v3_pred_14.pdb,0.587
afm_dropout_full_model_4_multimer_v3_pred_9.pdb,0.587
afm_dropout_full_model_2_multimer_v3_pred_3.pdb,0.587
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_16.pdb,0.587
afm_woTemplates_model_5_multimer_v3_pred_5.pdb,0.587
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_13.pdb,0.587
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_10.pdb,0.586
afm_basic_model_1_multimer_v3_pred_10.pdb,0.586
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_2.pdb,0.586
afm_dropout_full_model_3_multimer_v3_pred_6.pdb,0.585
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_11.pdb,0.584
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_8.pdb,0.582
afm_basic_model_2_multimer_v3_pred_12.pdb,0.582
afm_woTemplates_model_5_multimer_v3_pred_2.pdb,0.577
afm_dropout_full_model_4_multimer_v3_pred_5.pdb,0.577
cf_woTemplates_model_1_multimer_v3_pred_1.pdb,0.577
afm_woTemplates_model_2_multimer_v3_pred_13.pdb,0.576
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_16.pdb,0.575
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_8.pdb,0.575
afm_basic_model_2_multimer_v3_pred_8.pdb,0.575
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_0.pdb,0.573
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_0.pdb,0.573
afm_woTemplates_model_5_multimer_v3_pred_9.pdb,0.572
afm_woTemplates_model_2_multimer_v3_pred_12.pdb,0.568
cf_woTemplates_model_1_multimer_v3_pred_11.pdb,0.568
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_0.pdb,0.568
afm_woTemplates_model_4_multimer_v3_pred_15.pdb,0.566
afm_woTemplates_model_4_multimer_v3_pred_8.pdb,0.566
afm_dropout_full_model_2_multimer_v3_pred_14.pdb,0.566
cf_woTemplates_model_5_multimer_v3_pred_12.pdb,0.566
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_3.pdb,0.565
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_15.pdb,0.563
afm_basic_model_4_multimer_v3_pred_13.pdb,0.563
afm_basic_model_2_multimer_v3_pred_3.pdb,0.562
afm_dropout_full_model_5_multimer_v3_pred_5.pdb,0.562
afm_woTemplates_model_2_multimer_v3_pred_6.pdb,0.561
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_12.pdb,0.56
afm_basic_model_5_multimer_v3_pred_7.pdb,0.559
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_4.pdb,0.559
afm_woTemplates_model_3_multimer_v3_pred_15.pdb,0.558
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_1.pdb,0.557
afm_woTemplates_model_4_multimer_v3_pred_14.pdb,0.556
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_3.pdb,0.556
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_6.pdb,0.556
afm_basic_model_5_multimer_v3_pred_6.pdb,0.555
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_15.pdb,0.554
afm_woTemplates_model_1_multimer_v3_pred_10.pdb,0.554
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_12.pdb,0.554
afm_dropout_full_woTemplates_r3_model_1_multimer_v3_pred_10.pdb,0.554
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_10.pdb,0.554
afm_basic_model_5_multimer_v3_pred_0.pdb,0.553
afm_woTemplates_model_2_multimer_v3_pred_16.pdb,0.553
cf_woTemplates_model_3_multimer_v3_pred_6.pdb,0.552
afm_basic_model_2_multimer_v3_pred_4.pdb,0.552
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_3.pdb,0.55
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_6.pdb,0.548
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_12.pdb,0.543
