model_name,ips
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_6.pdb,0.895
afm_dropout_full_model_1_multimer_v3_pred_16.pdb,0.882
afm_basic_model_2_multimer_v2_pred_1.pdb,0.876
afm_dropout_full_model_1_multimer_v3_pred_13.pdb,0.873
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_8.pdb,0.869
afm_dropout_full_model_1_multimer_v3_pred_8.pdb,0.865
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_8.pdb,0.861
cf_woTemplates_model_3_multimer_v3_pred_6.pdb,0.86
cf_woTemplates_model_3_multimer_v3_pred_8.pdb,0.86
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_14.pdb,0.86
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_1.pdb,0.856
afm_basic_model_2_multimer_v2_pred_13.pdb,0.855
afm_dropout_full_model_1_multimer_v3_pred_14.pdb,0.854
afm_woTemplates_model_2_multimer_v2_pred_13.pdb,0.852
afm_woTemplates_model_1_multimer_v2_pred_13.pdb,0.851
afm_dropout_full_model_1_multimer_v3_pred_4.pdb,0.85
afm_basic_model_1_multimer_v2_pred_7.pdb,0.848
afm_basic_model_2_multimer_v2_pred_0.pdb,0.848
cf_woTemplates_model_3_multimer_v3_pred_0.pdb,0.847
afm_basic_model_2_multimer_v2_pred_5.pdb,0.847
afm_dropout_full_model_1_multimer_v3_pred_9.pdb,0.847
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_5.pdb,0.845
cf_woTemplates_model_3_multimer_v3_pred_7.pdb,0.844
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_3.pdb,0.843
afm_basic_model_1_multimer_v2_pred_10.pdb,0.842
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_12.pdb,0.841
cf_woTemplates_model_3_multimer_v3_pred_3.pdb,0.841
afm_basic_model_1_multimer_v2_pred_6.pdb,0.84
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_15.pdb,0.84
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_12.pdb,0.839
cf_woTemplates_model_3_multimer_v3_pred_9.pdb,0.839
afm_basic_model_1_multimer_v2_pred_1.pdb,0.838
afm_basic_model_2_multimer_v2_pred_16.pdb,0.837
afm_basic_model_2_multimer_v2_pred_10.pdb,0.837
cf_woTemplates_model_3_multimer_v3_pred_16.pdb,0.837
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_13.pdb,0.837
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_3.pdb,0.836
cf_woTemplates_model_3_multimer_v3_pred_12.pdb,0.835
afm_basic_model_1_multimer_v2_pred_16.pdb,0.835
cf_woTemplates_model_3_multimer_v3_pred_15.pdb,0.835
afm_dropout_full_woTemplates_r3_model_1_multimer_v3_pred_8.pdb,0.835
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_11.pdb,0.834
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_0.pdb,0.833
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_7.pdb,0.833
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_5.pdb,0.832
cf_woTemplates_model_5_multimer_v2_pred_3.pdb,0.832
afm_dropout_full_model_1_multimer_v3_pred_12.pdb,0.832
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_12.pdb,0.832
afm_woTemplates_model_3_multimer_v2_pred_8.pdb,0.83
afm_dropout_full_model_1_multimer_v3_pred_6.pdb,0.83
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_14.pdb,0.829
cf_woTemplates_model_1_multimer_v3_pred_9.pdb,0.828
afm_basic_model_1_multimer_v2_pred_15.pdb,0.828
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_12.pdb,0.826
afm_basic_model_2_multimer_v2_pred_3.pdb,0.826
afm_basic_model_1_multimer_v2_pred_0.pdb,0.826
afm_basic_model_1_multimer_v2_pred_11.pdb,0.825
afm_basic_model_2_multimer_v2_pred_15.pdb,0.825
afm_basic_model_2_multimer_v2_pred_6.pdb,0.825
cf_woTemplates_model_3_multimer_v2_pred_12.pdb,0.825
afm_dropout_full_model_1_multimer_v3_pred_7.pdb,0.825
afm_woTemplates_model_3_multimer_v2_pred_3.pdb,0.825
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_3.pdb,0.824
afm_basic_model_1_multimer_v3_pred_10.pdb,0.824
cf_woTemplates_model_2_multimer_v3_pred_0.pdb,0.824
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_2.pdb,0.824
afm_dropout_full_model_1_multimer_v3_pred_5.pdb,0.824
afm_basic_model_2_multimer_v2_pred_14.pdb,0.823
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_4.pdb,0.823
afm_basic_model_1_multimer_v2_pred_12.pdb,0.823
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_10.pdb,0.823
afm_woTemplates_model_3_multimer_v2_pred_4.pdb,0.822
afm_woTemplates_model_2_multimer_v2_pred_1.pdb,0.821
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_0.pdb,0.821
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_13.pdb,0.82
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_5.pdb,0.82
afm_woTemplates_model_2_multimer_v2_pred_0.pdb,0.82
cf_woTemplates_model_1_multimer_v2_pred_8.pdb,0.82
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_15.pdb,0.82
afm_dropout_full_model_5_multimer_v3_pred_0.pdb,0.819
afm_basic_model_2_multimer_v2_pred_12.pdb,0.819
cf_woTemplates_model_3_multimer_v3_pred_11.pdb,0.818
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_10.pdb,0.818
afm_woTemplates_model_2_multimer_v2_pred_7.pdb,0.817
afm_woTemplates_model_2_multimer_v2_pred_15.pdb,0.817
afm_basic_model_1_multimer_v3_pred_11.pdb,0.817
cf_woTemplates_model_3_multimer_v3_pred_1.pdb,0.817
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_4.pdb,0.816
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_15.pdb,0.814
cf_woTemplates_model_1_multimer_v3_pred_7.pdb,0.814
afm_woTemplates_model_3_multimer_v2_pred_16.pdb,0.814
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_0.pdb,0.813
afm_basic_model_1_multimer_v3_pred_15.pdb,0.813
afm_woTemplates_model_1_multimer_v3_pred_1.pdb,0.812
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_5.pdb,0.812
afm_dropout_full_woTemplates_r3_model_1_multimer_v3_pred_0.pdb,0.812
cf_woTemplates_model_3_multimer_v3_pred_14.pdb,0.812
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_8.pdb,0.812
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_0.pdb,0.812
afm_basic_model_2_multimer_v2_pred_11.pdb,0.812
afm_dropout_full_woTemplates_r3_model_1_multimer_v3_pred_10.pdb,0.812
cf_woTemplates_model_3_multimer_v3_pred_2.pdb,0.812
afm_dropout_full_woTemplates_r3_model_1_multimer_v3_pred_15.pdb,0.812
afm_basic_model_1_multimer_v2_pred_13.pdb,0.811
afm_woTemplates_model_1_multimer_v3_pred_2.pdb,0.811
cf_woTemplates_model_2_multimer_v3_pred_2.pdb,0.811
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_5.pdb,0.811
afm_dropout_full_woTemplates_r3_model_1_multimer_v3_pred_11.pdb,0.811
afm_dropout_full_model_1_multimer_v3_pred_1.pdb,0.811
cf_woTemplates_model_3_multimer_v3_pred_4.pdb,0.81
afm_basic_model_2_multimer_v2_pred_2.pdb,0.81
afm_basic_model_1_multimer_v2_pred_3.pdb,0.81
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_3.pdb,0.81
