model_name,ics
afm_dropout_full_model_1_multimer_v3_pred_16.pdb,0.84
afm_dropout_full_model_1_multimer_v3_pred_4.pdb,0.826
afm_dropout_full_model_1_multimer_v3_pred_13.pdb,0.809
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_6.pdb,0.809
afm_dropout_full_model_1_multimer_v3_pred_12.pdb,0.802
afm_dropout_full_model_5_multimer_v3_pred_0.pdb,0.798
afm_woTemplates_model_1_multimer_v3_pred_2.pdb,0.797
cf_woTemplates_model_3_multimer_v3_pred_11.pdb,0.792
afm_basic_model_1_multimer_v3_pred_15.pdb,0.779
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_8.pdb,0.778
afm_basic_model_1_multimer_v3_pred_0.pdb,0.777
afm_dropout_full_model_1_multimer_v3_pred_10.pdb,0.765
afm_dropout_full_model_4_multimer_v3_pred_10.pdb,0.761
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_13.pdb,0.759
afm_dropout_full_model_1_multimer_v3_pred_9.pdb,0.758
afm_basic_model_1_multimer_v3_pred_4.pdb,0.755
cf_woTemplates_model_1_multimer_v3_pred_2.pdb,0.755
afm_dropout_full_model_1_multimer_v3_pred_1.pdb,0.754
afm_basic_model_1_multimer_v3_pred_14.pdb,0.751
afm_woTemplates_model_1_multimer_v3_pred_5.pdb,0.747
afm_basic_model_1_multimer_v3_pred_3.pdb,0.745
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_2.pdb,0.744
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_5.pdb,0.743
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_12.pdb,0.742
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_5.pdb,0.739
afm_basic_model_1_multimer_v3_pred_9.pdb,0.738
afm_dropout_full_model_5_multimer_v3_pred_4.pdb,0.735
cf_woTemplates_model_4_multimer_v3_pred_2.pdb,0.735
afm_woTemplates_model_3_multimer_v3_pred_8.pdb,0.735
cf_woTemplates_model_1_multimer_v3_pred_14.pdb,0.734
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_6.pdb,0.734
afm_basic_model_4_multimer_v3_pred_6.pdb,0.734
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_5.pdb,0.733
cf_woTemplates_model_5_multimer_v3_pred_15.pdb,0.733
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_13.pdb,0.729
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_8.pdb,0.729
afm_dropout_full_model_5_multimer_v3_pred_2.pdb,0.727
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_15.pdb,0.727
afm_basic_model_4_multimer_v3_pred_16.pdb,0.726
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_14.pdb,0.726
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_5.pdb,0.724
afm_woTemplates_model_3_multimer_v3_pred_4.pdb,0.723
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_1.pdb,0.723
afm_dropout_full_model_1_multimer_v3_pred_8.pdb,0.717
cf_woTemplates_model_1_multimer_v3_pred_11.pdb,0.717
afm_dropout_full_model_5_multimer_v3_pred_1.pdb,0.712
cf_woTemplates_model_5_multimer_v3_pred_5.pdb,0.712
afm_basic_model_1_multimer_v3_pred_7.pdb,0.712
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_9.pdb,0.71
cf_woTemplates_model_1_multimer_v3_pred_9.pdb,0.709
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_0.pdb,0.707
afm_basic_model_1_multimer_v3_pred_13.pdb,0.707
afm_woTemplates_model_3_multimer_v3_pred_9.pdb,0.706
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_4.pdb,0.705
afm_basic_model_2_multimer_v3_pred_5.pdb,0.701
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_3.pdb,0.701
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_15.pdb,0.7
afm_woTemplates_model_5_multimer_v3_pred_13.pdb,0.7
afm_basic_model_1_multimer_v3_pred_6.pdb,0.698
afm_basic_model_1_multimer_v3_pred_11.pdb,0.697
afm_dropout_full_model_2_multimer_v3_pred_14.pdb,0.696
afm_basic_model_1_multimer_v3_pred_2.pdb,0.696
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_6.pdb,0.695
afm_dropout_full_model_1_multimer_v3_pred_3.pdb,0.694
afm_woTemplates_model_3_multimer_v3_pred_16.pdb,0.692
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_0.pdb,0.691
cf_woTemplates_model_3_multimer_v3_pred_6.pdb,0.69
afm_dropout_full_model_1_multimer_v3_pred_11.pdb,0.69
afm_dropout_full_model_5_multimer_v3_pred_12.pdb,0.689
afm_basic_model_1_multimer_v3_pred_5.pdb,0.689
afm_dropout_full_model_3_multimer_v3_pred_5.pdb,0.688
afm_woTemplates_model_4_multimer_v3_pred_16.pdb,0.688
afm_basic_model_5_multimer_v3_pred_16.pdb,0.687
afm_basic_model_1_multimer_v3_pred_10.pdb,0.685
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_5.pdb,0.683
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_0.pdb,0.683
afm_woTemplates_model_1_multimer_v3_pred_13.pdb,0.683
afm_dropout_full_model_4_multimer_v3_pred_1.pdb,0.683
afm_dropout_full_model_5_multimer_v3_pred_14.pdb,0.681
afm_woTemplates_model_5_multimer_v3_pred_6.pdb,0.681
afm_dropout_full_model_3_multimer_v3_pred_9.pdb,0.68
afm_woTemplates_model_5_multimer_v3_pred_3.pdb,0.68
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_16.pdb,0.68
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_13.pdb,0.68
afm_woTemplates_model_1_multimer_v3_pred_9.pdb,0.679
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_6.pdb,0.678
cf_woTemplates_model_2_multimer_v3_pred_0.pdb,0.678
afm_basic_model_1_multimer_v2_pred_7.pdb,0.677
afm_woTemplates_model_3_multimer_v3_pred_13.pdb,0.675
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_10.pdb,0.673
afm_woTemplates_model_5_multimer_v3_pred_14.pdb,0.672
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_2.pdb,0.672
cf_woTemplates_model_1_multimer_v3_pred_3.pdb,0.671
afm_basic_model_1_multimer_v3_pred_1.pdb,0.671
afm_dropout_full_model_5_multimer_v3_pred_3.pdb,0.67
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_6.pdb,0.67
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_14.pdb,0.668
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_1.pdb,0.667
afm_basic_model_5_multimer_v3_pred_2.pdb,0.667
afm_dropout_full_model_3_multimer_v3_pred_6.pdb,0.667
afm_woTemplates_model_2_multimer_v2_pred_15.pdb,0.665
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_5.pdb,0.665
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_11.pdb,0.664
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_11.pdb,0.664
afm_woTemplates_model_5_multimer_v3_pred_8.pdb,0.663
afm_basic_model_5_multimer_v3_pred_10.pdb,0.661
afm_woTemplates_model_3_multimer_v3_pred_10.pdb,0.661
afm_woTemplates_model_1_multimer_v3_pred_11.pdb,0.661
afm_woTemplates_model_2_multimer_v3_pred_16.pdb,0.661
afm_dropout_full_model_1_multimer_v3_pred_14.pdb,0.66
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_1.pdb,0.66
afm_basic_model_5_multimer_v3_pred_6.pdb,0.659
afm_dropout_full_model_3_multimer_v3_pred_2.pdb,0.658
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_8.pdb,0.658
cf_woTemplates_model_4_multimer_v3_pred_14.pdb,0.658
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_3.pdb,0.657
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_9.pdb,0.657
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_10.pdb,0.656
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_3.pdb,0.655
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_16.pdb,0.654
afm_woTemplates_model_1_multimer_v3_pred_6.pdb,0.654
afm_basic_model_5_multimer_v3_pred_7.pdb,0.652
afm_dropout_full_model_4_multimer_v3_pred_4.pdb,0.649
afm_basic_model_2_multimer_v3_pred_4.pdb,0.648
afm_dropout_full_model_5_multimer_v3_pred_15.pdb,0.646
afm_woTemplates_model_3_multimer_v3_pred_15.pdb,0.645
afm_basic_model_1_multimer_v2_pred_6.pdb,0.644
cf_woTemplates_model_5_multimer_v3_pred_14.pdb,0.644
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_3.pdb,0.643
afm_dropout_full_model_2_multimer_v3_pred_4.pdb,0.643
cf_woTemplates_model_5_multimer_v3_pred_10.pdb,0.641
afm_basic_model_2_multimer_v3_pred_1.pdb,0.641
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_8.pdb,0.64
afm_basic_model_2_multimer_v3_pred_6.pdb,0.64
afm_dropout_full_model_5_multimer_v3_pred_10.pdb,0.64
afm_basic_model_2_multimer_v3_pred_2.pdb,0.64
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_10.pdb,0.64
afm_dropout_full_woTemplates_r3_model_1_multimer_v3_pred_10.pdb,0.639
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_6.pdb,0.636
afm_basic_model_2_multimer_v3_pred_7.pdb,0.636
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_10.pdb,0.636
afm_dropout_full_woTemplates_r3_model_1_multimer_v3_pred_8.pdb,0.636
afm_basic_model_5_multimer_v3_pred_1.pdb,0.635
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_8.pdb,0.635
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_6.pdb,0.635
afm_dropout_full_model_5_multimer_v3_pred_7.pdb,0.634
afm_dropout_full_model_4_multimer_v3_pred_9.pdb,0.633
cf_woTemplates_model_1_multimer_v3_pred_1.pdb,0.633
afm_basic_model_2_multimer_v3_pred_13.pdb,0.632
afm_dropout_full_woTemplates_r3_model_1_multimer_v3_pred_15.pdb,0.632
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_8.pdb,0.631
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_3.pdb,0.631
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_11.pdb,0.63
afm_woTemplates_model_4_multimer_v3_pred_5.pdb,0.63
afm_basic_model_2_multimer_v3_pred_15.pdb,0.63
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_7.pdb,0.629
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_10.pdb,0.627
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_5.pdb,0.624
cf_woTemplates_model_4_multimer_v3_pred_8.pdb,0.624
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_3.pdb,0.623
afm_woTemplates_model_2_multimer_v3_pred_3.pdb,0.622
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_13.pdb,0.622
afm_woTemplates_model_5_multimer_v3_pred_11.pdb,0.621
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_11.pdb,0.62
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_16.pdb,0.618
afm_woTemplates_model_5_multimer_v3_pred_0.pdb,0.618
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_1.pdb,0.618
afm_basic_model_2_multimer_v3_pred_9.pdb,0.617
cf_woTemplates_model_5_multimer_v3_pred_12.pdb,0.617
afm_woTemplates_model_4_multimer_v3_pred_8.pdb,0.616
afm_woTemplates_model_2_multimer_v3_pred_6.pdb,0.614
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_2.pdb,0.614
afm_dropout_full_model_2_multimer_v3_pred_3.pdb,0.613
afm_basic_model_2_multimer_v2_pred_1.pdb,0.612
afm_woTemplates_model_1_multimer_v3_pred_10.pdb,0.611
afm_basic_model_5_multimer_v3_pred_12.pdb,0.61
afm_woTemplates_model_5_multimer_v3_pred_9.pdb,0.61
afm_woTemplates_model_5_multimer_v3_pred_15.pdb,0.61
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_2.pdb,0.61
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_14.pdb,0.609
afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_11.pdb,0.608
