model_name,lddt
afm_dropout_full_model_1_multimer_v3_pred_4.pdb,0.787
afm_dropout_full_model_1_multimer_v3_pred_16.pdb,0.784
afm_dropout_full_model_1_multimer_v3_pred_10.pdb,0.777
afm_dropout_full_model_4_multimer_v3_pred_10.pdb,0.777
afm_basic_model_1_multimer_v3_pred_15.pdb,0.775
afm_dropout_full_model_5_multimer_v3_pred_0.pdb,0.772
afm_basic_model_1_multimer_v3_pred_9.pdb,0.765
afm_woTemplates_model_3_multimer_v3_pred_4.pdb,0.764
afm_basic_model_1_multimer_v3_pred_0.pdb,0.757
afm_dropout_full_model_1_multimer_v3_pred_12.pdb,0.756
afm_woTemplates_model_1_multimer_v3_pred_2.pdb,0.755
cf_woTemplates_model_3_multimer_v3_pred_11.pdb,0.75
afm_basic_model_4_multimer_v3_pred_16.pdb,0.747
afm_woTemplates_model_1_multimer_v3_pred_5.pdb,0.744
afm_dropout_full_model_4_multimer_v3_pred_1.pdb,0.743
afm_woTemplates_model_3_multimer_v3_pred_10.pdb,0.74
afm_basic_model_1_multimer_v3_pred_7.pdb,0.736
afm_basic_model_1_multimer_v3_pred_1.pdb,0.736
afm_basic_model_1_multimer_v3_pred_6.pdb,0.733
cf_woTemplates_model_1_multimer_v3_pred_9.pdb,0.731
afm_dropout_full_model_1_multimer_v3_pred_9.pdb,0.73
cf_woTemplates_model_4_multimer_v3_pred_2.pdb,0.728
afm_dropout_full_model_5_multimer_v3_pred_14.pdb,0.727
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_6.pdb,0.727
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_5.pdb,0.725
afm_basic_model_1_multimer_v3_pred_14.pdb,0.725
afm_woTemplates_model_5_multimer_v3_pred_3.pdb,0.724
afm_basic_model_1_multimer_v3_pred_3.pdb,0.721
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_13.pdb,0.721
afm_woTemplates_model_1_multimer_v3_pred_9.pdb,0.72
afm_woTemplates_model_5_multimer_v3_pred_6.pdb,0.72
afm_dropout_full_model_1_multimer_v3_pred_8.pdb,0.719
afm_woTemplates_model_3_multimer_v3_pred_8.pdb,0.719
afm_basic_model_1_multimer_v3_pred_4.pdb,0.717
afm_woTemplates_model_3_multimer_v3_pred_9.pdb,0.717
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_6.pdb,0.717
afm_dropout_full_model_5_multimer_v3_pred_2.pdb,0.714
afm_basic_model_1_multimer_v3_pred_11.pdb,0.712
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_13.pdb,0.712
cf_woTemplates_model_4_multimer_v3_pred_14.pdb,0.71
afm_dropout_full_model_5_multimer_v3_pred_3.pdb,0.709
afm_dropout_full_model_5_multimer_v3_pred_4.pdb,0.707
cf_woTemplates_model_5_multimer_v3_pred_14.pdb,0.705
cf_woTemplates_model_5_multimer_v3_pred_15.pdb,0.704
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_5.pdb,0.704
afm_woTemplates_model_3_multimer_v3_pred_13.pdb,0.703
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_6.pdb,0.702
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_8.pdb,0.698
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_15.pdb,0.698
afm_woTemplates_model_5_multimer_v3_pred_15.pdb,0.697
afm_woTemplates_model_4_multimer_v3_pred_5.pdb,0.697
afm_woTemplates_model_1_multimer_v3_pred_16.pdb,0.695
afm_woTemplates_model_2_multimer_v3_pred_15.pdb,0.694
cf_woTemplates_model_5_multimer_v3_pred_5.pdb,0.693
afm_basic_model_5_multimer_v3_pred_16.pdb,0.692
afm_basic_model_2_multimer_v3_pred_2.pdb,0.692
afm_dropout_full_model_1_multimer_v3_pred_3.pdb,0.691
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_8.pdb,0.691
cf_woTemplates_model_4_multimer_v3_pred_12.pdb,0.691
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_8.pdb,0.69
afm_basic_model_2_multimer_v3_pred_10.pdb,0.688
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_5.pdb,0.687
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_9.pdb,0.687
afm_dropout_full_model_1_multimer_v3_pred_1.pdb,0.686
afm_woTemplates_model_5_multimer_v3_pred_8.pdb,0.685
afm_dropout_full_model_1_multimer_v3_pred_11.pdb,0.685
afm_woTemplates_model_4_multimer_v3_pred_16.pdb,0.685
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_5.pdb,0.684
afm_basic_model_5_multimer_v3_pred_13.pdb,0.684
afm_dropout_full_model_5_multimer_v3_pred_10.pdb,0.684
afm_dropout_full_model_5_multimer_v3_pred_12.pdb,0.684
afm_dropout_full_model_1_multimer_v3_pred_13.pdb,0.684
cf_woTemplates_model_2_multimer_v3_pred_0.pdb,0.684
afm_basic_model_4_multimer_v3_pred_13.pdb,0.684
afm_woTemplates_model_5_multimer_v3_pred_2.pdb,0.683
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_5.pdb,0.683
afm_dropout_full_model_3_multimer_v3_pred_2.pdb,0.682
afm_woTemplates_model_5_multimer_v3_pred_5.pdb,0.682
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_1.pdb,0.682
afm_dropout_full_model_3_multimer_v3_pred_9.pdb,0.68
afm_woTemplates_model_5_multimer_v3_pred_14.pdb,0.68
afm_dropout_full_model_3_multimer_v3_pred_5.pdb,0.679
cf_woTemplates_model_1_multimer_v3_pred_3.pdb,0.677
afm_dropout_full_model_5_multimer_v3_pred_1.pdb,0.676
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_3.pdb,0.676
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_2.pdb,0.676
afm_basic_model_2_multimer_v3_pred_15.pdb,0.676
afm_dropout_full_model_4_multimer_v3_pred_9.pdb,0.675
cf_woTemplates_model_4_multimer_v3_pred_3.pdb,0.675
cf_woTemplates_model_1_multimer_v3_pred_2.pdb,0.674
cf_woTemplates_model_5_multimer_v3_pred_12.pdb,0.673
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_10.pdb,0.673
afm_basic_model_1_multimer_v3_pred_13.pdb,0.672
afm_woTemplates_model_5_multimer_v3_pred_11.pdb,0.671
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_2.pdb,0.671
afm_basic_model_2_multimer_v3_pred_9.pdb,0.67
afm_woTemplates_model_2_multimer_v3_pred_1.pdb,0.669
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_6.pdb,0.669
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_11.pdb,0.669
afm_basic_model_1_multimer_v3_pred_5.pdb,0.669
afm_dropout_full_model_4_multimer_v3_pred_4.pdb,0.668
afm_basic_model_2_multimer_v3_pred_1.pdb,0.667
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_14.pdb,0.666
afm_woTemplates_model_2_multimer_v3_pred_13.pdb,0.665
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_13.pdb,0.665
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_14.pdb,0.665
afm_woTemplates_model_3_multimer_v3_pred_16.pdb,0.664
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_10.pdb,0.663
afm_basic_model_4_multimer_v3_pred_6.pdb,0.663
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_3.pdb,0.661
cf_woTemplates_model_3_multimer_v3_pred_6.pdb,0.661
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_5.pdb,0.661
cf_woTemplates_model_1_multimer_v3_pred_1.pdb,0.661
afm_basic_model_2_multimer_v3_pred_7.pdb,0.661
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_3.pdb,0.66
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_1.pdb,0.659
afm_basic_model_4_multimer_v3_pred_3.pdb,0.659
afm_woTemplates_model_3_multimer_v3_pred_7.pdb,0.658
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_0.pdb,0.657
afm_basic_model_4_multimer_v3_pred_7.pdb,0.657
afm_woTemplates_model_5_multimer_v3_pred_13.pdb,0.657
afm_basic_model_4_multimer_v3_pred_9.pdb,0.657
afm_basic_model_2_multimer_v3_pred_8.pdb,0.656
afm_basic_model_5_multimer_v3_pred_0.pdb,0.655
afm_woTemplates_model_5_multimer_v3_pred_10.pdb,0.655
afm_basic_model_2_multimer_v3_pred_6.pdb,0.654
afm_woTemplates_model_2_multimer_v3_pred_12.pdb,0.654
cf_woTemplates_model_5_multimer_v3_pred_7.pdb,0.654
afm_woTemplates_model_1_multimer_v3_pred_10.pdb,0.654
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_14.pdb,0.653
afm_basic_model_2_multimer_v3_pred_14.pdb,0.653
afm_dropout_full_model_5_multimer_v3_pred_6.pdb,0.652
afm_basic_model_5_multimer_v3_pred_9.pdb,0.652
afm_dropout_full_model_5_multimer_v3_pred_5.pdb,0.652
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_16.pdb,0.651
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_3.pdb,0.65
afm_dropout_full_model_3_multimer_v3_pred_6.pdb,0.65
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_6.pdb,0.649
afm_basic_model_1_multimer_v3_pred_10.pdb,0.647
cf_woTemplates_model_1_multimer_v3_pred_14.pdb,0.647
afm_woTemplates_model_4_multimer_v3_pred_4.pdb,0.646
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_15.pdb,0.646
afm_woTemplates_model_2_multimer_v3_pred_6.pdb,0.645
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_3.pdb,0.644
