model_name,qs_best
afm_woTemplates_model_1_multimer_v3_pred_2.pdb,0.937
afm_basic_model_1_multimer_v3_pred_14.pdb,0.934
afm_dropout_full_model_1_multimer_v3_pred_16.pdb,0.932
afm_dropout_full_model_1_multimer_v3_pred_4.pdb,0.931
afm_basic_model_1_multimer_v3_pred_15.pdb,0.93
afm_dropout_full_model_3_multimer_v3_pred_2.pdb,0.929
afm_basic_model_1_multimer_v3_pred_4.pdb,0.928
afm_woTemplates_model_3_multimer_v3_pred_10.pdb,0.927
afm_woTemplates_model_3_multimer_v3_pred_4.pdb,0.927
afm_dropout_full_model_5_multimer_v3_pred_0.pdb,0.925
afm_basic_model_4_multimer_v3_pred_16.pdb,0.925
afm_basic_model_1_multimer_v3_pred_3.pdb,0.924
afm_basic_model_1_multimer_v3_pred_9.pdb,0.924
afm_dropout_full_model_4_multimer_v3_pred_10.pdb,0.924
afm_woTemplates_model_3_multimer_v3_pred_8.pdb,0.923
afm_woTemplates_model_3_multimer_v3_pred_9.pdb,0.922
afm_basic_model_1_multimer_v3_pred_0.pdb,0.921
afm_dropout_full_model_5_multimer_v3_pred_1.pdb,0.912
afm_woTemplates_model_3_multimer_v3_pred_16.pdb,0.912
afm_basic_model_2_multimer_v3_pred_5.pdb,0.906
cf_woTemplates_model_3_multimer_v3_pred_11.pdb,0.905
afm_dropout_full_model_5_multimer_v3_pred_2.pdb,0.905
cf_woTemplates_model_1_multimer_v3_pred_2.pdb,0.902
afm_dropout_full_model_1_multimer_v3_pred_12.pdb,0.896
afm_dropout_full_model_1_multimer_v3_pred_13.pdb,0.891
afm_dropout_full_model_1_multimer_v3_pred_10.pdb,0.89
afm_woTemplates_model_3_multimer_v3_pred_13.pdb,0.889
afm_basic_model_4_multimer_v3_pred_6.pdb,0.881
afm_dropout_full_model_1_multimer_v3_pred_1.pdb,0.881
cf_woTemplates_model_4_multimer_v3_pred_2.pdb,0.875
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_6.pdb,0.871
afm_basic_model_5_multimer_v3_pred_6.pdb,0.87
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_6.pdb,0.869
afm_basic_model_1_multimer_v3_pred_2.pdb,0.869
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_2.pdb,0.866
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_3.pdb,0.861
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_16.pdb,0.86
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_9.pdb,0.86
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_6.pdb,0.852
afm_basic_model_2_multimer_v3_pred_6.pdb,0.849
afm_woTemplates_model_1_multimer_v3_pred_5.pdb,0.849
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_13.pdb,0.848
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_5.pdb,0.847
afm_dropout_full_model_3_multimer_v3_pred_5.pdb,0.846
afm_dropout_full_model_3_multimer_v3_pred_9.pdb,0.845
afm_dropout_full_model_2_multimer_v3_pred_14.pdb,0.845
cf_woTemplates_model_5_multimer_v3_pred_5.pdb,0.843
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_8.pdb,0.837
afm_woTemplates_model_1_multimer_v3_pred_6.pdb,0.837
afm_woTemplates_model_5_multimer_v3_pred_13.pdb,0.837
afm_dropout_full_model_1_multimer_v3_pred_9.pdb,0.836
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_6.pdb,0.833
afm_dropout_full_model_5_multimer_v3_pred_4.pdb,0.832
cf_woTemplates_model_4_multimer_v3_pred_14.pdb,0.832
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_12.pdb,0.83
cf_woTemplates_model_1_multimer_v3_pred_14.pdb,0.829
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_5.pdb,0.828
cf_woTemplates_model_1_multimer_v3_pred_11.pdb,0.826
afm_basic_model_1_multimer_v3_pred_6.pdb,0.826
afm_woTemplates_model_1_multimer_v3_pred_13.pdb,0.826
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_2.pdb,0.82
afm_basic_model_1_multimer_v3_pred_7.pdb,0.818
afm_woTemplates_model_4_multimer_v3_pred_14.pdb,0.816
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_14.pdb,0.812
afm_basic_model_1_multimer_v3_pred_5.pdb,0.809
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_8.pdb,0.809
afm_dropout_full_model_5_multimer_v3_pred_12.pdb,0.808
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_13.pdb,0.805
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_8.pdb,0.802
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_5.pdb,0.801
cf_woTemplates_model_5_multimer_v3_pred_15.pdb,0.8
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_11.pdb,0.799
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_11.pdb,0.798
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_3.pdb,0.793
afm_dropout_full_model_3_multimer_v3_pred_6.pdb,0.793
afm_dropout_full_model_2_multimer_v3_pred_4.pdb,0.792
afm_woTemplates_model_1_multimer_v3_pred_9.pdb,0.791
afm_dropout_full_model_5_multimer_v3_pred_14.pdb,0.786
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_14.pdb,0.786
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_11.pdb,0.785
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_15.pdb,0.784
afm_dropout_full_model_1_multimer_v3_pred_3.pdb,0.784
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_5.pdb,0.783
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_10.pdb,0.781
afm_woTemplates_model_2_multimer_v3_pred_4.pdb,0.78
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_12.pdb,0.779
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_15.pdb,0.778
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_6.pdb,0.778
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_10.pdb,0.776
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_5.pdb,0.775
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_4.pdb,0.775
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_1.pdb,0.775
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_3.pdb,0.774
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_0.pdb,0.774
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_16.pdb,0.774
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_15.pdb,0.773
afm_basic_model_1_multimer_v3_pred_13.pdb,0.773
cf_dropout_full_woTemplates_model_3_multimer_v3_pred_1.pdb,0.771
afm_basic_model_2_multimer_v3_pred_2.pdb,0.771
cf_woTemplates_model_1_multimer_v3_pred_3.pdb,0.77
afm_basic_model_2_multimer_v3_pred_7.pdb,0.77
afm_basic_model_2_multimer_v3_pred_10.pdb,0.77
afm_woTemplates_model_4_multimer_v3_pred_5.pdb,0.77
afm_basic_model_1_multimer_v3_pred_11.pdb,0.769
afm_dropout_full_model_4_multimer_v3_pred_1.pdb,0.769
afm_woTemplates_model_5_multimer_v3_pred_15.pdb,0.768
afm_basic_model_2_multimer_v3_pred_1.pdb,0.768
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_3.pdb,0.767
afm_basic_model_1_multimer_v3_pred_1.pdb,0.766
afm_woTemplates_model_2_multimer_v3_pred_16.pdb,0.766
cf_woTemplates_model_4_multimer_v3_pred_8.pdb,0.766
afm_woTemplates_model_5_multimer_v3_pred_3.pdb,0.765
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_7.pdb,0.765
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_6.pdb,0.765
afm_woTemplates_model_3_multimer_v3_pred_15.pdb,0.764
afm_basic_model_2_multimer_v3_pred_14.pdb,0.764
afm_woTemplates_model_5_multimer_v3_pred_6.pdb,0.762
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_9.pdb,0.762
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_16.pdb,0.761
afm_woTemplates_model_4_multimer_v3_pred_16.pdb,0.76
afm_basic_model_5_multimer_v3_pred_7.pdb,0.759
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_2.pdb,0.759
afm_woTemplates_model_4_multimer_v3_pred_9.pdb,0.758
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_10.pdb,0.758
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_10.pdb,0.758
afm_basic_model_5_multimer_v3_pred_16.pdb,0.757
afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_11.pdb,0.756
afm_woTemplates_model_5_multimer_v3_pred_14.pdb,0.756
afm_basic_model_2_multimer_v3_pred_15.pdb,0.756
afm_woTemplates_model_5_multimer_v3_pred_9.pdb,0.755
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_6.pdb,0.755
afm_dropout_full_model_5_multimer_v3_pred_10.pdb,0.752
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_15.pdb,0.752
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_10.pdb,0.75
afm_basic_model_5_multimer_v3_pred_10.pdb,0.748
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_6.pdb,0.748
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_9.pdb,0.747
afm_dropout_full_model_4_multimer_v3_pred_4.pdb,0.746
afm_dropout_full_model_5_multimer_v3_pred_3.pdb,0.746
afm_basic_model_5_multimer_v3_pred_12.pdb,0.746
afm_dropout_full_model_1_multimer_v3_pred_8.pdb,0.746
afm_basic_model_5_multimer_v3_pred_2.pdb,0.746
afm_dropout_full_model_3_multimer_v3_pred_7.pdb,0.744
afm_basic_model_5_multimer_v3_pred_1.pdb,0.743
cf_woTemplates_model_1_multimer_v3_pred_9.pdb,0.742
afm_basic_model_2_multimer_v3_pred_3.pdb,0.741
afm_woTemplates_model_2_multimer_v3_pred_13.pdb,0.74
cf_woTemplates_model_4_multimer_v3_pred_5.pdb,0.738
afm_woTemplates_model_5_multimer_v3_pred_8.pdb,0.736
cf_woTemplates_model_4_multimer_v3_pred_3.pdb,0.736
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_13.pdb,0.735
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_0.pdb,0.732
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_13.pdb,0.73
afm_woTemplates_model_5_multimer_v3_pred_11.pdb,0.729
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_8.pdb,0.729
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_1.pdb,0.729
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_2.pdb,0.729
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_13.pdb,0.727
cf_woTemplates_model_2_multimer_v3_pred_0.pdb,0.726
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_10.pdb,0.726
afm_woTemplates_model_2_multimer_v3_pred_6.pdb,0.725
afm_basic_model_2_multimer_v3_pred_4.pdb,0.724
afm_dropout_full_model_5_multimer_v3_pred_7.pdb,0.724
afm_woTemplates_model_2_multimer_v3_pred_1.pdb,0.723
afm_basic_model_2_multimer_v3_pred_9.pdb,0.723
cf_woTemplates_model_5_multimer_v3_pred_10.pdb,0.723
afm_basic_model_2_multimer_v3_pred_8.pdb,0.723
cf_woTemplates_model_5_multimer_v3_pred_14.pdb,0.722
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_0.pdb,0.722
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_9.pdb,0.722
afm_woTemplates_model_2_multimer_v3_pred_3.pdb,0.721
afm_dropout_full_model_5_multimer_v3_pred_6.pdb,0.721
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_0.pdb,0.72
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_10.pdb,0.719
afm_dropout_full_model_4_multimer_v3_pred_9.pdb,0.718
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_13.pdb,0.718
afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_0.pdb,0.717
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_7.pdb,0.716
afm_basic_model_2_multimer_v3_pred_13.pdb,0.716
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_8.pdb,0.716
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_12.pdb,0.715
afm_basic_model_1_multimer_v3_pred_10.pdb,0.715
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_11.pdb,0.715
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_1.pdb,0.714
afm_dropout_full_model_5_multimer_v3_pred_15.pdb,0.714
afm_dropout_full_model_1_multimer_v3_pred_11.pdb,0.713
afm_basic_model_2_multimer_v3_pred_0.pdb,0.711
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_1.pdb,0.711
afm_basic_model_2_multimer_v3_pred_12.pdb,0.71
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_12.pdb,0.709
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_1.pdb,0.709
afm_woTemplates_model_2_multimer_v3_pred_12.pdb,0.708
afm_woTemplates_model_1_multimer_v3_pred_11.pdb,0.708
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_3.pdb,0.707
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_0.pdb,0.704
cf_woTemplates_model_4_multimer_v3_pred_6.pdb,0.703
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_3.pdb,0.699
afm_basic_model_1_multimer_v3_pred_8.pdb,0.698
cf_woTemplates_model_3_multimer_v3_pred_6.pdb,0.698
afm_dropout_full_model_2_multimer_v3_pred_3.pdb,0.697
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_6.pdb,0.697
afm_woTemplates_model_2_multimer_v3_pred_15.pdb,0.696
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_5.pdb,0.694
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_8.pdb,0.692
afm_dropout_full_model_1_multimer_v3_pred_14.pdb,0.692
afm_basic_model_5_multimer_v3_pred_4.pdb,0.692
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_11.pdb,0.691
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_5.pdb,0.689
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_4.pdb,0.688
cf_woTemplates_model_4_multimer_v3_pred_12.pdb,0.688
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_0.pdb,0.688
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_8.pdb,0.684
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_15.pdb,0.684
afm_basic_model_1_multimer_v2_pred_7.pdb,0.684
cf_woTemplates_model_1_multimer_v3_pred_1.pdb,0.684
afm_woTemplates_model_2_multimer_v3_pred_10.pdb,0.684
cf_woTemplates_model_4_multimer_v3_pred_15.pdb,0.684
afm_dropout_full_woTemplates_r3_model_1_multimer_v3_pred_10.pdb,0.684
cf_woTemplates_model_1_multimer_v3_pred_12.pdb,0.683
afm_dropout_full_model_4_multimer_v3_pred_14.pdb,0.683
afm_woTemplates_model_1_multimer_v3_pred_10.pdb,0.682
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_9.pdb,0.68
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_2.pdb,0.68
afm_woTemplates_model_2_multimer_v3_pred_9.pdb,0.679
cf_woTemplates_model_5_multimer_v3_pred_12.pdb,0.679
cf_woTemplates_model_2_multimer_v3_pred_13.pdb,0.678
afm_woTemplates_model_4_multimer_v3_pred_11.pdb,0.677
afm_woTemplates_model_5_multimer_v3_pred_0.pdb,0.677
afm_woTemplates_model_2_multimer_v2_pred_15.pdb,0.676
afm_woTemplates_model_2_multimer_v3_pred_2.pdb,0.676
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_10.pdb,0.676
afm_woTemplates_model_5_multimer_v3_pred_7.pdb,0.673
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_16.pdb,0.671
cf_dropout_full_woTemplates_model_4_multimer_v3_pred_2.pdb,0.669
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_12.pdb,0.668
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_5.pdb,0.667
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_3.pdb,0.667
afm_dropout_full_model_2_multimer_v3_pred_6.pdb,0.667
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_14.pdb,0.665
afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_8.pdb,0.663
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_13.pdb,0.661
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_3.pdb,0.661
afm_dropout_full_woTemplates_model_4_multimer_v3_pred_9.pdb,0.661
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_14.pdb,0.661
afm_dropout_full_woTemplates_r3_model_1_multimer_v3_pred_15.pdb,0.66
afm_woTemplates_model_4_multimer_v3_pred_15.pdb,0.658
afm_woTemplates_model_2_multimer_v3_pred_14.pdb,0.658
afm_woTemplates_model_4_multimer_v3_pred_10.pdb,0.657
afm_woTemplates_model_4_multimer_v3_pred_4.pdb,0.654
