model_name,ips
afm_dropout_full_model_5_multimer_v2_pred_30.pdb,0.971
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_17.pdb,0.971
afm_woTemplates_model_3_multimer_v2_pred_26.pdb,0.971
afm_dropout_full_model_3_multimer_v2_pred_47.pdb,0.971
afm_basic_model_3_multimer_v2_pred_19.pdb,0.971
afm_woTemplates_model_3_multimer_v2_pred_0.pdb,0.971
afm_woTemplates_model_3_multimer_v2_pred_50.pdb,0.971
afm_dropout_full_model_3_multimer_v2_pred_18.pdb,0.971
afm_basic_model_3_multimer_v2_pred_30.pdb,0.961
afm_dropout_full_model_4_multimer_v3_pred_41.pdb,0.961
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_12.pdb,0.961
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_50.pdb,0.961
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_6.pdb,0.961
afm_dropout_full_model_3_multimer_v2_pred_4.pdb,0.961
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_15.pdb,0.961
afm_dropout_full_woTemplates_model_5_multimer_v2_pred_3.pdb,0.961
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_19.pdb,0.961
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_46.pdb,0.961
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_3.pdb,0.961
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_61.pdb,0.961
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_52.pdb,0.961
afm_dropout_full_model_5_multimer_v2_pred_54.pdb,0.961
afm_dropout_full_model_4_multimer_v3_pred_22.pdb,0.961
afm_dropout_full_model_5_multimer_v2_pred_46.pdb,0.952
afm_dropout_full_woTemplates_r3_model_1_multimer_v3_pred_51.pdb,0.952
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_64.pdb,0.951
afm_basic_model_4_multimer_v3_pred_47.pdb,0.951
afm_dropout_full_model_3_multimer_v2_pred_51.pdb,0.951
afm_basic_model_5_multimer_v2_pred_27.pdb,0.951
afm_basic_model_5_multimer_v2_pred_21.pdb,0.951
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_59.pdb,0.951
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_34.pdb,0.951
