model_name,rmsd
afm_basic_model_4_multimer_v1_pred_46.pdb,5.642
afm_woTemplates_model_4_multimer_v1_pred_34.pdb,5.574
afm_woTemplates_model_4_multimer_v1_pred_29.pdb,5.49
afm_woTemplates_model_4_multimer_v1_pred_20.pdb,5.456
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_45.pdb,4.072
afm_woTemplates_model_5_multimer_v3_pred_46.pdb,4.07
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_27.pdb,4.059
afm_woTemplates_model_2_multimer_v1_pred_30.pdb,3.974
afm_basic_model_5_multimer_v3_pred_4.pdb,3.969
afm_basic_model_5_multimer_v3_pred_31.pdb,3.968
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_36.pdb,3.942
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_17.pdb,3.906
cf_woTemplates_model_3_multimer_v1_pred_9.pdb,3.897
cf_woTemplates_model_3_multimer_v1_pred_47.pdb,3.883
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_4.pdb,3.882
cf_woTemplates_model_5_multimer_v1_pred_43.pdb,3.88
afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_42.pdb,3.875
afm_woTemplates_model_3_multimer_v3_pred_29.pdb,3.874
afm_woTemplates_model_4_multimer_v2_pred_12.pdb,3.871
cf_woTemplates_model_2_multimer_v1_pred_26.pdb,3.87
cf_woTemplates_model_3_multimer_v1_pred_35.pdb,3.868
afm_dropout_full_woTemplates_model_3_multimer_v1_pred_18.pdb,3.868
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_58.pdb,3.86
afm_woTemplates_model_4_multimer_v1_pred_54.pdb,3.857
afm_woTemplates_model_5_multimer_v1_pred_55.pdb,3.85
cf_woTemplates_model_1_multimer_v1_pred_50.pdb,3.845
afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_22.pdb,3.84
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_58.pdb,3.836
cf_dropout_full_woTemplates_model_2_multimer_v1_pred_17.pdb,3.835
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_13.pdb,3.834
afm_dropout_full_woTemplates_model_4_multimer_v2_pred_35.pdb,3.831
afm_woTemplates_model_5_multimer_v1_pred_52.pdb,3.829
afm_woTemplates_model_5_multimer_v3_pred_2.pdb,3.826
afm_woTemplates_model_1_multimer_v2_pred_21.pdb,3.818
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_51.pdb,3.814
cf_dropout_full_woTemplates_model_3_multimer_v1_pred_12.pdb,3.814
afm_woTemplates_model_4_multimer_v1_pred_3.pdb,3.811
afm_woTemplates_model_5_multimer_v1_pred_63.pdb,3.809
afm_woTemplates_model_5_multimer_v1_pred_6.pdb,3.804
afm_dropout_full_model_5_multimer_v1_pred_45.pdb,3.804
afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_13.pdb,3.792
afm_dropout_full_woTemplates_model_2_multimer_v2_pred_47.pdb,3.786
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_50.pdb,3.785
afm_dropout_full_woTemplates_model_4_multimer_v2_pred_63.pdb,3.783
cf_dropout_full_woTemplates_model_3_multimer_v1_pred_49.pdb,3.782
cf_woTemplates_model_3_multimer_v1_pred_2.pdb,3.78
cf_woTemplates_model_3_multimer_v1_pred_25.pdb,3.78
afm_woTemplates_model_5_multimer_v1_pred_42.pdb,3.777
afm_woTemplates_model_4_multimer_v2_pred_26.pdb,3.776
afm_dropout_full_model_4_multimer_v1_pred_63.pdb,3.774
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_58.pdb,3.772
afm_basic_model_4_multimer_v1_pred_54.pdb,3.77
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_39.pdb,3.757
afm_woTemplates_model_3_multimer_v1_pred_7.pdb,3.752
cf_woTemplates_model_3_multimer_v1_pred_38.pdb,3.752
afm_dropout_noSM_woTemplates_model_4_multimer_v2_pred_21.pdb,3.752
afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_29.pdb,3.749
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_40.pdb,3.744
afm_basic_model_3_multimer_v1_pred_29.pdb,3.742
afm_woTemplates_model_5_multimer_v3_pred_10.pdb,3.738
cf_dropout_full_woTemplates_model_3_multimer_v1_pred_15.pdb,3.732
afm_woTemplates_model_5_multimer_v3_pred_6.pdb,3.731
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_13.pdb,3.727
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_43.pdb,3.726
afm_woTemplates_model_1_multimer_v2_pred_3.pdb,3.725
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_52.pdb,3.725
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_24.pdb,3.722
afm_basic_model_2_multimer_v1_pred_36.pdb,3.721
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_62.pdb,3.72
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_11.pdb,3.71
afm_woTemplates_model_4_multimer_v3_pred_66.pdb,3.702
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_9.pdb,3.698
afm_dropout_full_woTemplates_model_3_multimer_v1_pred_33.pdb,3.695
afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_17.pdb,3.69
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_25.pdb,3.689
