model_name,oligo_gdtts
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_3.pdb,0.587
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_11.pdb,0.579
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_20.pdb,0.578
afm_dropout_full_woTemplates_r3_model_5_ptm_pred_59.pdb,0.578
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_0.pdb,0.577
afm_dropout_full_woTemplates_r3_model_1_ptm_pred_51.pdb,0.577
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_44.pdb,0.575
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_29.pdb,0.574
afm_dropout_full_woTemplates_r3_model_5_ptm_pred_66.pdb,0.574
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_47.pdb,0.574
afm_dropout_full_woTemplates_r3_model_1_ptm_pred_43.pdb,0.572
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_18.pdb,0.572
afm_dropout_full_woTemplates_r3_model_5_ptm_pred_8.pdb,0.571
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_8.pdb,0.57
afm_dropout_full_model_2_ptm_pred_47.pdb,0.57
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_6.pdb,0.57
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_56.pdb,0.57
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_40.pdb,0.57
afm_dropout_full_woTemplates_model_3_ptm_pred_63.pdb,0.57
afm_dropout_full_woTemplates_r3_model_1_ptm_pred_34.pdb,0.568
afm_dropout_noSM_woTemplates_model_3_ptm_pred_16.pdb,0.568
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_27.pdb,0.568
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_35.pdb,0.567
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_54.pdb,0.567
afm_dropout_full_model_3_ptm_pred_46.pdb,0.567
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_34.pdb,0.567
afm_dropout_full_woTemplates_r3_model_5_ptm_pred_6.pdb,0.567
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_5.pdb,0.567
afm_dropout_full_woTemplates_r3_model_2_ptm_pred_5.pdb,0.567
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_62.pdb,0.567
afm_dropout_full_woTemplates_model_3_ptm_pred_64.pdb,0.567
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_28.pdb,0.566
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_58.pdb,0.566
afm_dropout_full_woTemplates_r3_model_1_ptm_pred_9.pdb,0.566
afm_dropout_noSM_woTemplates_model_5_ptm_pred_15.pdb,0.566
afm_dropout_noSM_woTemplates_model_3_ptm_pred_8.pdb,0.566
