model_name,lddt
afm_dropout_full_model_5_ptm_pred_85.pdb,0.939
afm_woTemplates_model_5_ptm_pred_122.pdb,0.938
afm_woTemplates_model_5_ptm_pred_105.pdb,0.938
afm_woTemplates_model_5_ptm_pred_178.pdb,0.938
afm_dropout_full_model_5_ptm_pred_41.pdb,0.938
afm_woTemplates_model_5_ptm_pred_30.pdb,0.938
afm_woTemplates_model_5_ptm_pred_83.pdb,0.938
afm_basic_model_5_ptm_pred_7.pdb,0.938
afm_basic_model_5_ptm_pred_115.pdb,0.938
afm_dropout_noSM_woTemplates_model_5_ptm_pred_26.pdb,0.937
afm_woTemplates_model_5_ptm_pred_104.pdb,0.937
afm_dropout_noSM_woTemplates_model_5_ptm_pred_180.pdb,0.937
afm_basic_model_5_ptm_pred_147.pdb,0.937
afm_basic_model_2_ptm_pred_75.pdb,0.937
afm_basic_model_5_ptm_pred_77.pdb,0.937
afm_woTemplates_model_5_ptm_pred_155.pdb,0.937
cf_woTemplates_model_5_ptm_pred_33.pdb,0.937
afm_woTemplates_model_2_ptm_pred_75.pdb,0.937
afm_basic_model_5_ptm_pred_98.pdb,0.937
afm_woTemplates_model_5_ptm_pred_170.pdb,0.937
afm_basic_model_5_ptm_pred_181.pdb,0.937
cf_dropout_full_woTemplates_model_5_ptm_pred_18.pdb,0.937
afm_woTemplates_model_2_ptm_pred_139.pdb,0.937
afm_basic_model_2_ptm_pred_175.pdb,0.937
afm_woTemplates_model_5_ptm_pred_176.pdb,0.937
afm_woTemplates_model_5_ptm_pred_164.pdb,0.937
afm_dropout_noSM_woTemplates_model_5_ptm_pred_128.pdb,0.937
afm_basic_model_2_ptm_pred_163.pdb,0.937
afm_woTemplates_model_5_ptm_pred_184.pdb,0.937
afm_basic_model_5_ptm_pred_17.pdb,0.937
afm_woTemplates_model_2_ptm_pred_129.pdb,0.937
afm_woTemplates_model_5_ptm_pred_199.pdb,0.937
afm_dropout_full_model_2_ptm_pred_34.pdb,0.937
cf_woTemplates_model_5_ptm_pred_73.pdb,0.937
afm_woTemplates_model_5_ptm_pred_88.pdb,0.937
afm_woTemplates_model_5_ptm_pred_194.pdb,0.937
afm_basic_model_5_ptm_pred_198.pdb,0.937
afm_basic_model_2_ptm_pred_56.pdb,0.937
afm_dropout_noSM_woTemplates_model_5_ptm_pred_1.pdb,0.937
afm_basic_model_2_ptm_pred_89.pdb,0.937
afm_woTemplates_model_5_ptm_pred_107.pdb,0.937
afm_woTemplates_model_2_ptm_pred_0.pdb,0.937
afm_dropout_full_model_5_ptm_pred_179.pdb,0.937
afm_woTemplates_model_5_ptm_pred_190.pdb,0.937
afm_dropout_noSM_woTemplates_model_5_ptm_pred_53.pdb,0.937
afm_basic_model_5_ptm_pred_37.pdb,0.937
afm_basic_model_5_ptm_pred_190.pdb,0.937
afm_woTemplates_model_5_ptm_pred_138.pdb,0.937
afm_woTemplates_model_5_ptm_pred_127.pdb,0.937
afm_basic_model_5_ptm_pred_29.pdb,0.937
afm_dropout_full_woTemplates_model_5_ptm_pred_151.pdb,0.937
afm_woTemplates_model_5_ptm_pred_179.pdb,0.937
afm_basic_model_5_ptm_pred_138.pdb,0.937
afm_basic_model_2_ptm_pred_44.pdb,0.937
afm_woTemplates_model_5_ptm_pred_3.pdb,0.937
afm_basic_model_2_ptm_pred_23.pdb,0.937
afm_dropout_noSM_woTemplates_model_5_ptm_pred_176.pdb,0.937
afm_woTemplates_model_2_ptm_pred_28.pdb,0.937
afm_basic_model_2_ptm_pred_57.pdb,0.937
afm_basic_model_2_ptm_pred_78.pdb,0.937
afm_woTemplates_model_5_ptm_pred_31.pdb,0.937
afm_basic_model_5_ptm_pred_59.pdb,0.937
afm_basic_model_5_ptm_pred_44.pdb,0.937
afm_basic_model_5_ptm_pred_78.pdb,0.937
afm_basic_model_2_ptm_pred_125.pdb,0.937
afm_basic_model_2_ptm_pred_154.pdb,0.937
afm_dropout_noSM_woTemplates_model_5_ptm_pred_184.pdb,0.937
afm_woTemplates_model_5_ptm_pred_119.pdb,0.936
afm_woTemplates_model_5_ptm_pred_146.pdb,0.936
afm_basic_model_2_ptm_pred_19.pdb,0.936
afm_woTemplates_model_5_ptm_pred_166.pdb,0.936
afm_woTemplates_model_2_ptm_pred_135.pdb,0.936
afm_dropout_full_model_5_ptm_pred_27.pdb,0.936
afm_basic_model_2_ptm_pred_58.pdb,0.936
afm_basic_model_2_ptm_pred_63.pdb,0.936
afm_basic_model_2_ptm_pred_28.pdb,0.936
cf_dropout_full_woTemplates_model_5_ptm_pred_190.pdb,0.936
afm_basic_model_2_ptm_pred_21.pdb,0.936
afm_basic_model_5_ptm_pred_38.pdb,0.936
afm_basic_model_2_ptm_pred_128.pdb,0.936
cf_dropout_full_woTemplates_model_5_ptm_pred_13.pdb,0.936
afm_basic_model_5_ptm_pred_21.pdb,0.936
afm_basic_model_2_ptm_pred_178.pdb,0.936
afm_dropout_full_model_5_ptm_pred_109.pdb,0.936
afm_basic_model_5_ptm_pred_23.pdb,0.936
afm_woTemplates_model_2_ptm_pred_167.pdb,0.936
afm_basic_model_2_ptm_pred_173.pdb,0.936
afm_basic_model_2_ptm_pred_148.pdb,0.936
afm_basic_model_2_ptm_pred_171.pdb,0.936
afm_dropout_full_woTemplates_model_5_ptm_pred_186.pdb,0.936
afm_woTemplates_model_5_ptm_pred_133.pdb,0.936
afm_basic_model_5_ptm_pred_42.pdb,0.936
afm_dropout_noSM_woTemplates_model_5_ptm_pred_190.pdb,0.936
afm_basic_model_4_ptm_pred_108.pdb,0.936
afm_woTemplates_model_5_ptm_pred_0.pdb,0.936
afm_dropout_full_model_2_ptm_pred_185.pdb,0.936
afm_basic_model_2_ptm_pred_76.pdb,0.936
afm_basic_model_5_ptm_pred_184.pdb,0.936
afm_basic_model_2_ptm_pred_43.pdb,0.936
afm_basic_model_2_ptm_pred_161.pdb,0.936
cf_woTemplates_model_5_ptm_pred_114.pdb,0.936
afm_basic_model_5_ptm_pred_92.pdb,0.936
afm_basic_model_2_ptm_pred_179.pdb,0.936
afm_basic_model_2_ptm_pred_172.pdb,0.936
afm_basic_model_5_ptm_pred_20.pdb,0.936
afm_dropout_noSM_woTemplates_model_5_ptm_pred_138.pdb,0.936
afm_basic_model_1_ptm_pred_54.pdb,0.936
afm_basic_model_5_ptm_pred_196.pdb,0.936
afm_woTemplates_model_5_ptm_pred_171.pdb,0.936
cf_woTemplates_model_5_ptm_pred_124.pdb,0.936
afm_basic_model_5_ptm_pred_6.pdb,0.936
afm_dropout_noSM_woTemplates_model_5_ptm_pred_19.pdb,0.936
afm_basic_model_5_ptm_pred_76.pdb,0.936
afm_woTemplates_model_5_ptm_pred_156.pdb,0.936
afm_woTemplates_model_5_ptm_pred_141.pdb,0.936
afm_dropout_full_model_5_ptm_pred_0.pdb,0.936
afm_dropout_full_model_5_ptm_pred_171.pdb,0.936
afm_basic_model_5_ptm_pred_66.pdb,0.936
afm_basic_model_2_ptm_pred_110.pdb,0.936
afm_basic_model_5_ptm_pred_32.pdb,0.936
afm_woTemplates_model_2_ptm_pred_32.pdb,0.936
