model_name,oligo_gdtha
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_4.pdb,0.13
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_2.pdb,0.101
afm_woTemplates_model_4_multimer_v3_pred_7.pdb,0.1
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_5.pdb,0.099
cf_woTemplates_model_5_multimer_v3_pred_2.pdb,0.097
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_15.pdb,0.096
cf_woTemplates_model_1_multimer_v3_pred_0.pdb,0.091
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_0.pdb,0.088
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_14.pdb,0.088
cf_woTemplates_model_4_multimer_v3_pred_0.pdb,0.087
afm_woTemplates_model_5_multimer_v3_pred_14.pdb,0.086
afm_woTemplates_model_4_multimer_v3_pred_12.pdb,0.083
cf_woTemplates_model_5_multimer_v3_pred_5.pdb,0.082
afm_woTemplates_model_3_multimer_v2_pred_7.pdb,0.08
afm_woTemplates_model_4_multimer_v3_pred_3.pdb,0.08
cf_woTemplates_model_1_multimer_v2_pred_5.pdb,0.079
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_3.pdb,0.077
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_9.pdb,0.076
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_5.pdb,0.076
cf_woTemplates_model_1_multimer_v3_pred_3.pdb,0.075
cf_woTemplates_model_5_multimer_v3_pred_11.pdb,0.074
afm_woTemplates_model_1_multimer_v2_pred_3.pdb,0.074
cf_woTemplates_model_1_multimer_v3_pred_9.pdb,0.073
afm_woTemplates_model_4_multimer_v3_pred_14.pdb,0.073
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_14.pdb,0.073
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_7.pdb,0.073
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_8.pdb,0.073
afm_woTemplates_model_1_multimer_v2_pred_7.pdb,0.073
cf_woTemplates_model_4_multimer_v3_pred_13.pdb,0.073
afm_woTemplates_model_4_multimer_v3_pred_15.pdb,0.072
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_9.pdb,0.072
afm_woTemplates_model_3_multimer_v3_pred_5.pdb,0.072
cf_woTemplates_model_4_multimer_v3_pred_2.pdb,0.071
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_0.pdb,0.071
cf_woTemplates_model_5_multimer_v3_pred_16.pdb,0.071
cf_woTemplates_model_1_multimer_v3_pred_16.pdb,0.071
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_2.pdb,0.07
afm_woTemplates_model_2_multimer_v3_pred_2.pdb,0.07
cf_woTemplates_model_3_multimer_v2_pred_6.pdb,0.07
cf_woTemplates_model_2_multimer_v3_pred_16.pdb,0.07
afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_1.pdb,0.07
cf_woTemplates_model_2_multimer_v3_pred_7.pdb,0.07
cf_woTemplates_model_5_multimer_v2_pred_3.pdb,0.069
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_6.pdb,0.069
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_8.pdb,0.069
afm_woTemplates_model_5_multimer_v3_pred_8.pdb,0.068
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_1.pdb,0.068
afm_woTemplates_model_1_multimer_v2_pred_1.pdb,0.068
cf_woTemplates_model_1_multimer_v3_pred_4.pdb,0.068
cf_woTemplates_model_1_multimer_v2_pred_11.pdb,0.067
cf_woTemplates_model_1_multimer_v2_pred_13.pdb,0.067
afm_woTemplates_model_3_multimer_v2_pred_3.pdb,0.067
afm_woTemplates_model_1_multimer_v2_pred_16.pdb,0.066
afm_woTemplates_model_2_multimer_v3_pred_6.pdb,0.066
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_5.pdb,0.066
afm_woTemplates_model_2_multimer_v3_pred_5.pdb,0.065
cf_woTemplates_model_3_multimer_v2_pred_13.pdb,0.065
afm_woTemplates_model_1_multimer_v3_pred_11.pdb,0.065
cf_dropout_full_woTemplates_model_3_multimer_v2_pred_7.pdb,0.065
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_12.pdb,0.065
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_14.pdb,0.065
afm_dropout_full_woTemplates_r3_model_1_multimer_v3_pred_1.pdb,0.065
afm_woTemplates_model_4_multimer_v3_pred_11.pdb,0.064
cf_woTemplates_model_2_multimer_v3_pred_13.pdb,0.064
afm_woTemplates_model_1_multimer_v2_pred_9.pdb,0.064
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_10.pdb,0.064
cf_woTemplates_model_1_multimer_v2_pred_10.pdb,0.063
afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_13.pdb,0.063
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_13.pdb,0.063
afm_dropout_full_woTemplates_model_3_multimer_v3_pred_16.pdb,0.063
cf_dropout_full_woTemplates_model_5_multimer_v2_pred_6.pdb,0.063
afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_10.pdb,0.063
