model_name,qs_best
afm_woTemplates_model_1_multimer_v3_pred_5.pdb,0.491
afm_woTemplates_model_1_multimer_v3_pred_7.pdb,0.483
cf_woTemplates_model_1_multimer_v2_pred_2.pdb,0.442
afm_woTemplates_model_1_multimer_v2_pred_0.pdb,0.44
cf_woTemplates_model_1_multimer_v2_pred_10.pdb,0.438
afm_woTemplates_model_1_multimer_v2_pred_15.pdb,0.438
afm_woTemplates_model_1_multimer_v2_pred_2.pdb,0.437
cf_woTemplates_model_1_multimer_v2_pred_9.pdb,0.437
cf_woTemplates_model_1_multimer_v2_pred_8.pdb,0.436
afm_woTemplates_model_1_multimer_v2_pred_13.pdb,0.435
afm_woTemplates_model_1_multimer_v2_pred_11.pdb,0.435
afm_woTemplates_model_1_multimer_v2_pred_9.pdb,0.435
afm_woTemplates_model_1_multimer_v2_pred_6.pdb,0.434
afm_woTemplates_model_1_multimer_v2_pred_5.pdb,0.434
cf_woTemplates_model_1_multimer_v2_pred_13.pdb,0.434
cf_woTemplates_model_1_multimer_v2_pred_5.pdb,0.433
cf_woTemplates_model_1_multimer_v2_pred_3.pdb,0.432
afm_woTemplates_model_1_multimer_v2_pred_3.pdb,0.432
cf_woTemplates_model_1_multimer_v2_pred_4.pdb,0.432
afm_woTemplates_model_1_multimer_v2_pred_14.pdb,0.432
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_12.pdb,0.432
cf_woTemplates_model_1_multimer_v2_pred_15.pdb,0.432
cf_woTemplates_model_1_multimer_v2_pred_0.pdb,0.43
afm_woTemplates_model_1_multimer_v2_pred_7.pdb,0.43
cf_woTemplates_model_1_multimer_v2_pred_7.pdb,0.43
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_11.pdb,0.43
afm_woTemplates_model_1_multimer_v2_pred_4.pdb,0.429
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_4.pdb,0.428
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_6.pdb,0.428
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_6.pdb,0.428
afm_woTemplates_model_1_multimer_v3_pred_15.pdb,0.428
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_4.pdb,0.426
cf_woTemplates_model_1_multimer_v2_pred_12.pdb,0.426
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_0.pdb,0.424
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_1.pdb,0.424
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_0.pdb,0.423
cf_woTemplates_model_1_multimer_v2_pred_11.pdb,0.421
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_11.pdb,0.421
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_2.pdb,0.421
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_9.pdb,0.421
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_15.pdb,0.421
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_16.pdb,0.421
afm_woTemplates_model_1_multimer_v2_pred_1.pdb,0.421
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_14.pdb,0.42
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_9.pdb,0.42
afm_woTemplates_model_1_multimer_v2_pred_10.pdb,0.419
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_3.pdb,0.418
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_0.pdb,0.416
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_5.pdb,0.416
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_7.pdb,0.416
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_8.pdb,0.413
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_0.pdb,0.412
cf_woTemplates_model_4_multimer_v3_pred_2.pdb,0.411
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_5.pdb,0.411
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_13.pdb,0.409
cf_woTemplates_model_4_multimer_v3_pred_4.pdb,0.409
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_0.pdb,0.409
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_16.pdb,0.409
afm_woTemplates_model_4_multimer_v3_pred_4.pdb,0.409
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_1.pdb,0.409
afm_woTemplates_model_1_multimer_v3_pred_13.pdb,0.408
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_12.pdb,0.408
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_14.pdb,0.407
afm_woTemplates_model_1_multimer_v3_pred_11.pdb,0.407
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_15.pdb,0.407
afm_woTemplates_model_1_multimer_v2_pred_16.pdb,0.407
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_15.pdb,0.406
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_16.pdb,0.406
cf_woTemplates_model_1_multimer_v2_pred_16.pdb,0.405
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_10.pdb,0.404
cf_woTemplates_model_2_multimer_v2_pred_7.pdb,0.402
cf_woTemplates_model_2_multimer_v2_pred_3.pdb,0.401
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_6.pdb,0.401
afm_woTemplates_model_4_multimer_v3_pred_10.pdb,0.398
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_8.pdb,0.398
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_12.pdb,0.395
cf_woTemplates_model_3_multimer_v2_pred_4.pdb,0.392
cf_woTemplates_model_2_multimer_v2_pred_1.pdb,0.389
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_5.pdb,0.389
afm_woTemplates_model_5_multimer_v2_pred_7.pdb,0.387
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_11.pdb,0.386
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_10.pdb,0.385
cf_woTemplates_model_1_multimer_v2_pred_6.pdb,0.385
afm_woTemplates_model_1_multimer_v2_pred_12.pdb,0.385
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_9.pdb,0.385
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_13.pdb,0.385
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_1.pdb,0.383
cf_woTemplates_model_2_multimer_v2_pred_10.pdb,0.383
afm_dropout_full_woTemplates_model_1_multimer_v3_pred_8.pdb,0.382
afm_dropout_full_woTemplates_model_5_multimer_v3_pred_11.pdb,0.382
afm_woTemplates_model_2_multimer_v3_pred_0.pdb,0.38
afm_dropout_full_woTemplates_model_2_multimer_v3_pred_1.pdb,0.379
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_9.pdb,0.379
afm_woTemplates_model_3_multimer_v2_pred_3.pdb,0.379
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_1.pdb,0.378
cf_woTemplates_model_1_multimer_v2_pred_14.pdb,0.377
cf_woTemplates_model_2_multimer_v2_pred_0.pdb,0.377
afm_woTemplates_model_4_multimer_v3_pred_1.pdb,0.375
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_8.pdb,0.374
afm_woTemplates_model_4_multimer_v3_pred_6.pdb,0.374
afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_2.pdb,0.374
cf_woTemplates_model_1_multimer_v2_pred_1.pdb,0.373
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_9.pdb,0.373
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_13.pdb,0.372
cf_woTemplates_model_4_multimer_v3_pred_15.pdb,0.372
afm_woTemplates_model_1_multimer_v3_pred_12.pdb,0.37
afm_woTemplates_model_2_multimer_v3_pred_12.pdb,0.369
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_3.pdb,0.369
afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_10.pdb,0.366
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_10.pdb,0.365
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_11.pdb,0.365
afm_woTemplates_model_2_multimer_v3_pred_10.pdb,0.363
afm_woTemplates_model_1_multimer_v2_pred_8.pdb,0.362
afm_woTemplates_model_4_multimer_v3_pred_7.pdb,0.361
afm_woTemplates_model_3_multimer_v2_pred_4.pdb,0.361
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_4.pdb,0.361
afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_9.pdb,0.359
cf_dropout_full_woTemplates_model_2_multimer_v3_pred_0.pdb,0.358
afm_woTemplates_model_1_multimer_v3_pred_0.pdb,0.357
cf_dropout_full_woTemplates_model_1_multimer_v3_pred_2.pdb,0.357
afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_14.pdb,0.357
cf_woTemplates_model_1_multimer_v3_pred_13.pdb,0.356
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_13.pdb,0.356
afm_woTemplates_model_1_multimer_v3_pred_16.pdb,0.355
cf_woTemplates_model_2_multimer_v2_pred_14.pdb,0.354
cf_dropout_full_woTemplates_model_5_multimer_v3_pred_5.pdb,0.354
