model_name,rmsd
afm_woTemplates_model_3_multimer_v2_pred_8.pdb,179.929
afm_woTemplates_model_3_multimer_v2_pred_9.pdb,177.555
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_7.pdb,173.318
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_2.pdb,172.826
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_15.pdb,172.229
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_13.pdb,170.763
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_1.pdb,169.597
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_9.pdb,169.552
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_4.pdb,169.421
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_8.pdb,168.474
afm_dropout_full_woTemplates_r3_model_4_multimer_v2_pred_7.pdb,168.218
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_5.pdb,168.139
afm_dropout_full_model_3_multimer_v2_pred_1.pdb,168.134
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_12.pdb,168.121
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_3.pdb,167.71
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_13.pdb,167.582
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_5.pdb,167.465
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_0.pdb,167.342
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_11.pdb,166.9
afm_dropout_full_woTemplates_model_3_multimer_v2_pred_12.pdb,166.688
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_6.pdb,166.061
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_16.pdb,165.397
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_10.pdb,164.374
afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_7.pdb,164.373
afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_3.pdb,164.185
