group,weighted_penalty
QA122_2,0.8804423381917149
QA476_2,0.7647936430407238
QA443_2,0.9079395261955707
QA319_2,0.8955291208960034
QAptm_2,0.9012322479267179
QA188_2,0.7416480949779604
QA425_2,0.8905803505579862
QA331_2,1.0
QA314_2,0.8332224020023304
QA110_2,0.8140491683845446
QA050_2,0.023387516381589174
QA164_2,0.026738029260421813
QA345_2,0.9226121135165983
QA264_2,0.048244342477655126
QAplddts_2,0.9380498415381794
QA393_2,0.9900185467468979
QA051_2,0.9485105063109973
QA148_2,0.03745456056566567
QA029_2,0.8058628612255578
QA273_2,0.9515021364575738
QA212_2,0.0
QA312_2,0.785789078501798
