group,weighted_penalty
QA476_2,0.22136679174046417
QA122_2,0.15869487932822282
QA319_2,0.09496148192912207
QA443_2,0.04585950871219554
QAptm_2,0.07820464693805132
QA188_2,0.1604675676086495
QA050_2,0.19153710673188049
QA314_2,0.02685025797391665
QA110_2,0.0898708039279422
QA425_2,0.1678849388610938
QA331_2,0.11260166811850641
QA264_2,0.2574004078499891
QA345_2,0.15665486202898138
QA164_2,0.17414065175138865
QA051_2,0.09996636690106885
QA393_2,0.0
QA029_2,0.06982118083985703
QAplddts_2,0.1301136766367308
QA148_2,0.1435695953781168
QA312_2,0.07677416709128886
QA273_2,0.18654085361144918
QA212_2,1.0
