group,weighted_penalty
QA164_2,0.5564670427109273
QA345_2,0.19223338747861718
QA264_2,0.5779797961380347
QA393_2,0.055373348803127526
QA051_2,0.10814598493396091
QA148_2,0.9581941532995328
QA029_2,0.13654263018200483
QA273_2,0.0
QA212_2,0.25325225128648143
QA312_2,0.078610190563544
QA122_2,0.13923074685417156
QA476_2,0.04800090606441529
QAplddts_2,0.20634320217578964
QA443_2,0.04325126240112812
QA319_2,0.3213971542571295
QAptm_2,0.14394090067692988
QA188_2,1.0
QA331_2,0.2895392956216613
QA425_2,0.20058204031241716
QA110_2,0.703339052554202
QA314_2,0.34556389459240067
QA050_2,0.17062857998427247
