group,weighted_penalty
QA393_2,0.7141047286920946
QA051_2,0.6788271090478228
QA345_2,0.8001639809556592
QA164_2,1.0
QAplddts_2,0.7893613971492335
QA264_2,0.3170267806046305
QA312_2,0.9298886739749682
QA273_2,0.8622731066895695
QA212_2,0.8046986029271216
QA029_2,0.8462362307097773
QA148_2,0.645042150552964
QA319_2,0.6930273518014843
QA443_2,0.905246866504495
QA476_2,0.5960536185129126
QA122_2,0.7004570763199143
QA110_2,0.16143140590124958
QA314_2,0.6380382422232621
QA331_2,0.7415365781011163
QA425_2,0.7619262281680445
QA050_2,0.0017406199318858327
QAptm_2,0.8727531846456119
QA188_2,0.0
