group,weighted_penalty
QA164_2,0.20844505038317987
QA345_2,0.0631951944738273
QA264_2,1.0
QA393_2,0.05499396980152201
QA051_2,0.05537011703611555
QA148_2,0.8640103049269126
QA029_2,0.5230390919774542
QA212_2,0.4845036141767247
QA273_2,0.0
QA312_2,0.5013336171232267
QA122_2,0.7624765947043004
QA476_2,0.353386275974526
QA443_2,0.10072070667903782
QA319_2,0.06516668215965755
QA188_2,0.6632616315519796
QAptm_2,0.598284615703083
QAplddts_2,0.1176154597261203
QA425_2,0.06421120235169299
QA331_2,0.1125667974794044
QA314_2,0.06324093457546248
QA110_2,0.24611580507452324
QA050_2,0.44374688651422634
