group,weighted_penalty
QA051_2,0.04348183291780107
QA393_2,0.6421350857635887
QA264_2,1.0
QA164_2,0.0
QA345_2,0.060212308572052946
QA273_2,0.06896991176915594
QA212_2,0.009054883994173167
QA312_2,0.9325208765153186
QAplddts_2,0.046839185087059705
QA148_2,0.4961355797282405
QA029_2,0.025234707674419196
QA443_2,0.06357062496984422
QA319_2,0.043839151871765625
QA122_2,0.07610936956863021
QA476_2,0.9892096716097247
QA050_2,0.5863473137830312
QA331_2,0.09111326372310322
QA425_2,0.04025972007579939
QA110_2,0.3253013454276001
QA314_2,0.33663554187926387
QAptm_2,0.5219231521167337
QA188_2,0.7270654256996404
