group,weighted_penalty
QA312_2,0.7060984303796245
QA212_2,0.8411245793177413
QA029_2,0.995085337728136
QA148_2,0.07547001586691897
QA051_2,0.9918022730027662
QA393_2,0.5286551302927383
QA264_2,0.7037659132565877
QA345_2,0.9910821495849128
QA164_2,1.0
QA050_2,0.9906653858175754
QA314_2,0.9917024079560111
QA110_2,0.9825092352232152
QAplddts_2,0.9955619485297985
QA425_2,0.9946949832431448
QA331_2,0.9918871237990277
QAptm_2,0.9883695851456681
QA188_2,0.0
QA319_2,0.9851061859479476
QA476_2,0.05291659893765551
