group,weighted_penalty
QAplddts_2,0.5950677678008336
QA319_2,0.5852736651623139
QA443_2,1.0
QA476_2,0.6292931297644048
QA122_2,0.7364206651993944
QA314_2,0.49676586835436287
QA110_2,0.5323314163731674
QA425_2,0.5596829769833318
QA331_2,0.48222716686437916
QA050_2,0.6885195177400099
QAptm_2,0.813886392322475
QA188_2,0.9419134301431541
QA393_2,0.4782203891940374
QA051_2,0.8198168458748947
QA345_2,0.5575543102376976
QA164_2,0.6774680194724335
QA264_2,0.679373337245515
QA312_2,0.6560131187484336
QA273_2,0.9957142466052472
QA212_2,0.0
QA029_2,0.5418844772331466
QA148_2,0.45722119443416015
