group,weighted_penalty
QA393_2,0.0
QA051_2,0.9068012634019406
QA164_2,0.1920540288259549
QA345_2,0.9143045093984603
QA264_2,1.0
QA273_2,0.8723339460514792
QA212_2,0.3036885979942018
QA312_2,0.37001576676892356
QA148_2,0.3962562265073307
QA029_2,0.7830550285433177
QA443_2,0.8937459791507552
QA319_2,0.9351585579936471
QA122_2,0.9274956529877573
QA476_2,0.367555733244352
QAplddts_2,0.890756806278668
QA425_2,0.9113689313459745
QA331_2,0.9080176874176087
QA314_2,0.8787932936908269
QA110_2,0.814127093633693
QA050_2,0.37752880907909014
QAptm_2,0.9227619459170364
QA188_2,0.46299934337064774
