group,weighted_penalty
QA476_2,0.36361734886791686
QA122_2,0.02746615286943746
QA319_2,0.012329110890388307
QA443_2,0.033566875736773236
QAptm_2,0.033726814959655405
QA188_2,0.24998468354557637
QAplddts_2,0.03243901403155892
QA110_2,0.1379358706042516
QA314_2,0.019387314677023995
QA331_2,0.03243901403155892
QA425_2,0.03404441519343734
QA050_2,0.40295009021865846
QA345_2,0.03278511446520017
QA164_2,0.13635481603187102
QA264_2,0.016160087543755863
QA393_2,0.16441679168942772
QA051_2,0.1112992122261824
QA029_2,0.12388377102446083
QA148_2,0.0
QA312_2,0.2066751054734855
QA273_2,0.10427033136661606
QA212_2,1.0
