group,weighted_penalty
QA122_2,0.583749140376909
QA476_2,0.0
QA443_2,0.571183191077097
QA319_2,0.5415881573276526
QA188_2,0.002594945843927724
QAptm_2,0.9901585134807349
QA331_2,0.5414132191144613
QA425_2,0.6491908369811252
QA110_2,0.5793780803977633
QA314_2,0.8605238895909657
QA050_2,1.0
QA164_2,0.5689062832225528
QA264_2,0.35880789114016437
QAplddts_2,0.5553977333628235
QA393_2,0.5315111505109094
QA051_2,0.5785563441549706
QA148_2,0.37187697875609355
QA029_2,0.4615393118060475
QA212_2,0.059743598885200484
QA273_2,0.6979427727803188
QA312_2,0.37187697875609355
