group,weighted_penalty
QA148_2,0.5195398606286808
QA029_2,1.0
QA273_2,0.7008670584885957
QA212_2,0.25430631687967853
QA312_2,0.22211890123469025
QA164_2,0.0
QA345_2,0.6044743841360071
QA264_2,0.5260529192454589
QA393_2,0.2900012584606841
QA051_2,0.39591165555354946
QAptm_2,0.6065251397090805
QA188_2,0.34591633644004577
QA331_2,0.5921604753422941
QA425_2,0.6390513097678686
QA110_2,0.1259655897744135
QA314_2,0.5605761991827042
QA050_2,0.2857283190699561
QA122_2,0.5586369628795493
QA476_2,0.7201840363262679
QAplddts_2,0.662481768184389
QA443_2,0.3932826276547372
QA319_2,0.5850660996949251
