group,weighted_penalty
QA188_2,0.5288530627438381
QAptm_2,0.007928311774901746
QA050_2,0.18778345350597583
QA331_2,0.029129911265471358
QA425_2,0.005214421996558827
QA110_2,0.0
QA314_2,1.0
QAplddts_2,0.0054772370038202334
QA122_2,0.02390487237586427
QA476_2,0.386653291455815
QA443_2,0.012185252722030603
QA319_2,0.009853161849459077
QA148_2,1.0
QA029_2,0.14877845543971815
QA212_2,0.6484562268122986
QA273_2,0.18369117866143655
QA312_2,1.0
QA264_2,1.0
QA164_2,0.541418829955883
QA345_2,0.003639003796142158
QA051_2,0.012115865400007468
QA393_2,1.0
