group,weighted_penalty
QA443_2,0.02532185663057734
QAplddts_2,0.03861680161866676
QA319_2,0.0223647739598265
QA122_2,0.007018169730765532
QA476_2,0.20521212176750508
QA050_2,0.018294933078231105
QA331_2,0.013034699644923544
QA425_2,0.015555908694234448
QA110_2,0.07468349732404177
QA314_2,0.027084592588468927
QAptm_2,0.08007559545405747
QA188_2,0.3460157381738194
QA051_2,0.04848103299365108
QA393_2,1.0
QA264_2,0.01962410464714717
QA164_2,0.0
QA345_2,0.015948967349011134
QA273_2,0.08417318772920133
QA212_2,0.791021185101732
QA312_2,0.02700461231771937
QA148_2,0.1236488401769255
QA029_2,0.022569789778184173
