group,weighted_penalty
QA443_2,0.3402134567457732
QA319_2,0.12290661502525281
QAplddts_2,0.20806582154952086
QA122_2,0.10305599497970845
QA476_2,1.0
QA050_2,0.6154194027244554
QA331_2,0.5294496758187686
QA425_2,0.14842456070753995
QA110_2,0.0
QA314_2,0.07310397783847258
QA188_2,0.9875089607495745
QAptm_2,0.501603924405125
QA051_2,0.1327528664052948
QA393_2,0.3364067720667514
QA264_2,0.38125625397075924
QA164_2,0.2720875384753931
QA345_2,0.13180121377196136
QA212_2,0.39251975525482274
QA273_2,0.17108329266005914
QA312_2,0.05540809742230495
QA148_2,0.6722663853453109
QA029_2,0.12548397393698088
