group,weighted_penalty
QA188_2,0.5572389845172251
QAptm_2,0.6128815006955846
QA425_2,0.018503747901739732
QA331_2,0.17704540635829039
QA314_2,0.5900990298768759
QA110_2,0.009386276395615354
QA050_2,0.2574856117086068
QA122_2,0.36036243768821774
QA476_2,0.4820803997953461
QA443_2,0.0
QA319_2,0.01824586122894519
QA148_2,0.5226565434852531
QA029_2,0.28657319693338956
QAplddts_2,0.03278925699197326
QA212_2,0.023430657637451793
QA273_2,0.11311741400498329
QA312_2,0.3378417661441293
QA164_2,0.07403319585986035
QA345_2,0.02571534459944572
QA264_2,1.0
QA393_2,0.07922166785588407
QA051_2,0.03392384603350092
