model_name,oligo_gdtts
afm_woTemplates_model_1_ptm_pred_41.pdb,0.732
cf_woTemplates_model_5_ptm_pred_35.pdb,0.732
afm_woTemplates_model_1_ptm_pred_9.pdb,0.732
afm_woTemplates_model_1_ptm_pred_62.pdb,0.731
afm_woTemplates_model_1_ptm_pred_34.pdb,0.729
afm_dropout_full_woTemplates_r3_model_1_ptm_pred_25.pdb,0.729
afm_woTemplates_model_1_ptm_pred_61.pdb,0.727
afm_woTemplates_model_1_ptm_pred_55.pdb,0.727
afm_dropout_full_woTemplates_r3_model_1_ptm_pred_54.pdb,0.727
afm_woTemplates_model_1_ptm_pred_33.pdb,0.727
afm_woTemplates_model_1_ptm_pred_56.pdb,0.727
afm_woTemplates_model_1_ptm_pred_65.pdb,0.727
afm_woTemplates_model_1_ptm_pred_3.pdb,0.727
afm_dropout_full_woTemplates_model_4_ptm_pred_18.pdb,0.725
afm_dropout_noSM_woTemplates_model_4_ptm_pred_27.pdb,0.725
afm_woTemplates_model_1_ptm_pred_10.pdb,0.725
afm_dropout_full_woTemplates_r3_model_1_ptm_pred_30.pdb,0.725
afm_woTemplates_model_1_ptm_pred_58.pdb,0.725
afm_woTemplates_model_1_ptm_pred_60.pdb,0.725
afm_woTemplates_model_1_ptm_pred_63.pdb,0.725
afm_woTemplates_model_1_ptm_pred_13.pdb,0.725
afm_dropout_full_model_3_ptm_pred_29.pdb,0.724
afm_dropout_full_woTemplates_model_3_ptm_pred_50.pdb,0.724
afm_woTemplates_model_3_ptm_pred_12.pdb,0.724
afm_woTemplates_model_1_ptm_pred_51.pdb,0.724
afm_dropout_full_model_4_ptm_pred_66.pdb,0.724
afm_woTemplates_model_1_ptm_pred_52.pdb,0.724
afm_woTemplates_model_1_ptm_pred_66.pdb,0.724
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_61.pdb,0.724
afm_woTemplates_model_1_ptm_pred_25.pdb,0.724
afm_woTemplates_model_1_ptm_pred_4.pdb,0.724
afm_woTemplates_model_5_ptm_pred_37.pdb,0.724
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_55.pdb,0.724
afm_dropout_noSM_woTemplates_model_4_ptm_pred_29.pdb,0.724
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_52.pdb,0.724
afm_woTemplates_model_5_ptm_pred_33.pdb,0.724
afm_dropout_full_woTemplates_model_3_ptm_pred_27.pdb,0.724
afm_dropout_full_woTemplates_r3_model_5_ptm_pred_56.pdb,0.724
afm_woTemplates_model_1_ptm_pred_15.pdb,0.724
afm_woTemplates_model_5_ptm_pred_5.pdb,0.724
afm_woTemplates_model_1_ptm_pred_20.pdb,0.724
