model_name,oligo_gdtha
afm_dropout_full_model_5_multimer_v1_pred_11.pdb,0.886
afm_dropout_full_model_4_multimer_v1_pred_2.pdb,0.882
afm_dropout_full_model_5_multimer_v1_pred_63.pdb,0.882
afm_dropout_full_model_4_multimer_v1_pred_56.pdb,0.881
afm_basic_model_5_multimer_v1_pred_0.pdb,0.879
afm_basic_model_5_multimer_v1_pred_61.pdb,0.879
afm_dropout_full_model_5_multimer_v1_pred_23.pdb,0.879
afm_basic_model_5_multimer_v1_pred_52.pdb,0.874
afm_dropout_full_model_5_multimer_v1_pred_58.pdb,0.874
afm_dropout_full_model_5_multimer_v1_pred_51.pdb,0.873
afm_dropout_full_model_5_multimer_v1_pred_26.pdb,0.873
afm_basic_model_5_multimer_v1_pred_16.pdb,0.872
afm_basic_model_5_multimer_v1_pred_15.pdb,0.872
afm_dropout_full_model_5_multimer_v1_pred_64.pdb,0.871
afm_basic_model_5_multimer_v1_pred_27.pdb,0.87
afm_dropout_full_model_5_multimer_v1_pred_12.pdb,0.868
afm_basic_model_5_multimer_v1_pred_45.pdb,0.865
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_14.pdb,0.838
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_4.pdb,0.834
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_6.pdb,0.831
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_47.pdb,0.828
afm_basic_model_5_multimer_v1_pred_4.pdb,0.822
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_11.pdb,0.794
afm_dropout_full_model_5_multimer_v1_pred_7.pdb,0.792
afm_woTemplates_model_1_multimer_v1_pred_32.pdb,0.789
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_64.pdb,0.771
afm_basic_model_5_multimer_v1_pred_34.pdb,0.746
afm_woTemplates_model_5_multimer_v1_pred_20.pdb,0.738
afm_woTemplates_model_3_multimer_v1_pred_1.pdb,0.736
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_48.pdb,0.724
afm_basic_model_5_multimer_v1_pred_6.pdb,0.72
afm_woTemplates_model_3_multimer_v1_pred_31.pdb,0.716
afm_basic_model_5_multimer_v1_pred_48.pdb,0.715
afm_dropout_full_model_4_multimer_v1_pred_31.pdb,0.697
afm_woTemplates_model_3_multimer_v1_pred_6.pdb,0.697
afm_dropout_full_model_3_multimer_v1_pred_65.pdb,0.694
afm_basic_model_4_multimer_v1_pred_2.pdb,0.694
afm_basic_model_5_multimer_v1_pred_59.pdb,0.691
afm_dropout_full_model_5_multimer_v1_pred_62.pdb,0.678
afm_dropout_full_model_5_multimer_v1_pred_36.pdb,0.675
afm_dropout_full_model_5_multimer_v1_pred_60.pdb,0.675
afm_dropout_full_woTemplates_model_3_multimer_v1_pred_46.pdb,0.67
afm_dropout_full_model_4_multimer_v1_pred_61.pdb,0.67
afm_dropout_full_model_5_multimer_v1_pred_22.pdb,0.67
afm_dropout_full_model_5_multimer_v1_pred_44.pdb,0.666
afm_basic_model_5_multimer_v1_pred_53.pdb,0.661
afm_woTemplates_model_4_multimer_v1_pred_11.pdb,0.658
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_39.pdb,0.657
afm_dropout_full_woTemplates_model_1_multimer_v2_pred_64.pdb,0.651
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_16.pdb,0.649
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_15.pdb,0.648
afm_woTemplates_model_1_multimer_v1_pred_55.pdb,0.645
afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_53.pdb,0.645
afm_woTemplates_model_4_multimer_v1_pred_34.pdb,0.645
afm_woTemplates_model_4_multimer_v1_pred_21.pdb,0.644
afm_woTemplates_model_3_multimer_v1_pred_7.pdb,0.643
afm_dropout_full_model_5_multimer_v1_pred_40.pdb,0.643
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_26.pdb,0.641
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_58.pdb,0.64
afm_woTemplates_model_5_multimer_v1_pred_57.pdb,0.64
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_26.pdb,0.638
afm_dropout_full_woTemplates_model_3_multimer_v1_pred_15.pdb,0.638
cf_woTemplates_model_1_multimer_v2_pred_53.pdb,0.637
cf_woTemplates_model_5_multimer_v2_pred_59.pdb,0.637
afm_dropout_full_model_5_multimer_v2_pred_37.pdb,0.637
afm_dropout_full_woTemplates_model_3_multimer_v1_pred_56.pdb,0.637
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_41.pdb,0.637
afm_dropout_full_woTemplates_model_3_multimer_v1_pred_57.pdb,0.637
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_55.pdb,0.637
cf_woTemplates_model_1_multimer_v2_pred_63.pdb,0.636
cf_woTemplates_model_1_multimer_v2_pred_51.pdb,0.636
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_1.pdb,0.635
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_54.pdb,0.635
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_21.pdb,0.635
afm_woTemplates_model_1_multimer_v1_pred_56.pdb,0.635
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_64.pdb,0.634
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_31.pdb,0.634
cf_woTemplates_model_1_multimer_v2_pred_5.pdb,0.634
cf_woTemplates_model_1_multimer_v2_pred_62.pdb,0.633
afm_woTemplates_model_3_multimer_v1_pred_62.pdb,0.632
afm_woTemplates_model_3_multimer_v1_pred_50.pdb,0.632
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_28.pdb,0.632
cf_dropout_full_woTemplates_model_1_multimer_v2_pred_47.pdb,0.632
