model_name,ips
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_47.pdb,0.929
afm_woTemplates_model_1_multimer_v1_pred_32.pdb,0.864
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_4.pdb,0.841
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_14.pdb,0.841
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_11.pdb,0.837
afm_woTemplates_model_3_multimer_v1_pred_1.pdb,0.826
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_64.pdb,0.818
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_6.pdb,0.81
afm_dropout_full_model_5_multimer_v1_pred_26.pdb,0.809
afm_dropout_full_model_5_multimer_v1_pred_63.pdb,0.804
afm_woTemplates_model_3_multimer_v1_pred_6.pdb,0.8
afm_dropout_full_model_5_multimer_v1_pred_51.pdb,0.792
afm_woTemplates_model_5_multimer_v1_pred_20.pdb,0.773
afm_basic_model_5_multimer_v1_pred_52.pdb,0.771
afm_basic_model_5_multimer_v1_pred_0.pdb,0.771
afm_dropout_full_model_5_multimer_v1_pred_11.pdb,0.771
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_15.pdb,0.766
afm_basic_model_5_multimer_v1_pred_45.pdb,0.755
afm_dropout_full_model_5_multimer_v1_pred_58.pdb,0.755
afm_dropout_full_model_5_multimer_v1_pred_64.pdb,0.755
afm_basic_model_5_multimer_v1_pred_61.pdb,0.755
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_39.pdb,0.75
afm_dropout_full_model_5_multimer_v1_pred_23.pdb,0.75
afm_dropout_full_model_5_multimer_v1_pred_12.pdb,0.745
afm_basic_model_5_multimer_v1_pred_15.pdb,0.74
afm_dropout_full_woTemplates_model_3_multimer_v1_pred_46.pdb,0.717
afm_dropout_full_model_4_multimer_v1_pred_56.pdb,0.717
afm_basic_model_5_multimer_v1_pred_16.pdb,0.712
afm_basic_model_5_multimer_v1_pred_27.pdb,0.712
afm_dropout_full_woTemplates_model_3_multimer_v1_pred_56.pdb,0.709
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_48.pdb,0.706
afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_53.pdb,0.704
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_65.pdb,0.681
afm_dropout_full_model_5_multimer_v1_pred_7.pdb,0.68
afm_dropout_full_model_4_multimer_v1_pred_2.pdb,0.679
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_2.pdb,0.674
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_42.pdb,0.673
afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_29.pdb,0.673
afm_woTemplates_model_3_multimer_v1_pred_31.pdb,0.672
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_64.pdb,0.667
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_29.pdb,0.667
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_11.pdb,0.667
afm_woTemplates_model_1_multimer_v1_pred_29.pdb,0.667
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_18.pdb,0.66
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_18.pdb,0.66
afm_dropout_full_woTemplates_model_3_multimer_v1_pred_18.pdb,0.654
afm_basic_model_5_multimer_v1_pred_4.pdb,0.654
afm_woTemplates_model_4_multimer_v1_pred_34.pdb,0.654
afm_basic_model_5_multimer_v1_pred_6.pdb,0.653
afm_woTemplates_model_3_multimer_v1_pred_33.pdb,0.653
afm_woTemplates_model_3_multimer_v1_pred_66.pdb,0.652
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_35.pdb,0.647
afm_dropout_full_woTemplates_model_3_multimer_v1_pred_15.pdb,0.647
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_58.pdb,0.646
afm_woTemplates_model_5_multimer_v1_pred_66.pdb,0.646
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_8.pdb,0.646
afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_50.pdb,0.643
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_58.pdb,0.643
afm_woTemplates_model_3_multimer_v1_pred_14.pdb,0.642
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_14.pdb,0.64
afm_dropout_full_woTemplates_model_3_multimer_v1_pred_34.pdb,0.64
cf_dropout_full_woTemplates_model_4_multimer_v1_pred_3.pdb,0.64
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_39.pdb,0.64
afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_20.pdb,0.638
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_18.pdb,0.638
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_26.pdb,0.638
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_59.pdb,0.635
afm_woTemplates_model_2_multimer_v1_pred_31.pdb,0.635
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_64.pdb,0.633
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_54.pdb,0.633
afm_dropout_full_woTemplates_model_3_multimer_v1_pred_42.pdb,0.633
afm_woTemplates_model_5_multimer_v1_pred_19.pdb,0.633
afm_dropout_full_model_5_multimer_v1_pred_60.pdb,0.633
afm_dropout_full_woTemplates_model_2_multimer_v1_pred_24.pdb,0.632
cf_dropout_full_woTemplates_model_5_multimer_v1_pred_29.pdb,0.63
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_45.pdb,0.63
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_41.pdb,0.63
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_13.pdb,0.63
afm_dropout_full_woTemplates_model_3_multimer_v1_pred_4.pdb,0.627
afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_51.pdb,0.627
afm_woTemplates_model_2_multimer_v1_pred_59.pdb,0.627
afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_37.pdb,0.627
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_1.pdb,0.623
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_25.pdb,0.62
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_53.pdb,0.62
cf_woTemplates_model_5_multimer_v1_pred_9.pdb,0.62
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_32.pdb,0.62
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_19.pdb,0.618
afm_woTemplates_model_4_multimer_v1_pred_47.pdb,0.618
cf_woTemplates_model_5_multimer_v1_pred_49.pdb,0.617
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_57.pdb,0.617
afm_woTemplates_model_4_multimer_v1_pred_26.pdb,0.617
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_35.pdb,0.617
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_30.pdb,0.617
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_9.pdb,0.617
afm_basic_model_5_multimer_v1_pred_34.pdb,0.617
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_63.pdb,0.617
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_54.pdb,0.615
afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_66.pdb,0.615
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_0.pdb,0.615
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_18.pdb,0.615
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_4.pdb,0.614
afm_woTemplates_model_2_multimer_v1_pred_30.pdb,0.614
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_55.pdb,0.613
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_10.pdb,0.612
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_60.pdb,0.612
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_52.pdb,0.612
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_5.pdb,0.612
cf_dropout_full_woTemplates_model_1_multimer_v1_pred_49.pdb,0.609
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_9.pdb,0.609
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_34.pdb,0.609
