model_name,tm_score
afm_dropout_full_model_4_multimer_v1_pred_2.pdb,0.99
afm_basic_model_5_multimer_v1_pred_0.pdb,0.989
afm_dropout_full_model_4_multimer_v1_pred_56.pdb,0.989
afm_dropout_full_model_5_multimer_v1_pred_11.pdb,0.989
afm_dropout_full_model_5_multimer_v1_pred_26.pdb,0.989
afm_basic_model_5_multimer_v1_pred_61.pdb,0.989
afm_dropout_full_model_5_multimer_v1_pred_23.pdb,0.989
afm_dropout_full_model_5_multimer_v1_pred_63.pdb,0.989
afm_basic_model_5_multimer_v1_pred_16.pdb,0.988
afm_basic_model_5_multimer_v1_pred_52.pdb,0.988
afm_dropout_full_model_5_multimer_v1_pred_51.pdb,0.988
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_14.pdb,0.988
afm_basic_model_5_multimer_v1_pred_15.pdb,0.988
afm_dropout_full_model_5_multimer_v1_pred_58.pdb,0.988
afm_dropout_full_model_5_multimer_v1_pred_64.pdb,0.988
afm_basic_model_5_multimer_v1_pred_45.pdb,0.987
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_47.pdb,0.987
afm_basic_model_5_multimer_v1_pred_27.pdb,0.987
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_6.pdb,0.987
afm_dropout_full_model_5_multimer_v1_pred_12.pdb,0.987
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_4.pdb,0.986
afm_basic_model_5_multimer_v1_pred_4.pdb,0.982
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_11.pdb,0.979
afm_woTemplates_model_1_multimer_v1_pred_32.pdb,0.979
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_64.pdb,0.976
afm_dropout_full_model_5_multimer_v1_pred_7.pdb,0.972
afm_woTemplates_model_3_multimer_v1_pred_1.pdb,0.968
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_48.pdb,0.965
afm_woTemplates_model_5_multimer_v1_pred_20.pdb,0.963
afm_woTemplates_model_3_multimer_v1_pred_31.pdb,0.955
afm_basic_model_5_multimer_v1_pred_34.pdb,0.943
afm_woTemplates_model_3_multimer_v1_pred_6.pdb,0.942
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_16.pdb,0.924
afm_dropout_full_woTemplates_model_3_multimer_v1_pred_46.pdb,0.922
afm_basic_model_5_multimer_v1_pred_6.pdb,0.918
afm_basic_model_5_multimer_v1_pred_48.pdb,0.918
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_55.pdb,0.915
afm_basic_model_4_multimer_v1_pred_2.pdb,0.912
afm_woTemplates_model_4_multimer_v1_pred_11.pdb,0.91
