model_name,qs_global
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_47.pdb,0.939
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_6.pdb,0.93
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_14.pdb,0.924
afm_woTemplates_model_1_multimer_v1_pred_32.pdb,0.924
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_11.pdb,0.919
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_4.pdb,0.917
afm_woTemplates_model_3_multimer_v1_pred_1.pdb,0.912
afm_woTemplates_model_5_multimer_v1_pred_20.pdb,0.899
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_48.pdb,0.896
afm_woTemplates_model_3_multimer_v1_pred_6.pdb,0.895
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_64.pdb,0.893
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_39.pdb,0.867
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_15.pdb,0.865
afm_dropout_full_model_5_multimer_v1_pred_26.pdb,0.864
afm_dropout_full_model_5_multimer_v1_pred_63.pdb,0.86
afm_dropout_full_model_5_multimer_v1_pred_11.pdb,0.859
afm_basic_model_5_multimer_v1_pred_0.pdb,0.854
afm_dropout_full_model_5_multimer_v1_pred_23.pdb,0.852
afm_dropout_full_model_5_multimer_v1_pred_12.pdb,0.847
afm_dropout_full_model_5_multimer_v1_pred_51.pdb,0.846
afm_dropout_full_model_5_multimer_v1_pred_64.pdb,0.846
afm_dropout_full_model_5_multimer_v1_pred_58.pdb,0.844
afm_basic_model_5_multimer_v1_pred_45.pdb,0.843
afm_basic_model_5_multimer_v1_pred_15.pdb,0.836
afm_basic_model_5_multimer_v1_pred_16.pdb,0.832
afm_basic_model_5_multimer_v1_pred_61.pdb,0.832
afm_basic_model_5_multimer_v1_pred_52.pdb,0.82
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_54.pdb,0.809
afm_dropout_full_woTemplates_model_3_multimer_v1_pred_46.pdb,0.807
afm_basic_model_5_multimer_v1_pred_27.pdb,0.8
afm_dropout_full_model_4_multimer_v1_pred_56.pdb,0.799
afm_woTemplates_model_3_multimer_v1_pred_31.pdb,0.796
afm_dropout_full_model_5_multimer_v1_pred_7.pdb,0.793
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_65.pdb,0.79
afm_basic_model_5_multimer_v1_pred_6.pdb,0.789
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_41.pdb,0.781
afm_dropout_full_model_4_multimer_v1_pred_2.pdb,0.777
afm_basic_model_5_multimer_v1_pred_4.pdb,0.773
afm_basic_model_5_multimer_v1_pred_48.pdb,0.766
afm_basic_model_5_multimer_v1_pred_34.pdb,0.764
afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_53.pdb,0.763
afm_dropout_full_model_5_multimer_v1_pred_60.pdb,0.762
afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_37.pdb,0.756
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_59.pdb,0.755
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_55.pdb,0.752
afm_woTemplates_model_4_multimer_v1_pred_34.pdb,0.74
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_1.pdb,0.727
afm_dropout_full_woTemplates_model_3_multimer_v1_pred_56.pdb,0.723
afm_dropout_full_woTemplates_model_3_multimer_v1_pred_15.pdb,0.715
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_19.pdb,0.712
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_58.pdb,0.711
afm_dropout_full_woTemplates_model_4_multimer_v1_pred_26.pdb,0.709
