model_name,ics
afm_dropout_full_woTemplates_model_1_multimer_v1_pred_47.pdb,0.94
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_4.pdb,0.907
afm_woTemplates_model_1_multimer_v1_pred_32.pdb,0.902
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_14.pdb,0.891
afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_11.pdb,0.889
afm_dropout_full_woTemplates_model_5_multimer_v1_pred_64.pdb,0.88
afm_dropout_full_model_5_multimer_v1_pred_26.pdb,0.88
afm_dropout_full_model_5_multimer_v1_pred_51.pdb,0.871
afm_woTemplates_model_3_multimer_v1_pred_1.pdb,0.868
afm_woTemplates_model_5_multimer_v1_pred_20.pdb,0.866
afm_dropout_full_model_5_multimer_v1_pred_63.pdb,0.866
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_6.pdb,0.863
afm_woTemplates_model_3_multimer_v1_pred_6.pdb,0.863
afm_basic_model_5_multimer_v1_pred_52.pdb,0.86
afm_basic_model_5_multimer_v1_pred_0.pdb,0.86
afm_dropout_full_model_5_multimer_v1_pred_64.pdb,0.86
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_39.pdb,0.854
afm_basic_model_5_multimer_v1_pred_61.pdb,0.851
afm_dropout_full_model_5_multimer_v1_pred_11.pdb,0.848
afm_dropout_full_model_5_multimer_v1_pred_23.pdb,0.848
afm_dropout_full_model_5_multimer_v1_pred_12.pdb,0.846
afm_basic_model_5_multimer_v1_pred_45.pdb,0.843
afm_basic_model_5_multimer_v1_pred_15.pdb,0.835
afm_dropout_full_model_5_multimer_v1_pred_58.pdb,0.832
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_15.pdb,0.832
afm_dropout_full_model_4_multimer_v1_pred_56.pdb,0.822
afm_basic_model_5_multimer_v1_pred_16.pdb,0.819
afm_dropout_full_model_4_multimer_v1_pred_2.pdb,0.815
afm_basic_model_5_multimer_v1_pred_27.pdb,0.811
afm_dropout_full_model_5_multimer_v1_pred_7.pdb,0.808
afm_basic_model_5_multimer_v1_pred_6.pdb,0.792
afm_basic_model_5_multimer_v1_pred_4.pdb,0.755
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_65.pdb,0.745
afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_48.pdb,0.737
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_54.pdb,0.725
afm_basic_model_5_multimer_v1_pred_34.pdb,0.717
afm_dropout_full_model_5_multimer_v1_pred_60.pdb,0.717
afm_basic_model_5_multimer_v1_pred_48.pdb,0.705
afm_dropout_full_model_5_multimer_v1_pred_36.pdb,0.687
afm_dropout_full_model_3_multimer_v1_pred_65.pdb,0.679
afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_41.pdb,0.673
afm_dropout_full_model_5_multimer_v1_pred_44.pdb,0.653
afm_woTemplates_model_3_multimer_v1_pred_31.pdb,0.638
afm_dropout_full_woTemplates_model_3_multimer_v1_pred_46.pdb,0.627
afm_woTemplates_model_4_multimer_v1_pred_34.pdb,0.625
afm_basic_model_5_multimer_v1_pred_59.pdb,0.624
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_1.pdb,0.61
afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_53.pdb,0.61
afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_59.pdb,0.604
afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_58.pdb,0.581
afm_woTemplates_model_4_multimer_v1_pred_11.pdb,0.571
afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_19.pdb,0.559
afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_21.pdb,0.553
