model_name,tm_score
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_35.pdb,0.993
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_178.pdb,0.993
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_111.pdb,0.993
afm_dropout_full_woTemplates_r3_model_1_ptm_pred_9.pdb,0.993
cf_dropout_full_woTemplates_model_4_ptm_pred_181.pdb,0.993
cf_woTemplates_model_4_ptm_pred_187.pdb,0.993
cf_dropout_full_woTemplates_model_4_ptm_pred_128.pdb,0.993
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_194.pdb,0.993
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_91.pdb,0.993
cf_dropout_full_woTemplates_model_4_ptm_pred_43.pdb,0.993
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_127.pdb,0.993
cf_woTemplates_model_4_ptm_pred_179.pdb,0.993
cf_woTemplates_model_4_ptm_pred_60.pdb,0.993
cf_woTemplates_model_4_ptm_pred_111.pdb,0.993
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_157.pdb,0.993
afm_woTemplates_model_4_ptm_pred_158.pdb,0.993
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_132.pdb,0.993
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_21.pdb,0.993
afm_dropout_noSM_woTemplates_model_3_ptm_pred_53.pdb,0.992
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_69.pdb,0.992
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_8.pdb,0.992
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_162.pdb,0.992
cf_dropout_full_woTemplates_model_1_ptm_pred_186.pdb,0.992
afm_basic_model_4_ptm_pred_133.pdb,0.992
afm_dropout_full_woTemplates_model_3_ptm_pred_52.pdb,0.992
cf_dropout_full_woTemplates_model_4_ptm_pred_77.pdb,0.992
afm_dropout_full_model_2_ptm_pred_29.pdb,0.992
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_97.pdb,0.992
cf_woTemplates_model_4_ptm_pred_63.pdb,0.992
afm_dropout_full_woTemplates_r3_model_1_ptm_pred_133.pdb,0.992
afm_dropout_noSM_woTemplates_model_3_ptm_pred_15.pdb,0.992
afm_dropout_noSM_woTemplates_model_4_ptm_pred_25.pdb,0.992
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_149.pdb,0.992
afm_dropout_noSM_woTemplates_model_3_ptm_pred_144.pdb,0.992
afm_dropout_full_model_3_ptm_pred_189.pdb,0.992
cf_dropout_full_woTemplates_model_3_ptm_pred_187.pdb,0.992
afm_dropout_full_model_3_ptm_pred_91.pdb,0.992
afm_dropout_full_model_3_ptm_pred_99.pdb,0.992
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_107.pdb,0.992
afm_woTemplates_model_1_ptm_pred_57.pdb,0.992
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_43.pdb,0.992
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_13.pdb,0.992
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_23.pdb,0.992
afm_basic_model_3_ptm_pred_2.pdb,0.992
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_140.pdb,0.992
afm_basic_model_1_ptm_pred_128.pdb,0.992
afm_dropout_noSM_woTemplates_model_3_ptm_pred_5.pdb,0.992
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_175.pdb,0.992
afm_dropout_full_woTemplates_model_3_ptm_pred_133.pdb,0.992
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_38.pdb,0.992
afm_dropout_full_model_3_ptm_pred_65.pdb,0.992
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_89.pdb,0.992
cf_woTemplates_model_4_ptm_pred_78.pdb,0.992
afm_dropout_noSM_woTemplates_model_3_ptm_pred_93.pdb,0.992
cf_woTemplates_model_4_ptm_pred_102.pdb,0.992
afm_dropout_full_woTemplates_r3_model_3_ptm_pred_104.pdb,0.992
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_36.pdb,0.992
cf_dropout_full_woTemplates_model_4_ptm_pred_93.pdb,0.992
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_85.pdb,0.992
afm_dropout_full_woTemplates_r3_model_2_ptm_pred_59.pdb,0.992
afm_basic_model_1_ptm_pred_22.pdb,0.992
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_104.pdb,0.992
cf_dropout_full_woTemplates_model_4_ptm_pred_190.pdb,0.992
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_60.pdb,0.992
afm_dropout_noSM_woTemplates_model_3_ptm_pred_46.pdb,0.992
cf_woTemplates_model_4_ptm_pred_141.pdb,0.992
afm_dropout_full_woTemplates_model_3_ptm_pred_102.pdb,0.992
cf_woTemplates_model_4_ptm_pred_180.pdb,0.992
afm_dropout_full_woTemplates_model_3_ptm_pred_148.pdb,0.992
afm_woTemplates_model_4_ptm_pred_109.pdb,0.992
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_55.pdb,0.992
afm_basic_model_4_ptm_pred_177.pdb,0.992
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_34.pdb,0.992
cf_woTemplates_model_4_ptm_pred_167.pdb,0.992
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_68.pdb,0.992
afm_dropout_full_woTemplates_model_3_ptm_pred_83.pdb,0.992
cf_woTemplates_model_4_ptm_pred_126.pdb,0.992
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_96.pdb,0.992
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_137.pdb,0.992
afm_dropout_full_model_3_ptm_pred_112.pdb,0.992
afm_woTemplates_model_4_ptm_pred_110.pdb,0.992
cf_dropout_full_woTemplates_model_4_ptm_pred_150.pdb,0.992
cf_dropout_full_woTemplates_model_1_ptm_pred_113.pdb,0.992
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_98.pdb,0.992
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_52.pdb,0.992
afm_dropout_full_model_3_ptm_pred_156.pdb,0.992
afm_dropout_full_model_3_ptm_pred_24.pdb,0.992
cf_woTemplates_model_4_ptm_pred_47.pdb,0.992
afm_dropout_full_woTemplates_model_3_ptm_pred_47.pdb,0.992
afm_dropout_full_woTemplates_model_3_ptm_pred_167.pdb,0.992
afm_dropout_full_woTemplates_r3_model_4_ptm_pred_174.pdb,0.992
cf_dropout_full_woTemplates_model_4_ptm_pred_145.pdb,0.992
afm_dropout_full_model_2_ptm_pred_151.pdb,0.992
afm_dropout_full_woTemplates_model_3_ptm_pred_37.pdb,0.992
afm_dropout_full_model_3_ptm_pred_192.pdb,0.992
cf_woTemplates_model_4_ptm_pred_85.pdb,0.992
afm_dropout_full_woTemplates_model_3_ptm_pred_165.pdb,0.992
cf_dropout_full_woTemplates_model_4_ptm_pred_188.pdb,0.992
afm_dropout_full_woTemplates_model_3_ptm_pred_151.pdb,0.992
afm_dropout_full_woTemplates_r3_model_1_ptm_pred_41.pdb,0.992
