model_name,oligo_gdtts
afm_basic_model_1_ptm_pred_45.pdb,0.601
afm_dropout_full_model_1_ptm_pred_64.pdb,0.592
afm_basic_model_1_ptm_pred_9.pdb,0.591
cf_woTemplates_model_5_ptm_pred_4.pdb,0.591
afm_basic_model_1_ptm_pred_40.pdb,0.588
afm_basic_model_1_ptm_pred_53.pdb,0.588
cf_woTemplates_model_5_ptm_pred_60.pdb,0.588
cf_woTemplates_model_5_ptm_pred_51.pdb,0.587
afm_basic_model_2_ptm_pred_11.pdb,0.587
afm_basic_model_5_ptm_pred_40.pdb,0.587
afm_dropout_full_model_1_ptm_pred_28.pdb,0.586
afm_basic_model_2_ptm_pred_43.pdb,0.586
afm_basic_model_2_ptm_pred_26.pdb,0.586
afm_dropout_full_model_1_ptm_pred_36.pdb,0.586
afm_basic_model_2_ptm_pred_56.pdb,0.586
afm_dropout_full_model_1_ptm_pred_56.pdb,0.586
afm_basic_model_1_ptm_pred_43.pdb,0.586
cf_woTemplates_model_5_ptm_pred_13.pdb,0.584
afm_basic_model_1_ptm_pred_49.pdb,0.584
afm_basic_model_2_ptm_pred_28.pdb,0.584
afm_basic_model_1_ptm_pred_25.pdb,0.584
afm_basic_model_1_ptm_pred_15.pdb,0.584
afm_dropout_full_model_1_ptm_pred_29.pdb,0.584
cf_woTemplates_model_5_ptm_pred_20.pdb,0.584
afm_dropout_full_model_2_ptm_pred_28.pdb,0.584
afm_dropout_full_model_1_ptm_pred_59.pdb,0.584
cf_woTemplates_model_5_ptm_pred_41.pdb,0.584
afm_dropout_full_model_1_ptm_pred_51.pdb,0.584
afm_basic_model_2_ptm_pred_36.pdb,0.584
afm_basic_model_1_ptm_pred_62.pdb,0.584
afm_basic_model_1_ptm_pred_12.pdb,0.584
afm_dropout_full_model_1_ptm_pred_52.pdb,0.584
afm_basic_model_2_ptm_pred_1.pdb,0.583
afm_dropout_full_model_1_ptm_pred_19.pdb,0.583
afm_dropout_full_model_1_ptm_pred_54.pdb,0.583
afm_dropout_full_model_1_ptm_pred_32.pdb,0.583
afm_basic_model_1_ptm_pred_36.pdb,0.583
afm_basic_model_2_ptm_pred_17.pdb,0.583
afm_basic_model_2_ptm_pred_64.pdb,0.583
afm_dropout_full_model_2_ptm_pred_54.pdb,0.583
cf_woTemplates_model_5_ptm_pred_21.pdb,0.583
cf_dropout_full_woTemplates_model_5_ptm_pred_18.pdb,0.583
afm_basic_model_2_ptm_pred_16.pdb,0.583
afm_basic_model_1_ptm_pred_42.pdb,0.583
afm_basic_model_1_ptm_pred_58.pdb,0.583
afm_basic_model_1_ptm_pred_24.pdb,0.583
cf_woTemplates_model_1_ptm_pred_19.pdb,0.583
